Abs 3DP profit,Relative 3DP profit,service level1,service level2,service level3,mean shortfall,DB Retainer Rate
33.7408312958435,0.068605743424584,0.868779948396609,0.26448098270327,0.5,0.0113308839909687,0.960190272300669
29.5134619001461,0.0784325072621641,0.855648535564854,0.190811922926712,0.5,0.0980840328858777,0.504887558647861
26.4002069589963,0.087681691981055,0.843718423711687,0.273481179207127,0.5,0.0114377517225866,0.797469175514832
22.8384079134356,0.101356225161958,0.827818824285255,0.25065580393294,0.5,0.198462466988614,0.641609136541461
44.9682191408989,0.051476684179149,0.894757744241461,0.278411744663979,0.5,0.0114739787154843,0.731367913831786
51.8061581891369,0.0446822326867736,0.906147540983607,0.0199134530358249,0.5,0.0170809533704689,0.964111075848721
13.7633378844449,0.168187022236152,0.767143933685004,0.0881549419435452,0.5,0.190475079933587,0.64781587253522
34.8171535632503,0.0664848954584879,0.871804371989626,0.413506969885314,0.5,0.0922113389864131,0.708310221838288
14.1927222281507,0.163098719019772,0.770875763747454,0.405013073249821,0.5,0.207638741898877,0.743719259411388
30.2075833933285,0.0766302548824892,0.857853589196873,0.328495067637241,0.5,0.186337641227376,0.994313559419015
35.8404936588516,0.0645865773180588,0.874718679669917,0.354571886444978,0.5,0.0616642589361979,0.694831003645516
24.7545726356054,0.0935105949470253,0.836902800658979,0.328330478787317,0.5,0.151073441603154,0.508411502645798
13.7633378844449,0.168187022236152,0.767143933685004,0.162260773665271,0.5,0.178959398246974,0.850100046410106
34.8171535632503,0.0664848954584879,0.871804371989626,0.497520234786009,0.5,0.0843717370746591,0.567943930913501
46.9822670453275,0.0492699684453611,0.898369359120212,0.462407323728965,0.5,0.10463490404784,0.590239884761102
35.4273579897363,0.0653397528397528,0.873507462686567,0.426197988492808,0.5,0.132583422861226,0.619492243567892
41.2826742627346,0.0560723077212169,0.887534408179316,0.440641733372751,0.5,0.0626127862566881,0.5392485852761
49.614415133894,0.0466560939712348,0.902755267423015,0.490637944841884,0.5,0.00483254715019354,0.671814406500314
30.2075833933285,0.0766302548824892,0.857853589196873,0.230010559992914,0.5,0.177366541449892,0.583109860972332
13.3050291886492,0.173980438674244,0.762891685171478,0.494012522867976,0.5,0.116154950232439,0.90315077613172
13.8409208129582,0.16724427847659,0.767812026275897,0.231261562934789,0.5,0.18264511138814,0.84957757987694
48.7816859893889,0.0474525381373317,0.901374292643492,0.492284432718379,0.5,0.221348591705341,0.973228873413437
26.8365876551697,0.0862559295748951,0.845473110959837,0.418150822301503,0.5,0.209282407514704,0.827077162361701
33.7408312958435,0.068605743424584,0.868779948396609,0.42657645440264,0.5,0.166973124717664,0.751860982909323
21.4128288958292,0.108104110207769,0.82051282051282,0.35161255699692,0.5,0.226522429640727,0.615262272883032
32.8615424939388,0.0704414534175252,0.866325785244704,0.123842570050041,0.5,0.18835464633723,0.688572124884237
14.8828507037462,0.155535714285714,0.776752767527675,0.28237360998624,0.5,0.27926255495688,0.780542724524616
46.9822670453275,0.0492699684453611,0.898369359120212,0.176962248142298,0.5,0.235839636638273,0.56386862575572
25.2370641379825,0.0917228248959018,0.838903743315508,0.163320040546697,0.5,0.175769865894924,0.565213027694562
35.464851016039,0.065270676416149,0.873567467652495,0.428340186992488,0.5,0.165218306981203,0.532034172974466
49.9242819195154,0.0463665119619869,0.903329322101885,0.150793138299653,0.5,0,0.856446279944255
25.0070693534308,0.0925664172038312,0.837873754152824,0.364085399711395,0.5,0.0704849690487178,0.622941283270219
33.8602736490476,0.0683637361826201,0.869341185130659,0.257524909093006,0.5,0.118087935929406,0.694666405007066
27.7757221441081,0.083339500690744,0.849255583126551,0.454909553164417,0.5,0.136730668935827,0.618230825245436
26.1657595697646,0.0884673272580881,0.842818428184282,0.376105099091064,0.5,0.131641120630683,0.969442781128218
25.5780272073656,0.0905001310714152,0.840330350997935,0.423597304653998,0.5,0.122066980598354,0.826565250960879
14.8828507037462,0.155535714285714,0.776752767527675,0.401320548450303,0.5,0.120092727502206,0.776172793713911
