Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,5317.6,11772
Week 2,1,5333.6,11807
Week 3,5,65406.4,144795
Week 4,2,31948.0,70726
Week 5,1,10766.4,23834
Week 6,1,8311.2,18399
Week 7,1,23856.8,52814
Week 8,4,100236.8,221903
Week 9,5,101672.8,225082
Week 10,9,264566.4,585695
Week 11,1,5997.6,13277
Week 12,4,70304.8,155640
Week 13,4,71410.4,158087
Week 14,3,49674.4,109968
Week 15,5,64935.2,143752
Week 16,3,61391.2,135908
Week 17,4,87835.2,194449
Week 18,4,74340.8,164574
Week 19,3,60138.4,133134
Week 20,2,34992.0,77464
Week 21,3,44989.6,99597
Week 22,3,47090.4,104247
Week 23,2,14282.4,31617
Week 24,3,79601.6,176222
Week 25,3,72360.8,160192
Week 26,4,95421.6,211243
Week 27,3,69088.0,152946
Week 28,4,67353.6,149106
Week 29,6,138481.6,306568
Week 30,6,130885.6,289752
Week 31,5,134078.4,296822
Week 32,5,113525.6,251321
Week 33,6,129396.8,286458
Week 34,5,98477.6,218009
Week 35,4,77661.6,171926
Week 36,8,120595.2,266969
Week 37,4,75546.4,167243
Week 38,9,144930.4,320844
Week 39,6,112316.0,248642
Week 40,9,145942.4,323084
Week 41,8,168652.8,373361
Week 42,6,101657.6,225048
Week 43,6,89928.8,199082
Week 44,7,72747.2,161044
Week 45,7,110860.8,245421
Week 46,6,91338.4,202203
Week 47,5,80046.4,177205
Week 48,2,23295.2,51570
Week 49,5,131976.8,292169
Week 50,1,17044.8,37733
Week 51,5,46447.2,102822
Week 52,1,43250.4,95748
Week 53,4,53306.4,118008
Week 54,3,71591.2,158488
Week 55,4,67508.0,149447
Week 56,7,153785.6,340447
Week 57,1,468.8,1037
Week 58,2,30412.8,67328
Week 59,2,32869.6,72766
Week 60,2,52531.2,116293
Week 61,4,66524.8,147272
Week 62,3,80845.6,178975
Week 63,5,101900.8,225587
Week 64,5,93313.6,206576
Week 65,3,57116.0,126442
Week 66,5,81213.6,179789
Week 67,4,81686.4,180836
Week 68,5,94606.4,209438
Week 69,2,14164.8,31357
Week 70,3,47283.2,104675
Week 71,2,37649.6,83348
Week 72,9,73948.0,163702
Week 73,2,12442.4,27544
Week 74,1,10177.6,22531
Week 75,2,41875.2,92702
Week 76,5,54226.4,120045
Week 77,2,25716.8,56931
