Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,13652.0,11568
Week 2,1,13965.6,11833
Week 3,1,13736.0,11639
Week 4,2,21416.8,18146
Week 5,1,16339.2,13845
Week 6,3,32294.4,27363
Week 7,2,21643.2,18338
Week 8,1,12571.2,10652
Week 9,2,21195.2,17959
Week 10,1,6776.0,5741
Week 11,2,12035.2,10197
Week 12,1,16271.2,13787
Week 13,4,65003.2,55079
Week 14,2,19760.0,16743
Week 15,1,5400.0,4575
Week 16,1,13275.2,11248
Week 17,2,30876.0,26163
Week 18,4,38288.8,32443
Week 19,1,3640.0,3084
Week 20,1,4160.0,3525
Week 21,1,3640.0,3084
Week 22,2,10024.0,8493
Week 23,3,31262.4,26490
Week 24,1,10606.4,8987
Week 25,2,16404.8,13900
Week 26,3,18567.2,15733
Week 27,1,4425.6,3750
Week 28,3,46368.0,39290
Week 29,3,58963.2,49962
Week 30,1,21304.8,18052
Week 31,5,71260.0,60382
Week 32,1,4377.6,3709
Week 33,2,21888.0,18546
Week 34,6,95193.6,80661
Week 35,1,21408.0,18140
Week 36,2,32369.6,27428
Week 37,2,23806.4,20172
Week 38,1,10961.6,9288
Week 39,1,9576.0,8114
Week 40,1,4350.4,3686
Week 41,1,12435.2,10537
Week 42,2,30452.8,25803
Week 43,2,30452.8,25803
Week 44,1,4350.4,3686
Week 45,1,7976.0,6758
Week 46,2,25196.0,21349
Week 47,2,31904.0,27034
Week 48,2,27192.0,23041
Week 49,1,3841.6,3255
Week 50,3,11999.2,10166
Week 51,1,3806.4,3225
Week 52,6,47383.2,40148
Week 53,1,4350.4,3686
Week 54,2,7974.4,6756
Week 55,1,5339.2,4524
Week 56,2,13508.0,11445
Week 57,2,11491.2,9736
Week 58,1,4532.0,3840
Week 59,2,14632.0,12397
Week 60,1,4960.0,4202
Week 61,3,14871.2,12599
Week 62,1,5694.4,4825
Week 63,1,5398.4,4574
Week 64,1,17584.8,14900
Week 65,1,5861.6,4966
Week 66,1,4902.4,4154
Week 67,1,6951.2,5890
Week 68,1,8401.6,7119
Week 69,5,130664.8,110717
Week 70,2,38499.2,32622
Week 71,1,19304.0,16357
Week 72,3,19613.6,16619
Week 73,1,5076.8,4301
Week 74,1,13600.0,11524
Week 75,1,29779.2,25233
Week 76,2,28758.4,24368
Week 77,1,24421.6,20693
Week 78,1,11911.2,10093
Week 79,1,9880.0,8371
Week 80,1,14445.6,12240
Week 81,1,6427.2,5446
