Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,3,13033.6,16798
Week 2,1,5042.4,6499
Week 3,1,5508.8,7100
Week 4,5,15741.6,20287
Week 5,6,23452.8,30226
Week 6,3,10161.6,13097
Week 7,1,11237.6,14484
Week 8,9,65807.2,84817
Week 9,2,36060.8,46479
Week 10,4,57497.6,74110
Week 11,8,110837.6,142860
Week 12,1,6756.0,8708
Week 13,1,6028.0,7769
Week 14,3,11955.2,15409
Week 15,8,49570.4,63890
Week 16,11,28921.6,37272
Week 17,1,5888.0,7589
Week 18,1,5323.2,6861
Week 19,1,5490.4,7076
Week 20,8,94724.0,122090
Week 21,1,12146.4,15656
Week 22,1,6696.8,8631
Week 23,2,12952.0,16694
Week 24,1,7797.6,10050
Week 25,1,5861.6,7555
Week 26,1,4989.6,6431
Week 27,1,7014.4,9041
Week 28,3,10243.2,13200
Week 29,1,3414.4,4400
Week 30,3,10688.8,13775
Week 31,3,14346.4,18490
Week 32,5,30805.6,39703
Week 33,1,5780.8,7451
Week 34,2,8418.4,10850
Week 35,5,20124.0,25935
Week 36,2,7653.6,9864
Week 37,1,4168.8,5373
Week 38,2,10286.4,13258
Week 39,1,6739.2,8686
Week 40,1,3839.2,4948
Week 41,1,6936.8,8941
Week 42,1,3713.6,4786
Week 43,2,10040.8,12941
Week 44,1,3414.4,4400
Week 45,2,9456.8,12188
Week 46,2,7424.8,9569
Week 47,2,7484.8,9646
Week 48,1,5167.2,6660
Week 49,3,13485.6,17381
Week 50,1,6219.2,8016
Week 51,2,8652.8,11152
Week 52,1,4014.4,5174
Week 53,3,21604.0,27845
Week 54,2,10491.2,13522
Week 55,1,4791.2,6175
Week 56,1,6373.6,8215
Week 57,4,23508.8,30300
Week 58,4,20904.8,26943
Week 59,5,28267.2,36433
Week 60,7,42491.2,54765
Week 61,8,44229.6,57006
Week 62,3,16167.2,20837
Week 63,1,8420.8,10853
Week 64,1,10752.0,13858
Week 65,1,8894.4,11464
Week 66,2,6620.0,8532
Week 67,2,5488.0,7073
Week 68,1,10993.6,14170
Week 69,1,3213.6,4142
Week 70,2,49019.2,63182
Week 71,1,5674.4,7313
Week 72,2,17812.0,22957
Week 73,1,11688.0,15065
Week 74,1,4358.4,5617
