Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,3,26164.8,54523
Week 2,10,86076.8,179368
Week 3,8,73122.4,152375
Week 4,9,81169.6,169144
Week 5,11,97077.6,202294
Week 6,5,46091.2,96047
Week 7,6,54601.6,113782
Week 8,11,95540.8,199093
Week 9,11,99025.6,206355
Week 10,8,71007.2,147968
Week 11,13,123712.8,257797
Week 12,17,154010.4,320933
Week 13,15,140104.8,291958
Week 14,10,94876.8,197707
Week 15,1,7962.4,16592
Week 16,14,125851.2,262253
Week 17,1,8480.8,17673
Week 18,7,67583.2,140833
Week 19,4,38263.2,79735
Week 20,12,107308.0,223613
Week 21,6,56421.6,117574
Week 22,16,145434.4,303063
Week 23,9,84429.6,175938
Week 24,11,101284.8,211062
Week 25,8,77686.4,161887
Week 26,22,200136.8,417056
Week 27,9,81867.2,170598
Week 28,14,128375.2,267513
Week 29,6,54739.2,114069
Week 30,14,129176.8,269183
Week 31,14,131300.8,273609
Week 32,7,64639.2,134698
Week 33,13,112440.8,234310
Week 34,7,63599.2,132531
Week 35,13,113468.0,236448
Week 36,6,53756.0,112019
Week 37,7,65742.4,136998
Week 38,5,45269.6,94335
Week 39,5,43830.4,91336
Week 40,6,50573.6,105387
Week 41,7,64584.0,134582
Week 42,9,78351.2,163271
Week 43,5,46200.0,96273
Week 44,7,69432.0,144687
Week 45,5,46893.6,97719
Week 46,6,56525.6,117790
Week 47,7,69632.8,145105
Week 48,2,17692.0,36867
Week 49,7,65701.6,136912
Week 50,13,121684.0,253572
Week 51,10,90312.0,188196
Week 52,23,205578.4,428393
Week 53,6,48490.4,101047
Week 54,3,25600.0,53346
Week 55,7,58560.8,122029
Week 56,5,46039.2,95938
Week 57,11,97321.6,202803
Week 58,11,95429.6,198861
Week 59,10,90712.8,189031
Week 60,9,89372.0,186238
Week 61,13,115267.2,240200
Week 62,20,188220.8,392224
Week 63,7,56828.0,118421
Week 64,21,189578.4,395050
Week 65,15,134282.4,279824
Week 66,11,103056.8,214755
Week 67,10,88818.4,185083
Week 68,6,56314.4,117351
Week 69,9,83521.6,174044
Week 70,16,138305.6,288207
Week 71,19,173815.2,362204
Week 72,26,237065.6,494010
Week 73,8,74854.4,155985
Week 74,20,187344.0,390396
Week 75,29,547866.4,1141684
Week 76,25,223600.8,465950
Week 77,19,173190.4,360904
Week 78,21,269523.2,561649
Week 79,5,46083.2,96030
Week 80,9,79281.6,165210
Week 81,19,250776.0,522581
Week 82,2,18136.0,37793
Week 83,19,171051.2,356443
Week 84,11,100980.8,210429
Week 85,9,83485.6,173972
Week 86,13,113756.8,237050
Week 87,17,150224.0,313041
Week 88,6,55316.8,115271
Week 89,13,113712.8,236959
Week 90,12,110103.2,229438
Week 91,11,87427.2,182183
Week 92,8,68347.2,142425
Week 93,7,63853.6,133060
Week 94,8,74568.8,155389
Week 95,4,36696.8,76469
