Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,12831.2,31536
Week 2,11,132292.8,325141
Week 3,9,107951.2,265317
Week 4,14,174550.4,429002
Week 5,3,38460.8,94528
Week 6,10,126337.6,310507
Week 7,9,115349.6,283500
Week 8,9,113832.0,279770
Week 9,9,111555.2,274176
Week 10,14,176287.2,433272
Week 11,20,252116.0,619639
Week 12,12,150231.2,369231
Week 13,12,151972.8,373512
Week 14,16,200624.8,493086
Week 15,8,101335.2,249057
Week 16,10,117072.0,287735
Week 17,14,175111.2,430381
Week 18,11,134952.0,331677
Week 19,11,139752.8,343479
Week 20,9,112056.8,275409
Week 21,14,175260.8,430749
Week 22,20,246887.2,606787
Week 23,5,59843.2,147080
Week 24,7,84189.6,206917
Week 25,8,99533.6,244628
Week 26,25,313877.6,771434
Week 27,12,147416.0,362312
Week 28,23,283556.8,696912
Week 29,7,85744.8,210739
Week 30,13,156692.0,385109
Week 31,7,78599.2,193178
Week 32,17,199097.6,489332
Week 33,10,119340.0,293309
Week 34,4,46388.8,114013
Week 35,21,248981.6,611934
Week 36,9,108392.0,266402
Week 37,7,86750.4,213212
Week 38,7,90261.6,221840
Week 39,13,161485.6,396892
Week 40,6,69900.8,171799
Week 41,13,162344.8,399005
Week 42,18,225853.6,555093
Week 43,3,37744.0,92766
Week 44,18,227285.6,558612
Week 45,11,135511.2,333051
Week 46,11,139821.6,343649
Week 47,18,227553.6,559269
Week 48,11,138449.6,340274
Week 49,33,408652.8,1004369
Week 50,9,65139.2,160095
Week 51,8,99798.4,245280
Week 52,8,97305.6,239154
Week 53,18,225554.4,554358
Week 54,16,203401.6,499911
Week 55,18,224206.4,551045
Week 56,16,197897.6,486384
Week 57,9,112156.0,275653
Week 58,21,254009.6,624292
Week 59,20,243649.6,598829
Week 60,16,200124.0,491857
Week 61,3,35700.8,87743
Week 62,20,239257.6,588038
Week 63,14,174248.0,428260
Week 64,8,85364.0,209803
Week 65,23,288263.2,708480
Week 66,7,86083.2,211573
Week 67,1,10868.0,26711
Week 68,37,447688.8,1100310
Week 69,17,207482.4,509940
Week 70,23,386128.0,949012
Week 71,7,81151.2,199451
Week 72,23,282944.8,695411
Week 73,15,185169.6,455100
Week 74,21,251342.4,617739
Week 75,5,61888.8,152108
Week 76,3,37455.2,92056
Week 77,23,281112.8,690904
Week 78,24,296768.0,729382
Week 79,5,65990.4,162189
Week 80,8,91471.2,224813
Week 81,15,179884.0,442111
Week 82,12,167299.2,411182
Week 83,17,222019.2,545669
Week 84,12,180714.4,444152
Week 85,30,385394.4,947209
Week 86,29,349046.4,857869
Week 87,12,207414.4,509775
Week 88,17,220739.2,542522
Week 89,27,349880.8,859920
Week 90,6,76909.6,189026
Week 91,13,150384.8,369610
Week 92,2,23226.4,57085
Week 93,9,106843.2,262595
Week 94,7,94250.4,231645
Week 95,16,201370.4,494921
Week 96,7,86083.2,211572
Week 97,17,203441.6,500009
Week 98,5,56196.8,138117
Week 99,18,216948.8,533207
Week 100,8,109768.0,269784
Week 101,19,233700.8,574380
Week 102,12,134336.8,330166
Week 103,14,183208.0,450281
Week 104,24,282519.2,694363
Week 105,33,410198.4,1008172
Week 106,14,168810.4,414896
Week 107,12,143686.4,353147
Week 108,17,216424.8,531921
Week 109,21,254671.2,625921
Week 110,17,203232.0,499492
Week 111,9,113048.0,277845
Week 112,14,170372.0,418732
Week 113,17,215055.2,528555
Week 114,13,136350.4,335113
Week 115,14,176651.2,434164
Week 116,6,76701.6,188514
Week 117,35,415018.4,1020016
Week 118,3,44753.6,109994
Week 119,20,230560.8,566662
Week 120,10,124080.0,304958
Week 121,15,183105.6,450030
Week 122,18,214692.8,527662
Week 123,12,148628.0,365292
Week 124,16,196251.2,482340
Week 125,5,78906.4,193933
Week 126,1,11592.0,28490
Week 127,2,24814.4,60988
Week 128,6,72941.6,179273
Week 129,10,125557.6,308589
Week 130,7,91556.0,225022
Week 131,4,52907.2,130033
Week 132,4,80377.6,197550
Week 133,3,40770.4,100204
Week 134,4,54131.2,133042
Week 135,14,328338.4,806977
Week 136,8,132076.8,324613
Week 137,10,119601.6,293951
Week 138,3,71012.0,174531
Week 139,4,53608.0,131756
Week 140,4,107924.8,265253
Week 141,5,67322.4,165462
Week 142,6,160583.2,394677
Week 143,5,62997.6,154832
Week 144,1,15212.0,37387
Week 145,2,49608.0,121925
Week 146,6,93949.6,230906
Week 147,4,51840.0,127411
Week 148,6,69870.4,171724
Week 149,1,21562.4,52995
Week 150,23,291082.4,715411
Week 151,10,127639.2,313708
Week 152,34,447090.4,1098841
Week 153,8,104514.4,256871
Week 154,7,98403.2,241852
Week 155,3,42663.2,104856
Week 156,16,209673.6,515327
Week 157,13,174320.8,428436
Week 158,6,72340.0,177794
Week 159,5,73800.0,181383
Week 160,24,345940.8,850238
Week 161,16,207345.6,509603
