Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,5384.0,8075
Week 2,1,4623.2,6934
Week 3,1,4675.2,7012
Week 4,1,2976.0,4463
Week 5,1,3396.0,5093
Week 6,1,3076.0,4613
Week 7,1,2460.0,3689
Week 8,1,3356.8,5034
Week 9,2,4948.8,7422
Week 10,1,2534.4,3801
Week 11,1,3129.6,4694
Week 12,1,3198.4,4797
Week 13,10,35592.0,53379
Week 14,7,23218.4,34823
Week 15,10,34958.4,52430
Week 16,7,22388.8,33579
Week 17,1,3500.0,5249
Week 18,1,2513.6,3770
Week 19,1,8984.8,13476
Week 20,1,3894.4,5841
Week 21,2,5456.8,8184
Week 22,1,3690.4,5535
Week 23,1,3645.6,5467
Week 24,2,5904.8,8855
Week 25,1,3208.0,4811
Week 26,3,14199.2,21295
Week 27,3,7614.4,11419
Week 28,2,4703.2,7053
Week 29,4,17295.2,25940
Week 30,3,8751.2,13124
Week 31,9,49785.6,74667
Week 32,3,12089.6,18132
Week 33,2,7508.0,11260
Week 34,2,8756.8,13133
Week 35,3,13505.6,20255
Week 36,2,5798.4,8696
Week 37,1,7311.2,10965
Week 38,1,3676.8,5514
Week 39,2,13835.2,20751
Week 40,2,4935.2,7402
Week 41,3,10915.2,16370
Week 42,2,9210.4,13814
Week 43,2,3923.2,5883
Week 44,1,3548.8,5322
Week 45,2,17590.4,26383
Week 46,3,8752.0,13126
Week 47,1,4230.4,6345
Week 48,1,5068.0,7601
Week 49,1,26659.2,39985
Week 50,1,44133.6,66195
Week 51,1,11034.4,16550
Week 52,1,23582.4,35370
Week 53,1,9360.0,14038
Week 54,1,8612.0,12916
Week 55,1,5048.0,7571
Week 56,1,5202.4,7802
Week 57,1,5361.6,8041
Week 58,2,10949.6,16422
Week 59,2,4785.6,7176
Week 60,1,6577.6,9865
Week 61,1,11336.8,17003
Week 62,1,6079.2,9118
Week 63,2,16709.6,25061
Week 64,1,10421.6,15631
Week 65,1,9341.6,14011
Week 66,1,4163.2,6244
Week 67,1,14655.2,21981
Week 68,2,10782.4,16171
Week 69,1,5456.0,8183
Week 70,2,11260.0,16887
Week 71,2,9578.4,14365
Week 72,2,11351.2,17024
Week 73,1,10956.0,16432
Week 74,1,6060.0,9089
Week 75,1,5964.8,8946
Week 76,1,12352.8,18527
Week 77,1,6708.0,10061
Week 78,1,10731.2,16095
Week 79,2,14112.0,21166
Week 80,1,27068.0,40598
Week 81,1,11858.4,17786
Week 82,1,6106.4,9158
Week 83,1,17429.6,26142
Week 84,1,10976.8,16463
Week 85,1,6623.2,9934
