Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,4212.8,9420
Week 2,1,12640.0,28265
Week 3,2,8425.6,18840
Week 4,1,16424.0,36727
Week 5,1,10948.8,24483
Week 6,3,21897.6,48965
Week 7,1,10949.6,24485
Week 8,1,5474.4,12241
Week 9,1,11204.8,25056
Week 10,2,22409.6,50112
Week 11,1,22410.4,50113
Week 12,4,61627.2,137809
Week 13,5,56024.8,125281
Week 14,3,50422.4,112753
Week 15,2,16807.2,37584
Week 16,3,56024.0,125280
Week 17,3,61627.2,137809
Week 18,2,39946.4,89326
Week 19,3,44634.4,99809
Week 20,1,5602.4,12528
Week 21,3,58451.2,130706
Week 22,1,6278.4,14039
Week 23,1,6278.4,14039
Week 24,1,6278.4,14039
Week 25,1,6278.4,14039
Week 26,1,7245.6,16202
Week 27,1,5616.8,12560
Week 28,1,5260.0,11762
Week 29,1,6720.0,15027
Week 30,1,12557.6,28081
Week 31,2,31809.6,71131
Week 32,2,37804.0,84536
Week 33,2,31392.8,70199
Week 34,2,8941.6,19994
Week 35,5,51201.6,114494
Week 36,4,43752.8,97838
Week 37,4,51353.6,114834
Week 38,1,6278.4,14039
Week 39,3,31441.6,70308
Week 40,5,44269.6,98993
Week 41,3,30908.0,69114
Week 42,1,7147.2,15982
Week 43,3,25513.6,57052
Week 44,2,46057.6,102992
Week 45,1,5616.8,12560
Week 46,1,6018.4,13458
Week 47,2,15646.4,34987
Week 48,2,10832.0,24221
Week 49,1,3404.8,7613
Week 50,2,12436.8,27810
Week 51,1,12324.8,27560
Week 52,1,6258.4,13994
Week 53,1,5215.2,11662
Week 54,2,12436.8,27810
Week 55,1,27980.0,62568
Week 56,1,12556.8,28079
Week 57,1,9326.4,20855
Week 58,1,27940.0,62479
Week 59,2,21476.0,48024
Week 60,5,71480.0,159841
Week 61,1,6278.4,14039
Week 62,1,6198.4,13860
Week 63,1,18492.8,41353
Week 64,1,8918.4,19943
Week 65,1,9178.4,20524
Week 66,1,18356.8,41049
Week 67,1,2527.2,5651
Week 68,1,9178.4,20524
Week 69,2,18595.2,41581
Week 70,4,58784.8,131452
Week 71,3,34073.6,76194
Week 72,1,27795.2,62155
Week 73,4,55740.8,124645
Week 74,2,18595.2,41581
Week 75,2,15268.8,34143
Week 76,3,18595.2,41580
Week 77,2,25085.6,56095
Week 78,1,10471.2,23415
Week 79,4,93036.0,208044
Week 80,1,5813.6,13000
Week 81,1,1605.6,3590
Week 82,1,1717.6,3840
Week 83,1,1957.6,4377
Week 84,1,3113.6,6962
Week 85,3,6987.2,15624
Week 86,1,5066.4,11329
Week 87,1,4084.0,9132
Week 88,1,10192.0,22791
Week 89,1,3511.2,7851
Week 90,2,18703.2,41823
Week 91,1,6141.6,13733
Week 92,1,5616.8,12560
Week 93,1,11714.4,26195
Week 94,1,11714.4,26195
Week 95,1,5856.8,13096
Week 96,1,24072.0,53829
Week 97,1,10511.2,23504
Week 98,1,6198.4,13860
Week 99,1,18595.2,41582
Week 100,1,10599.2,23701
Week 101,1,2366.4,5291
Week 102,1,6017.6,13456
Week 103,1,7622.4,17045
