Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,3,53278.4,115334
Week 2,7,136136.0,294702
Week 3,1,14190.4,30719
Week 4,5,49677.6,107538
Week 5,2,8025.6,17372
Week 6,2,8118.4,17573
Week 7,1,41613.6,90084
Week 8,1,14124.0,30575
Week 9,2,28125.6,60884
Week 10,1,14154.4,30641
Week 11,5,60641.6,131273
Week 12,2,27177.6,58833
Week 13,1,14085.6,30492
Week 14,1,13995.2,30296
Week 15,1,14100.0,30523
Week 16,1,13997.6,30301
Week 17,1,14138.4,30606
Week 18,1,14190.4,30719
Week 19,1,14169.6,30674
Week 20,3,83364.0,180463
Week 21,1,14041.6,30397
Week 22,2,28340.8,61350
Week 23,4,70636.0,152909
Week 24,4,110656.0,239545
Week 25,2,28361.6,61396
Week 26,1,11969.6,25911
Week 27,3,56432.0,122161
Week 28,4,67116.8,145292
Week 29,1,14122.4,30571
Week 30,2,28041.6,60703
Week 31,4,84517.6,182960
Week 32,3,69940.0,151403
Week 33,5,151337.6,327610
Week 34,3,40080.0,86764
Week 35,3,79840.8,172837
Week 36,1,26647.2,57685
Week 37,1,27573.6,59690
Week 38,1,25174.4,54497
Week 39,2,38545.6,83442
Week 40,2,40906.4,88553
Week 41,3,53647.2,116133
Week 42,2,40075.2,86753
Week 43,3,42312.8,91596
Week 44,1,14108.8,30542
Week 45,1,14028.0,30367
Week 46,1,13360.0,28921
Week 47,1,53123.2,115000
Week 48,1,13320.8,28836
Week 49,1,13384.8,28975
Week 50,1,14100.0,30523
Week 51,1,13985.6,30275
Week 52,1,14028.8,30369
Week 53,1,13367.2,28937
Week 54,1,14067.2,30452
Week 55,1,28056.0,60735
Week 56,1,24601.6,53257
Week 57,2,56013.6,121257
Week 58,2,28073.6,60772
Week 59,2,23653.6,51204
Week 60,1,27968.0,60544
Week 61,3,96167.2,208179
Week 62,1,28136.8,60910
Week 63,2,36242.4,78456
Week 64,2,38472.8,83284
Week 65,2,39768.8,86090
Week 66,2,27424.8,59368
Week 67,3,89898.4,194609
Week 68,3,42051.2,91031
Week 69,2,27460.0,59444
Week 70,1,14308.0,30973
Week 71,2,42084.0,91101
Week 72,2,27964.0,60535
Week 73,2,27924.8,60450
Week 74,2,42058.4,91046
Week 75,7,110774.4,239799
Week 76,3,56068.0,121374
Week 77,2,42287.2,91542
Week 78,6,140856.8,304921
Week 79,2,42287.2,91541
Week 80,1,28283.2,61226
Week 81,3,56306.4,121890
Week 82,2,28140.0,60916
Week 83,1,14005.6,30319
Week 84,5,154126.4,333648
Week 85,1,42293.6,91556
Week 86,2,84338.4,182573
Week 87,2,40340.0,87326
Week 88,1,27984.8,60581
Week 89,2,53096.8,114942
Week 90,3,55028.8,119123
Week 91,1,13959.2,30218
Week 92,1,13924.8,30144
Week 93,1,13859.2,30002
Week 94,1,13990.4,30286
Week 95,4,56322.4,121924
Week 96,3,70136.8,151829
Week 97,2,41347.2,89506
Week 98,1,69571.2,150606
Week 99,1,14316.8,30992
Week 100,1,11440.0,24765
Week 101,1,14128.0,30584
Week 102,2,28858.4,62471
Week 103,1,31451.2,68085
Week 104,1,31378.4,67927
Week 105,1,15678.4,33940
Week 106,3,74063.2,160330
Week 107,1,25096.8,54329
Week 108,1,15674.4,33931
Week 109,1,14794.4,32026
Week 110,3,29846.4,64610
Week 111,1,11604.8,25121
Week 112,3,103392.8,223822
Week 113,2,31567.2,68336
Week 114,1,15592.8,33755
Week 115,1,8388.0,18158
Week 116,2,16404.8,35512
Week 117,2,17736.8,38396
Week 118,3,45751.2,99041
Week 119,1,11282.4,24423
Week 120,2,21434.4,46399
Week 121,1,8447.2,18286
Week 122,1,15634.4,33845
Week 123,2,31512.0,68216
Week 124,2,23345.6,50537
Week 125,1,15780.0,34160
Week 126,1,15838.4,34286
Week 127,3,58990.4,127700
Week 128,1,30211.2,65400
Week 129,2,47479.2,102781
Week 130,3,78760.8,170499
Week 131,1,15760.0,34116
Week 132,2,29232.0,63279
Week 133,1,15918.4,34459
Week 134,1,15168.8,32837
Week 135,1,18560.0,40178
Week 136,1,8050.4,17427
Week 137,1,12056.0,26098
Week 138,1,15207.2,32920
Week 139,1,10384.8,22480
Week 140,1,12829.6,27773
Week 141,1,12522.4,27108
Week 142,1,15816.8,34239
Week 143,1,15818.4,34243
Week 144,1,10935.2,23672
Week 145,1,15795.2,34193
Week 146,2,27957.6,60521
Week 147,1,15229.6,32968
Week 148,1,15856.0,34324
Week 149,1,13146.4,28459
Week 150,1,11383.2,24642
Week 151,1,11031.2,23880
Week 152,1,9119.2,19741
Week 153,1,14643.2,31699
Week 154,1,13909.6,30111
Week 155,1,14052.0,30419
Week 156,1,13708.8,29676
Week 157,3,36360.8,78712
Week 158,1,15211.2,32928
Week 159,1,10552.0,22842
Week 160,2,22956.8,49695
Week 161,1,13497.6,29219
Week 162,1,11132.8,24100
Week 163,1,11214.4,24276
Week 164,1,13581.6,29401
Week 165,2,28877.6,62513
Week 166,1,14380.8,31131
Week 167,1,13400.0,29008
