Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,14992.0,18147
Week 2,3,39300.0,47571
Week 3,1,12446.4,15066
Week 4,3,49379.2,59772
Week 5,1,14011.2,16960
Week 6,1,19884.8,24070
Week 7,3,18676.0,22606
Week 8,1,21731.2,26305
Week 9,2,49442.4,59849
Week 10,3,57779.2,69939
Week 11,3,28699.2,34738
Week 12,5,78808.0,95394
Week 13,6,64979.2,78654
Week 14,7,103655.2,125470
Week 15,3,45820.0,55463
Week 16,4,53304.8,64523
Week 17,2,45005.6,54478
Week 18,4,46108.8,55812
Week 19,3,33440.8,40478
Week 20,4,22436.8,27158
Week 21,5,134674.4,163020
Week 22,9,81173.6,98255
Week 23,2,53020.8,64180
Week 24,11,224796.0,272109
Week 25,3,53412.8,64655
Week 26,5,108406.4,131222
Week 27,10,156404.0,189320
Week 28,2,45824.0,55468
Week 29,2,42654.4,51632
Week 30,5,89353.6,108160
Week 31,5,61236.0,74123
Week 32,2,9792.0,11852
Week 33,1,10810.4,13085
Week 34,1,5130.4,6210
Week 35,5,25268.8,30584
Week 36,2,5375.2,6505
Week 37,1,4336.8,5249
Week 38,2,5287.2,6399
Week 39,2,42623.2,51594
Week 40,1,8184.0,9906
Week 41,3,61951.2,74990
Week 42,1,17160.0,20772
Week 43,4,44924.0,54378
Week 44,7,142336.8,172294
Week 45,4,76113.6,92133
Week 46,5,95472.0,115564
Week 47,2,7263.2,8791
Week 48,6,71954.4,87098
Week 49,3,46417.6,56187
Week 50,1,6396.0,7742
Week 51,1,22526.4,27268
Week 52,3,21685.6,26248
Week 53,1,9797.6,11859
Week 54,13,244887.2,296429
Week 55,1,6231.2,7542
Week 56,15,236879.2,286733
Week 57,1,23783.2,28789
Week 58,8,134488.8,162793
Week 59,2,35598.4,43091
Week 60,5,56247.2,68084
Week 61,4,96926.4,117328
Week 62,6,94993.6,114986
Week 63,3,65668.8,79490
Week 64,7,94157.6,113973
Week 65,12,226299.2,273927
Week 66,6,86994.4,105302
Week 67,2,26540.0,32125
Week 68,1,4414.4,5343
Week 69,2,18598.4,22513
Week 70,3,17534.4,21224
Week 71,4,60024.8,72658
Week 72,2,19031.2,23036
Week 73,3,44799.2,54228
Week 74,1,15796.0,19120
Week 75,7,36676.8,44393
Week 76,3,49306.4,59684
Week 77,3,81498.4,98652
Week 78,3,54212.0,65622
Week 79,6,42904.8,51933
Week 80,1,9173.6,11104
