Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,4,43820.8,103878
Week 2,3,27279.2,64665
Week 3,5,42508.0,100765
Week 4,10,71935.2,170522
Week 5,7,50686.4,120152
Week 6,6,58364.8,138354
Week 7,9,77677.6,184135
Week 8,6,55762.4,132187
Week 9,7,68455.2,162275
Week 10,7,48364.0,114646
Week 11,11,82343.2,195193
Week 12,8,79659.2,188834
Week 13,12,104508.8,247739
Week 14,13,125332.0,297100
Week 15,7,83560.8,198082
Week 16,5,29833.6,70720
Week 17,17,94753.6,224612
Week 18,11,96738.4,229318
Week 19,9,75673.6,179384
Week 20,17,75231.2,178330
Week 21,7,24793.6,58773
Week 22,12,57384.8,136029
Week 23,7,56776.8,134590
Week 24,10,104091.2,246749
Week 25,15,82261.6,195001
Week 26,20,88969.6,210895
Week 27,18,89085.6,211175
Week 28,11,53363.2,126495
Week 29,21,112080.0,265684
Week 30,14,84318.4,199875
Week 31,14,72636.8,172184
Week 32,14,73696.0,174696
Week 33,11,39547.2,93744
Week 34,16,65392.0,155005
Week 35,10,43800.8,103827
Week 36,5,34116.8,80874
Week 37,6,45638.4,108187
Week 38,10,58413.6,138467
Week 39,9,57990.4,137467
Week 40,7,53882.4,127729
Week 41,5,23755.2,56311
Week 42,6,52870.4,125329
Week 43,8,49779.2,117999
Week 44,8,48484.8,114932
Week 45,7,42757.6,101356
Week 46,6,35109.6,83226
Week 47,7,41150.4,97547
Week 48,5,20625.6,48892
Week 49,2,14543.2,34475
Week 50,1,5880.0,13938
Week 51,7,34467.2,81703
Week 52,9,47362.4,112272
Week 53,6,29022.4,68796
Week 54,7,47428.8,112428
Week 55,8,45176.0,107089
Week 56,8,55586.4,131768
Week 57,8,44399.2,105247
Week 58,7,45372.8,107556
Week 59,7,60586.4,143622
Week 60,8,64804.0,153618
Week 61,9,76215.2,180669
Week 62,9,69656.8,165122
Week 63,16,136738.4,324139
Week 64,12,87246.4,206817
Week 65,5,74287.2,176100
Week 66,9,70262.4,166558
Week 67,10,79720.0,188976
Week 68,8,56116.0,133023
Week 69,8,69737.6,165313
Week 70,9,68109.6,161455
Week 71,10,77759.2,184329
Week 72,11,114764.8,272054
Week 73,9,70195.2,166399
Week 74,8,79313.6,188014
Week 75,16,121351.2,287662
Week 76,11,88182.4,209036
Week 77,5,57932.8,137331
Week 78,8,63096.0,149568
Week 79,10,80023.2,189696
Week 80,11,78270.4,185541
Week 81,7,57843.2,137118
Week 82,12,76261.6,180777
Week 83,4,36096.0,85566
Week 84,8,65776.8,155923
Week 85,6,62607.2,148411
