Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,17688.8,19204
Week 2,2,28180.0,30595
Week 3,3,28028.0,30429
Week 4,2,17386.4,18876
Week 5,2,10933.6,11870
Week 6,2,20978.4,22776
Week 7,1,10472.8,11370
Week 8,1,5948.0,6457
Week 9,3,15636.0,16975
Week 10,3,21155.2,22968
Week 11,1,5246.4,5696
Week 12,2,5505.6,5977
Week 13,2,16580.0,18000
Week 14,1,19357.6,21017
Week 15,1,9901.6,10750
Week 16,2,42067.2,45673
Week 17,4,43428.8,47151
Week 18,1,23536.0,25553
Week 19,2,15355.2,16671
Week 20,4,9295.2,10091
Week 21,2,14956.8,16238
Week 22,3,10778.4,11701
Week 23,3,14917.6,16196
Week 24,3,9690.4,10519
Week 25,2,15436.8,16760
Week 26,1,20289.6,22029
Week 27,3,38191.2,41465
Week 28,2,29681.6,32225
Week 29,1,5338.4,5796
Week 30,3,39834.4,43249
Week 31,4,66665.6,72380
Week 32,3,25039.2,27185
Week 33,1,14504.0,15747
Week 34,3,48508.0,52665
Week 35,4,34045.6,36963
Week 36,3,63104.8,68513
Week 37,2,22746.4,24696
Week 38,1,4436.0,4816
Week 39,2,31201.6,33876
Week 40,2,14654.4,15910
Week 41,2,8998.4,9769
Week 42,4,36291.2,39400
Week 43,2,28364.8,30796
Week 44,3,36886.4,40047
Week 45,2,13596.0,14761
Week 46,2,15382.4,16701
Week 47,1,13552.8,14714
Week 48,1,6955.2,7551
Week 49,4,31859.2,34588
Week 50,1,17747.2,19268
Week 51,1,4690.4,5092
Week 52,3,17048.8,18509
Week 53,3,12011.2,13040
Week 54,2,8996.0,9766
Week 55,1,21013.6,22815
Week 56,4,14571.2,15819
Week 57,2,16950.4,18403
Week 58,2,27697.6,30071
Week 59,2,7196.8,7813
Week 60,4,64732.8,70280
Week 61,7,98603.2,107054
Week 62,3,86809.6,94251
Week 63,3,35955.2,39036
Week 64,7,131705.6,142994
Week 65,4,50623.2,54962
Week 66,7,74753.6,81160
Week 67,13,126143.2,136955
Week 68,1,29376.0,31894
Week 69,1,9328.0,10127
Week 70,5,62492.0,67847
Week 71,2,44076.0,47855
Week 72,1,5449.6,5916
Week 73,6,115996.8,125940
Week 74,7,125656.8,136426
Week 75,3,36416.0,39537
Week 76,2,52292.8,56775
Week 77,6,86704.8,94137
Week 78,5,76509.6,83066
Week 79,1,11086.4,12036
Week 80,11,169236.8,183742
Week 81,8,87681.6,95194
Week 82,4,72074.4,78251
Week 83,4,47294.4,51347
Week 84,1,9687.2,10517
Week 85,1,10764.8,11687
Week 86,2,40588.0,44067
Week 87,1,4771.2,5180
Week 88,6,94576.8,102684
Week 89,5,61261.6,66511
Week 90,2,22322.4,24235
Week 91,3,15520.8,16850
Week 92,2,9803.2,10643
Week 93,5,60988.8,66217
Week 94,2,31863.2,34594
Week 95,2,9199.2,9987
Week 96,2,17000.8,18457
Week 97,4,51372.0,55775
Week 98,1,17123.2,18591
Week 99,2,20883.2,22673
Week 100,3,14048.8,15252
Week 101,1,8191.2,8893
Week 102,3,30538.4,33156
Week 103,1,10052.8,10914
Week 104,1,5088.0,5524
Week 105,4,49978.4,54261
Week 106,3,35237.6,38258
Week 107,1,23608.8,25633
Week 108,2,24223.2,26299
Week 109,1,11354.4,12327
Week 110,6,78008.8,84694
Week 111,4,60744.0,65950
Week 112,4,69447.2,75400
Week 113,2,33350.4,36209
Week 114,2,31734.4,34455
Week 115,1,9907.2,10756
Week 116,2,22187.2,24088
Week 117,1,28950.4,31432
Week 118,1,11019.2,11963
Week 119,1,16601.6,18025
Week 120,4,61462.4,66731
Week 121,2,21969.6,23852
Week 122,4,45792.0,49717
Week 123,2,38387.2,41678
Week 124,2,48177.6,52307
Week 125,6,64128.0,69622
Week 126,3,31972.0,34711
Week 127,1,11112.8,12065
Week 128,7,84624.8,91876
Week 129,1,4993.6,5421
Week 130,2,28968.0,31450
Week 131,3,53490.4,58076
Week 132,3,41164.0,44693
Week 133,4,54954.4,59664
Week 134,2,41698.4,45273
Week 135,3,22256.0,24163
Week 136,2,18180.0,19738
Week 137,2,24930.4,27067
Week 138,1,10251.2,11130
Week 139,1,11592.0,12585
Week 140,3,30454.4,33064
Week 141,2,14939.2,16219
Week 142,2,25427.2,27606
Week 143,2,32851.2,35666
Week 144,3,44030.4,47803
Week 145,4,54680.8,59367
Week 146,2,39824.8,43239
Week 147,5,68805.6,74702
Week 148,2,9368.0,10170
Week 149,2,32224.0,34986
Week 150,1,9387.2,10192
Week 151,1,10910.4,11845
Week 152,2,32024.8,34769
Week 153,1,15775.2,17127
Week 154,1,20122.4,21847
Week 155,2,20960.8,22757
Week 156,2,31199.2,33873
Week 157,2,37703.2,40935
Week 158,2,31366.4,34055
Week 159,5,105016.0,114018
Week 160,1,6892.0,7482
Week 161,1,5259.2,5710
Week 162,2,10724.8,11644
Week 163,1,6789.6,7371
Week 164,1,19216.8,20864
Week 165,1,5228.0,5676
Week 166,1,24808.8,26935
Week 167,1,4905.6,5326
Week 168,2,19789.6,21485
Week 169,3,46239.2,50202
Week 170,1,5438.4,5904
Week 171,3,31604.0,34313
Week 172,3,20684.0,22456
Week 173,1,11481.6,12466
Week 174,4,80636.8,87549
Week 175,3,43791.2,47545
Week 176,2,27972.0,30370
Week 177,4,67290.4,73058
Week 178,2,43124.0,46821
Week 179,1,16434.4,17843
Week 180,3,76165.6,82694
Week 181,5,110002.4,119432
Week 182,4,80485.6,87384
Week 183,3,68326.4,74183
Week 184,1,20823.2,22608
Week 185,2,49551.2,53799
Week 186,1,6276.0,6814
Week 187,3,43487.2,47214
Week 188,3,39848.8,43264
Week 189,7,95784.8,103995
Week 190,2,26116.8,28355
Week 191,2,29362.4,31878
Week 192,1,12147.2,13188
Week 193,1,13415.2,14565
Week 194,2,23026.4,24999
Week 195,1,9243.2,10035
Week 196,2,37646.4,40873
Week 197,1,12904.0,14010
Week 198,4,56984.8,61868
Week 199,2,21369.6,23200
Week 200,2,23304.8,25302
Week 201,2,15549.6,16882
Week 202,2,43000.8,46687
Week 203,1,17698.4,19215
Week 204,1,6786.4,7368
Week 205,4,52684.0,57200
Week 206,2,25524.8,27712
Week 207,1,19394.4,21057
Week 208,3,25242.4,27405
Week 209,1,21489.6,23332
Week 210,1,26600.8,28881
Week 211,2,13681.6,14854
Week 212,1,8976.0,9745
Week 213,3,60467.2,65650
Week 214,1,26169.6,28413
Week 215,1,22214.4,24119
Week 216,2,30782.4,33421
Week 217,1,9864.0,10709
Week 218,2,13193.6,14324
Week 219,2,14416.8,15651
Week 220,1,10155.2,11025
Week 221,1,9684.0,10514
Week 222,1,4247.2,4611
Week 223,1,3737.6,4058
Week 224,1,23502.4,25517
