Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,3,28670.4,70422
Week 2,7,61804.8,151807
Week 3,7,69873.6,171624
Week 4,11,162474.4,399077
Week 5,8,138040.8,339062
Week 6,6,69764.0,171357
Week 7,11,155632.0,382270
Week 8,5,60597.6,148842
Week 9,13,87491.2,214897
Week 10,12,97123.2,238555
Week 11,3,31020.0,76193
Week 12,1,15694.4,38549
Week 13,5,77247.2,189737
Week 14,7,45908.8,112761
Week 15,10,110448.8,271287
Week 16,4,29754.4,73083
Week 17,8,68752.8,168871
Week 18,10,98670.4,242356
Week 19,9,86712.8,212987
Week 20,7,43246.4,106222
Week 21,6,38159.2,93727
Week 22,11,77282.4,189822
Week 23,7,60693.6,149078
Week 24,9,78342.4,192426
Week 25,15,139764.8,343293
Week 26,5,56138.4,137889
Week 27,5,63524.0,156030
Week 28,11,162898.4,400116
Week 29,9,139485.6,342611
Week 30,7,107268.8,263480
Week 31,15,187472.8,460477
Week 32,3,71333.6,175214
Week 33,10,98300.8,241450
Week 34,7,74786.4,183692
Week 35,7,66595.2,163573
Week 36,14,112813.6,277096
Week 37,7,74022.4,181816
Week 38,13,147756.8,362926
Week 39,15,109609.6,269226
Week 40,12,136900.8,336260
Week 41,9,110102.4,270439
Week 42,7,69871.2,171619
Week 43,12,138728.8,340752
Week 44,17,167288.8,410901
Week 45,17,181244.0,445175
Week 46,3,36767.2,90308
Week 47,13,157301.6,386369
Week 48,9,67104.8,164824
Week 49,4,34677.6,85176
Week 50,10,111153.6,273018
Week 51,6,57935.2,142302
Week 52,10,77508.8,190378
Week 53,15,109530.4,269028
Week 54,6,44959.2,110430
Week 55,7,59276.0,145596
Week 56,5,64920.0,159459
Week 57,20,157314.4,386399
Week 58,13,87452.0,214800
Week 59,10,108867.2,267404
Week 60,14,122003.2,299669
Week 61,5,46908.0,115216
Week 62,7,53626.4,131718
Week 63,12,98269.6,241371
Week 64,11,63714.4,156494
Week 65,7,37187.2,91337
Week 66,5,19524.8,47956
Week 67,1,10944.8,26883
Week 68,11,81018.4,198998
Week 69,4,32804.0,80573
Week 70,7,39570.4,97192
Week 71,12,61320.0,150613
Week 72,1,19957.6,49021
Week 73,14,111757.6,274500
Week 74,6,57618.4,141523
Week 75,5,29240.0,71819
Week 76,21,120422.4,295781
Week 77,12,76748.8,188509
Week 78,14,143884.0,353414
Week 79,9,60294.4,148096
Week 80,19,180203.2,442620
Week 81,8,78859.2,193694
Week 82,13,140768.8,345761
Week 83,3,15066.4,37006
Week 84,8,139254.4,342043
Week 85,7,56976.0,139944
Week 86,13,107959.2,265170
Week 87,6,96707.2,237537
Week 88,10,92423.2,227012
Week 89,6,115231.2,283037
Week 90,12,126964.0,311854
Week 91,2,17603.2,43237
Week 92,7,95654.4,234950
Week 93,21,184410.4,452953
Week 94,13,115106.4,282728
Week 95,6,48578.4,119320
Week 96,17,104220.0,255985
Week 97,26,233238.4,572887
Week 98,17,123675.2,303773
Week 99,4,17048.8,41874
Week 100,35,299980.0,736816
Week 101,15,214492.0,526843
Week 102,24,157778.4,387532
Week 103,8,86230.4,211801
Week 104,3,15360.8,37728
Week 105,10,128944.8,316719
Week 106,3,36812.8,90421
Week 107,12,172437.6,423551
Week 108,8,93475.2,229598
Week 109,12,205557.6,504900
Week 110,8,63560.8,156118
Week 111,6,112376.0,276024
Week 112,11,87377.6,214618
Week 113,8,90586.4,222502
Week 114,2,69766.4,171365
Week 115,1,14674.4,36044
Week 116,6,77011.2,189159
Week 117,8,109264.0,268379
Week 118,3,22196.0,54517
Week 119,9,101504.0,249317
Week 120,4,39276.0,96470
Week 121,5,97048.8,238376
Week 122,4,65700.8,161378
Week 123,3,51605.6,126756
Week 124,2,27376.0,67242
Week 125,6,108546.4,266616
Week 126,4,11658.4,28634
Week 127,6,51016.8,125307
Week 128,1,20868.0,51257
Week 129,1,25749.6,63248
Week 130,5,28834.4,70824
Week 131,5,43522.4,106900
Week 132,2,36130.4,88746
Week 133,6,84243.2,206922
Week 134,1,14777.6,36297
Week 135,7,54231.2,133203
Week 136,6,111749.6,274485
Week 137,11,108002.4,265278
Week 138,4,61010.4,149856
Week 139,27,200862.4,493359
Week 140,5,45565.6,111920
Week 141,4,53493.6,131394
Week 142,4,42537.6,104482
Week 143,9,93182.4,228879
Week 144,4,66476.8,163283
Week 145,5,70233.6,172511
Week 146,3,26192.0,64334
Week 147,3,33885.6,83231
Week 148,12,82416.0,202429
Week 149,6,93520.0,229708
Week 150,19,103705.6,254721
Week 151,11,106013.6,260394
Week 152,6,30629.6,75231
Week 153,18,107828.0,264846
Week 154,5,87414.4,214713
Week 155,10,80341.6,197336
Week 156,6,40240.0,98837
Week 157,8,67020.8,164619
Week 158,12,88110.4,216419
Week 159,13,110118.4,270475
Week 160,23,86268.0,211888
Week 161,9,78533.6,192898
Week 162,12,103695.2,254697
Week 163,2,44104.0,108331
Week 164,4,41934.4,103001
Week 165,5,58660.8,144085
Week 166,9,79389.6,194998
Week 167,8,67235.2,165146
Week 168,3,34189.6,83978
Week 169,13,95937.6,235644
Week 170,8,62112.8,152563
Week 171,4,31391.2,77103
Week 172,8,64552.8,158557
Week 173,12,152149.6,373718
Week 174,2,27906.4,68545
Week 175,19,165621.6,406803
Week 176,4,54739.2,134452
Week 177,18,148272.8,364192
Week 178,1,5901.6,14495
Week 179,9,92958.4,228328
Week 180,12,120824.8,296775
Week 181,9,90716.8,222820
Week 182,11,124564.0,305959
Week 183,7,56608.8,139043
Week 184,9,78736.0,193393
Week 185,12,104222.4,255992
Week 186,2,37890.4,93069
Week 187,8,69622.4,171008
Week 188,23,143638.4,352804
Week 189,13,112552.0,276452
Week 190,8,79371.2,194954
Week 191,12,112552.8,276455
Week 192,16,122460.0,300788
Week 193,19,121765.6,299083
Week 194,14,79544.8,195379
Week 195,32,133782.4,328588
Week 196,12,79788.8,195976
Week 197,8,45160.0,110922
Week 198,11,61653.6,151430
Week 199,16,179163.2,440067
