Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,11559.2,19549
Week 2,6,25704.0,43470
Week 3,2,5965.6,10089
Week 4,3,9934.4,16800
Week 5,3,20540.8,34739
Week 6,3,9921.6,16779
Week 7,1,10474.4,17715
Week 8,6,22209.6,37560
Week 9,1,5336.0,9024
Week 10,5,23296.8,39399
Week 11,4,21733.6,36756
Week 12,2,5401.6,9135
Week 13,8,27273.6,46123
Week 14,2,16138.4,27294
Week 15,4,31913.6,53973
Week 16,1,5472.0,9254
Week 17,2,14783.2,25002
Week 18,4,36460.0,61662
Week 19,2,32696.8,55298
Week 20,1,4552.0,7698
Week 21,3,29544.0,49965
Week 22,1,5351.2,9050
Week 23,3,27876.0,47144
Week 24,2,10755.2,18189
Week 25,2,10020.0,16945
Week 26,2,5006.4,8467
Week 27,2,5135.2,8684
Week 28,1,5276.0,8923
Week 29,3,16750.4,28327
Week 30,6,31813.6,53803
Week 31,1,10833.6,18322
Week 32,5,22644.8,38296
Week 33,3,27283.2,46141
Week 34,2,15560.0,26316
Week 35,2,28983.2,49018
Week 36,2,6589.6,11144
Week 37,4,40340.0,68224
Week 38,2,22626.4,38266
Week 39,4,39446.4,66713
Week 40,3,16802.4,28416
Week 41,4,27569.6,46625
Week 42,1,4886.4,8264
Week 43,3,21703.2,36704
Week 44,3,30769.6,52038
Week 45,3,58881.6,99583
Week 46,1,5205.6,8804
Week 47,2,11007.2,18615
Week 48,1,6316.0,10682
Week 49,2,18176.0,30740
Week 50,3,50062.4,84668
Week 51,1,4525.6,7654
Week 52,3,24090.4,40742
Week 53,3,39557.6,66901
Week 54,3,22403.2,37888
Week 55,2,11353.6,19202
Week 56,2,5879.2,9943
Week 57,1,4842.4,8189
Week 58,10,80218.4,135667
Week 59,1,5542.4,9373
Week 60,8,58011.2,98110
Week 61,2,14314.4,24209
Week 62,1,6848.8,11583
Week 63,5,33262.4,56253
Week 64,2,10889.6,18416
Week 65,2,15708.8,26567
Week 66,4,58967.2,99727
Week 67,1,4496.0,7603
Week 68,2,15593.6,26372
Week 69,2,19269.6,32590
Week 70,3,37364.8,63193
Week 71,2,26272.0,44432
Week 72,1,18680.8,31594
Week 73,1,13622.4,23039
Week 74,3,30769.6,52038
Week 75,3,59753.6,101058
Week 76,7,94390.4,159637
Week 77,4,41482.4,70155
Week 78,1,20943.2,35420
Week 79,1,4424.0,7482
Week 80,2,22905.6,38738
Week 81,2,26288.8,44460
Week 82,1,25129.6,42501
Week 83,2,22022.4,37245
Week 84,2,12620.8,21344
Week 85,2,30276.0,51204
Week 86,4,72046.4,121848
Week 87,6,73869.6,124931
Week 88,8,66634.4,112693
Week 89,2,34826.4,58900
Week 90,3,38229.6,64655
Week 91,11,147804.0,249971
Week 92,1,4716.0,7976
Week 93,2,21653.6,36621
Week 94,6,59528.0,100675
Week 95,3,37048.8,62659
Week 96,2,15991.2,27044
Week 97,2,9872.0,16695
Week 98,4,46594.4,78802
Week 99,2,10007.2,16924
Week 100,2,35882.4,60686
Week 101,3,9733.6,16460
Week 102,1,15336.8,25938
Week 103,4,33179.2,56113
Week 104,1,4646.4,7858
Week 105,1,3971.2,6716
Week 106,1,9212.8,15581
Week 107,2,11529.6,19499
Week 108,2,9802.4,16578
Week 109,5,63400.0,107223
Week 110,1,3744.0,6332
Week 111,3,26819.2,45357
Week 112,2,41464.8,70127
Week 113,7,80326.4,135850
Week 114,2,28854.4,48800
Week 115,1,10507.2,17770
Week 116,3,31268.0,52881
Week 117,1,4226.4,7148
Week 118,2,25096.0,42443
Week 119,2,19419.2,32843
Week 120,3,37576.0,63550
Week 121,4,45827.2,77505
Week 122,2,32566.4,55078
Week 123,1,20775.2,35136
Week 124,5,44284.8,74895
Week 125,1,12932.0,21871
Week 126,7,51326.4,86804
Week 127,1,4851.2,8204
Week 128,2,18340.8,31018
