Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,22730.4,51282
Week 2,1,4546.4,10257
Week 3,1,21903.2,49416
Week 4,1,23149.6,52228
Week 5,1,4872.0,10991
Week 6,1,9892.8,22319
Week 7,2,26697.6,60232
Week 8,1,13668.8,30838
Week 9,1,6201.6,13991
Week 10,1,12016.8,27111
Week 11,1,12270.4,27683
Week 12,1,11701.6,26400
Week 13,3,36700.8,82800
Week 14,1,12847.2,28984
Week 15,1,13716.0,30944
Week 16,1,13123.2,29607
Week 17,1,24850.4,56065
Week 18,1,18632.8,42037
Week 19,1,6254.4,14110
Week 20,1,6385.6,14406
Week 21,1,6495.2,14653
Week 22,1,7191.2,16224
Week 23,1,7104.0,16027
Week 24,1,6853.6,15462
Week 25,2,30713.6,69292
Week 26,2,36964.8,83396
Week 27,2,32632.8,73622
Week 28,1,11720.8,26443
Week 29,1,5405.6,12195
Week 30,2,10990.4,24795
Week 31,3,31692.8,71501
Week 32,1,5649.6,12746
Week 33,1,24725.6,55783
Week 34,2,17280.8,38986
Week 35,1,6668.0,15043
Week 36,1,11392.8,25703
Week 37,2,10481.6,23646
Week 38,1,5194.4,11719
Week 39,1,11169.6,25199
Week 40,1,1680.0,3790
Week 41,1,10268.0,23165
Week 42,1,21440.0,48371
Week 43,3,69096.8,155889
Week 44,3,57445.6,129602
Week 45,1,5141.6,11600
Week 46,1,25172.0,56790
Week 47,1,28366.4,63997
Week 48,3,61475.2,138694
Week 49,2,10851.2,24481
Week 50,1,5482.4,12368
Week 51,3,27251.2,61480
Week 52,1,15919.2,35915
Week 53,2,28332.8,63921
Week 54,1,16195.2,36538
Week 55,2,42206.4,95221
Week 56,3,39503.2,89122
Week 57,1,25213.6,56884
Week 58,1,27979.2,63124
Week 59,2,33623.2,75857
Week 60,2,50171.2,113191
Week 61,2,24763.2,55867
Week 62,2,13463.2,30373
Week 63,4,60885.6,137363
Week 64,3,33285.6,75095
Week 65,4,86535.2,195231
Week 66,7,193032.8,435500
Week 67,4,79496.8,179353
Week 68,4,111659.2,251915
Week 69,2,13623.2,30735
Week 70,7,173095.2,390521
Week 71,3,70820.8,159779
Week 72,1,25016.0,56438
Week 73,3,42502.4,95889
Week 74,1,25826.4,58267
Week 75,4,81876.8,184722
Week 76,5,100890.4,227617
Week 77,2,16546.4,37329
Week 78,4,93424.0,210772
Week 79,1,15410.4,34767
Week 80,1,5136.8,11589
Week 81,1,26779.2,60416
Week 82,1,5299.2,11955
Week 83,1,5168.8,11661
Week 84,1,5316.0,11993
