Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,5908.0,6677
Week 2,2,4430.4,5006
Week 3,5,15743.2,17793
Week 4,1,5083.2,5745
Week 5,1,4624.8,5227
Week 6,1,3888.0,4394
Week 7,2,3621.6,4093
Week 8,1,5077.6,5739
Week 9,2,7612.0,8603
Week 10,1,5020.8,5675
Week 11,2,14051.2,15881
Week 12,2,25943.2,29323
Week 13,4,14840.8,16773
Week 14,3,20265.6,22905
Week 15,7,40229.6,45468
Week 16,1,5828.8,6588
Week 17,2,4903.2,5541
Week 18,1,19928.8,22525
Week 19,2,5107.2,5772
Week 20,3,30929.6,34958
Week 21,4,82665.6,93436
Week 22,2,5084.8,5746
Week 23,1,4976.8,5625
Week 24,7,170537.6,192757
Week 25,1,4896.0,5533
Week 26,1,5720.0,6465
Week 27,1,5951.2,6726
Week 28,1,20621.6,23308
Week 29,3,18185.6,20553
Week 30,1,17202.4,19443
Week 31,2,16528.8,18682
Week 32,4,31742.4,35877
Week 33,2,19722.4,22292
Week 34,5,24652.8,27863
Week 35,3,16838.4,19031
Week 36,4,47472.0,53656
Week 37,10,71560.0,80880
Week 38,2,23088.0,26095
Week 39,9,84552.8,95565
Week 40,4,17507.2,19786
Week 41,4,44447.2,50237
Week 42,4,35548.0,40178
Week 43,2,25600.0,28935
Week 44,5,48921.6,55294
Week 45,5,28839.2,32595
Week 46,6,90384.8,102160
Week 47,2,10331.2,11677
Week 48,3,15018.4,16975
Week 49,2,11131.2,12580
Week 50,5,51920.0,58682
Week 51,2,17023.2,19240
Week 52,7,96728.0,109327
Week 53,2,22062.4,24936
Week 54,6,72328.8,81750
Week 55,1,5959.2,6735
Week 56,7,79585.6,89952
Week 57,1,5959.2,6735
Week 58,1,17608.0,19902
Week 59,5,51182.4,57849
Week 60,1,5960.0,6736
Week 61,6,41534.4,46944
Week 62,15,243095.2,274762
Week 63,6,87834.4,99277
Week 64,9,85177.6,96272
Week 65,3,21484.8,24283
Week 66,1,5775.2,6527
Week 67,3,10964.0,12391
Week 68,4,15072.0,17034
Week 69,4,49283.2,55703
Week 70,1,4313.6,4875
Week 71,1,7284.0,8233
Week 72,3,40329.6,45583
Week 73,1,5775.2,6527
Week 74,2,6080.0,6871
Week 75,1,17325.6,19583
Week 76,7,56159.2,63473
Week 77,2,5541.6,6263
Week 78,9,55203.2,62390
Week 79,5,44905.6,50754
Week 80,2,21325.6,24103
Week 81,2,9985.6,11286
Week 82,2,5000.0,5650
Week 83,2,4589.6,5187
Week 84,6,31351.2,35433
Week 85,10,73442.4,83007
Week 86,5,42253.6,47756
Week 87,7,93626.4,105822
Week 88,5,88292.0,99794
Week 89,2,11553.6,13058
Week 90,1,5916.8,6687
Week 91,2,13370.4,15112
Week 92,2,9477.6,10711
Week 93,1,11834.4,13376
Week 94,1,5091.2,5754
Week 95,2,29586.4,33441
Week 96,3,53091.2,60008
Week 97,5,59418.4,67158
Week 98,4,44896.0,50745
Week 99,3,45056.0,50926
Week 100,4,38957.6,44031
Week 101,1,4137.6,4676
Week 102,2,17779.2,20095
Week 103,6,30016.8,33926
Week 104,4,34225.6,38683
Week 105,4,9444.0,10672
Week 106,3,19214.4,21716
Week 107,4,18552.0,20967
Week 108,3,17818.4,20139
Week 109,2,4848.0,5479
Week 110,2,18304.0,20688
Week 111,4,28181.6,31851
Week 112,3,24032.0,27161
Week 113,6,51207.2,57876
Week 114,3,24896.0,28139
Week 115,2,11324.0,12799
Week 116,2,18310.4,20695
Week 117,2,20438.4,23101
Week 118,1,6883.2,7780
Week 119,2,15151.2,17125
Week 120,2,4496.8,5082
Week 121,5,69476.8,78528
Week 122,2,4512.0,5099
Week 123,3,20136.8,22759
Week 124,2,8597.6,9717
Week 125,4,66229.6,74857
Week 126,1,8128.0,9187
Week 127,2,4822.4,5450
Week 128,4,81723.2,92370
Week 129,1,6635.2,7499
Week 130,1,19906.4,22500
Week 131,1,18432.0,20833
Week 132,1,4739.2,5356
Week 133,1,4156.0,4697
Week 134,1,17606.4,19900
Week 135,1,5776.0,6528
Week 136,1,11884.0,13432
Week 137,1,12277.6,13877
Week 138,1,18652.8,21083
Week 139,1,18308.0,20693
Week 140,1,6953.6,7859
Week 141,1,12215.2,13806
Week 142,1,20956.8,23687
Week 143,1,4888.0,5524
Week 144,1,4200.0,4747
Week 145,2,5699.2,6441
Week 146,1,9609.6,10861
Week 147,3,31214.4,35280
Week 148,3,17764.0,20077
Week 149,4,54852.0,61997
Week 150,1,3012.0,3404
Week 151,1,22534.4,25470
Week 152,4,36725.6,41509
Week 153,1,24668.8,27883
Week 154,1,14266.4,16125
Week 155,2,43120.0,48738
Week 156,2,38808.0,43864
Week 157,1,22008.0,24875
Week 158,1,11040.0,12478
Week 159,1,3524.0,3983
Week 160,2,19892.0,22483
Week 161,2,16455.2,18598
Week 162,1,13468.8,15223
