Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,10540.0,18495
Week 2,1,5180.8,9091
Week 3,1,5042.4,8848
Week 4,2,13149.6,23074
Week 5,1,7495.2,13152
Week 6,3,16884.0,29628
Week 7,1,5974.4,10483
Week 8,7,24526.4,43035
Week 9,2,10102.4,17726
Week 10,1,5372.8,9428
Week 11,1,4911.2,8618
Week 12,8,28856.0,50631
Week 13,1,5067.2,8892
Week 14,2,10516.8,18455
Week 15,1,5810.4,10196
Week 16,3,20275.2,35577
Week 17,2,11127.2,19526
Week 18,1,5159.2,9053
Week 19,12,49733.6,87271
Week 20,1,5737.6,10068
Week 21,9,30967.2,54333
Week 22,8,28983.2,50853
Week 23,12,49720.0,87241
Week 24,3,20083.2,35241
Week 25,1,6662.4,11691
Week 26,2,9521.6,16708
Week 27,2,12464.0,21871
Week 28,1,4760.8,8354
Week 29,3,9805.6,17206
Week 30,1,4185.6,7344
Week 31,3,22152.8,38872
Week 32,1,4364.8,7659
Week 33,1,5760.0,10107
Week 34,2,6958.4,12210
Week 35,1,3584.0,6289
Week 36,5,24868.8,43639
Week 37,1,4315.2,7572
Week 38,2,9383.2,16465
Week 39,1,6978.4,12245
Week 40,7,32896.0,57721
Week 41,7,43326.4,76026
Week 42,5,19572.8,34345
Week 43,1,3826.4,6714
Week 44,2,9812.8,17219
Week 45,1,5359.2,9404
