Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,38629.6,71639
Week 2,3,24420.8,45288
Week 3,5,30202.4,56009
Week 4,1,21556.0,39976
Week 5,1,22093.6,40973
Week 6,4,35220.8,65317
Week 7,3,24896.8,46171
Week 8,8,161564.8,299622
Week 9,2,25234.4,46797
Week 10,4,94910.4,176013
Week 11,1,6453.6,11968
Week 12,2,18648.0,34583
Week 13,2,9957.6,18466
Week 14,2,31097.6,57671
Week 15,2,10836.8,20096
Week 16,3,39384.8,73039
Week 17,6,47461.6,88015
Week 18,2,11606.4,21523
Week 19,4,23625.6,43811
Week 20,4,48504.0,89950
Week 21,5,44394.4,82329
Week 22,2,20518.4,38051
Week 23,3,25288.0,46896
Week 24,3,20613.6,38228
Week 25,5,88028.0,163248
Week 26,3,83730.4,155279
Week 27,6,137474.4,254948
Week 28,7,159454.4,295709
Week 29,8,152132.0,282129
Week 30,11,225436.8,418075
Week 31,17,314736.0,583679
Week 32,4,125269.6,232314
Week 33,3,106992.0,198419
Week 34,4,105335.2,195346
Week 35,3,82244.0,152522
Week 36,3,108543.2,201295
Week 37,1,21685.6,40216
Week 38,3,26223.2,48631
Week 39,2,18394.4,34112
Week 40,1,15736.8,29184
Week 41,2,17175.2,31851
Week 42,1,20730.4,38445
Week 43,2,21130.4,39186
Week 44,1,17377.6,32227
Week 45,1,17576.8,32596
Week 46,2,37916.8,70317
Week 47,3,67278.4,124769
Week 48,1,13884.8,25749
Week 49,2,51844.8,96146
Week 50,2,43655.2,80959
Week 51,3,66428.0,123192
Week 52,2,52458.4,97285
Week 53,2,45550.4,84473
Week 54,6,181373.6,336360
Week 55,4,133299.2,247205
Week 56,5,110992.8,205837
Week 57,2,59129.6,109656
Week 58,5,140693.6,260917
Week 59,3,65689.6,121822
Week 60,1,20803.2,38580
Week 61,2,44212.0,81991
Week 62,5,110864.8,205600
Week 63,1,38485.6,71372
Week 64,3,49476.0,91754
Week 65,7,158780.0,294458
Week 66,2,56943.2,105602
Week 67,1,36310.4,67338
Week 68,7,166662.4,309077
Week 69,5,130938.4,242826
Week 70,2,32971.2,61145
Week 71,3,50990.4,94562
Week 72,2,31499.2,58416
Week 73,1,15207.2,28202
Week 74,1,23176.0,42980
Week 75,1,22139.2,41057
Week 76,1,36924.8,68478
Week 77,1,22084.8,40956
Week 78,2,37280.0,69136
Week 79,1,22562.4,41842
Week 80,5,101247.2,187765
Week 81,2,46052.0,85404
Week 82,4,76668.8,142182
Week 83,6,115701.6,214570
Week 84,6,88606.4,164319
Week 85,6,184132.8,341476
Week 86,6,128876.8,239002
Week 87,4,95284.0,176705
