Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,4809.6,5381
Week 2,1,16122.4,18040
Week 3,1,10817.6,12104
Week 4,2,26056.8,29156
Week 5,2,21475.2,24029
Week 6,1,16875.2,18883
Week 7,1,27892.0,31210
Week 8,2,17715.2,19822
Week 9,2,29032.0,32485
Week 10,3,41304.8,46217
Week 11,5,96646.4,108142
Week 12,3,77246.4,86436
Week 13,7,141497.6,158330
Week 14,3,69492.8,77760
Week 15,4,80050.4,89572
Week 16,2,37891.2,42399
Week 17,3,82226.4,92008
Week 18,3,82522.4,92339
Week 19,2,61443.2,68752
Week 20,5,120654.4,135007
Week 21,2,48612.8,54396
Week 22,1,22319.2,24974
Week 23,2,28337.6,31709
Week 24,3,76483.2,85581
Week 25,2,30997.6,34685
Week 26,2,37444.8,41900
Week 27,1,21863.2,24464
Week 28,1,25502.4,28536
Week 29,1,31410.4,35147
Week 30,1,37323.2,41763
Week 31,2,42548.8,47610
Week 32,1,25167.2,28161
Week 33,3,53826.4,60230
Week 34,2,43712.0,48911
Week 35,2,43892.8,49115
Week 36,1,22349.6,25008
Week 37,1,17948.0,20083
Week 38,1,5701.6,6379
Week 39,1,15220.0,17030
Week 40,1,29552.0,33068
Week 41,2,29397.6,32895
Week 42,4,36864.0,41248
Week 43,2,43087.2,48213
Week 44,2,43137.6,48269
Week 45,2,32014.4,35823
Week 46,1,14812.8,16575
Week 47,1,14915.2,16689
Week 48,2,41484.0,46418
Week 49,2,50651.2,56677
Week 50,2,25713.6,28772
Week 51,1,27780.0,31085
Week 52,2,43604.0,48792
Week 53,1,27884.0,31201
Week 54,3,65052.8,72791
Week 55,1,18856.0,21099
Week 56,2,54254.4,60709
Week 57,2,41806.4,46779
Week 58,1,31436.0,35176
Week 59,4,48905.6,54722
Week 60,1,23268.0,26036
Week 61,1,36622.4,40979
Week 62,2,37428.8,41881
Week 63,2,37736.0,42224
Week 64,1,32035.2,35846
Week 65,1,16816.8,18817
Week 66,1,7878.4,8815
Week 67,1,28696.8,32111
Week 68,1,22783.2,25493
Week 69,3,31551.2,35303
Week 70,1,32132.0,35955
Week 71,1,8847.2,9899
Week 72,3,62519.2,69957
Week 73,3,79739.2,89225
Week 74,4,95550.4,106917
Week 75,2,54231.2,60683
Week 76,4,102727.2,114948
Week 77,3,83745.6,93708
Week 78,5,106056.0,118673
Week 79,3,78888.8,88273
Week 80,2,55683.2,62307
Week 81,2,54246.4,60699
Week 82,3,80779.2,90389
Week 83,3,83872.8,93851
Week 84,1,27137.6,30366
Week 85,4,67192.8,75186
Week 86,1,31071.2,34768
Week 87,1,20281.6,22694
Week 88,1,19464.0,21779
Week 89,1,22928.8,25656
Week 90,1,7196.0,8052
Week 91,1,6460.8,7229
Week 92,1,5720.0,6400
Week 93,1,6328.0,7080
Week 94,1,5993.6,6706
Week 95,2,25050.4,28030
Week 96,1,12698.4,14209
Week 97,1,4955.2,5544
Week 98,2,15388.0,17218
Week 99,1,18037.6,20183
Week 100,1,5877.6,6576
Week 101,1,4936.8,5524
Week 102,2,19515.2,21836
Week 103,1,22038.4,24660
Week 104,1,9537.6,10672
Week 105,1,6803.2,7612
Week 106,3,46743.2,52303
Week 107,2,30478.4,34104
Week 108,1,5140.0,5751
Week 109,1,4643.2,5195
Week 110,1,236.0,264
Week 111,2,20492.8,22930
Week 112,2,26774.4,29959
Week 113,2,34603.2,38719
Week 114,1,214.4,239
Week 115,3,36533.6,40879
Week 116,1,13224.0,14797
Week 117,2,28511.2,31903
Week 118,1,9300.0,10406
Week 119,1,5833.6,6527
Week 120,2,42384.0,47426
Week 121,1,12686.4,14195
Week 122,1,19448.8,21762
Week 123,2,25093.6,28078
Week 124,2,33767.2,37784
Week 125,2,10303.2,11528
Week 126,4,42391.2,47433
Week 127,3,35987.2,40267
Week 128,2,32867.2,36777
Week 129,1,22531.2,25211
Week 130,1,24197.6,27076
Week 131,4,43163.2,48296
Week 132,5,33921.6,37955
Week 133,3,20044.0,22427
Week 134,3,56892.8,63660
Week 135,8,109078.4,122052
Week 136,2,32923.2,36840
Week 137,13,229589.6,256900
Week 138,5,85066.4,95186
Week 139,8,131012.0,146597
Week 140,5,62283.2,69691
Week 141,5,86680.0,96991
Week 142,5,67992.8,76080
Week 143,3,46628.8,52175
Week 144,5,45206.4,50582
Week 145,7,97364.8,108947
Week 146,9,137108.8,153418
Week 147,7,94261.6,105474
Week 148,6,74117.6,82933
Week 149,5,68472.0,76617
Week 150,12,151556.0,169580
Week 151,3,35868.8,40134
Week 152,5,90839.2,101644
Week 153,7,117438.4,131409
Week 154,7,87600.8,98020
Week 155,5,89733.6,100409
Week 156,6,100658.4,112632
Week 157,5,81406.4,91090
Week 158,6,101339.2,113393
Week 159,8,94908.0,106197
Week 160,7,98935.2,110703
Week 161,8,111358.4,124604
Week 162,6,62506.4,69941
Week 163,11,122773.6,137376
Week 164,4,66027.2,73882
Week 165,4,62340.0,69756
Week 166,7,71972.0,80532
Week 167,2,34663.2,38787
Week 168,1,4509.6,5046
Week 169,1,4240.8,4745
Week 170,3,20035.2,22418
Week 171,3,8002.4,8952
Week 172,1,6096.8,6822
Week 173,1,15880.8,17770
Week 174,1,18300.8,20478
Week 175,5,52491.2,58733
Week 176,1,4794.4,5364
