Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,10971.2,19015
Week 2,2,47664.8,82612
Week 3,1,22521.6,39034
Week 4,1,4028.0,6981
Week 5,1,21402.4,37095
Week 6,5,53740.0,93141
Week 7,2,37205.6,64485
Week 8,3,48661.6,84340
Week 9,4,52391.2,90804
Week 10,2,32229.6,55860
Week 11,3,34109.6,59117
Week 12,5,52412.8,90841
Week 13,6,63010.4,109208
Week 14,2,8968.0,15543
Week 15,3,21664.8,37549
Week 16,2,12944.0,22434
Week 17,4,22400.8,38824
Week 18,3,23135.2,40097
Week 19,1,6517.6,11296
Week 20,4,41065.6,71174
Week 21,2,14393.6,24947
Week 22,2,16676.0,28902
Week 23,5,32604.0,56508
Week 24,2,22597.6,39166
Week 25,4,32124.8,55678
Week 26,2,8437.6,14623
Week 27,6,58141.6,100770
Week 28,2,9596.0,16631
Week 29,5,59705.6,103481
Week 30,3,38747.2,67156
Week 31,3,32135.2,55696
Week 32,1,14410.4,24976
Week 33,2,36515.2,63287
Week 34,3,39830.4,69033
Week 35,3,37927.2,65735
Week 36,2,23176.8,40169
Week 37,4,38509.6,66743
Week 38,2,8256.8,14310
Week 39,2,9357.6,16217
Week 40,2,32117.6,55666
Week 41,2,18286.4,31693
Week 42,4,49498.4,85790
Week 43,1,11818.4,20483
Week 44,5,45870.4,79501
Week 45,4,42059.2,72897
Week 46,5,50520.0,87559
Week 47,3,38220.0,66242
Week 48,3,47510.4,82344
Week 49,1,17877.6,30985
Week 50,1,18336.8,31781
Week 51,2,29849.6,51735
Week 52,2,36895.2,63946
Week 53,2,36900.0,63955
Week 54,3,41033.6,71118
Week 55,1,18277.6,31679
Week 56,1,8378.4,14521
Week 57,1,13561.6,23505
Week 58,1,13984.8,24238
Week 59,1,15297.6,26514
Week 60,1,19200.0,33277
Week 61,1,13230.4,22931
Week 62,1,24517.6,42494
Week 63,1,25220.8,43713
Week 64,2,36232.0,62798
Week 65,2,30072.8,52121
Week 66,2,27522.4,47701
Week 67,3,49722.4,86178
Week 68,4,62405.6,108161
Week 69,1,19117.6,33135
Week 70,1,8452.8,14650
Week 71,2,30086.4,52146
Week 72,3,49205.6,85283
Week 73,4,59585.6,103273
Week 74,2,30052.8,52088
Week 75,3,47132.0,81689
Week 76,1,13753.6,23838
Week 77,1,23670.4,41026
Week 78,1,8807.2,15264
Week 79,1,4157.6,7206
Week 80,2,34107.2,59114
Week 81,2,47606.4,82511
Week 82,2,25719.2,44576
Week 83,1,14760.8,25583
Week 84,1,24116.0,41798
Week 85,1,10752.8,18636
Week 86,1,9492.8,16453
Week 87,1,10190.4,17662
Week 88,1,4121.6,7143
Week 89,1,4671.2,8096
Week 90,1,5126.4,8885
Week 91,1,4808.0,8333
Week 92,1,4513.6,7823
Week 93,1,4557.6,7899
Week 94,1,4937.6,8557
Week 95,1,4577.6,7933
Week 96,1,4104.0,7113
Week 97,1,3979.2,6896
Week 98,1,20391.2,35342
Week 99,3,43380.8,75187
Week 100,2,25540.0,44265
Week 101,1,9776.8,16945
