Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,9380.0,23409
Week 2,1,4888.0,12198
Week 3,1,4728.8,11801
Week 4,3,16339.2,40776
Week 5,2,9571.2,23886
Week 6,6,31831.2,79438
Week 7,3,13673.6,34124
Week 8,1,4912.8,12260
Week 9,1,8076.0,20155
Week 10,1,3346.4,8351
Week 11,3,11717.6,29242
Week 12,1,4822.4,12035
Week 13,1,3848.8,9605
Week 14,2,8823.2,22019
Week 15,1,3848.8,9605
Week 16,4,17089.6,42649
Week 17,5,24158.4,60290
Week 18,6,35668.8,89017
Week 19,1,10005.6,24970
Week 20,13,51899.2,129521
Week 21,1,3475.2,8673
Week 22,14,65488.8,163434
Week 23,3,12260.0,30596
Week 24,4,22875.2,57089
Week 25,1,7169.6,17893
Week 26,1,3693.6,9218
Week 27,1,4334.4,10817
Week 28,5,16966.4,42340
Week 29,7,29359.2,73268
Week 30,1,4144.0,10342
Week 31,1,7995.2,19953
Week 32,2,13930.4,34765
Week 33,1,5940.0,14824
Week 34,5,33985.6,84815
Week 35,2,12568.0,31365
Week 36,1,8927.2,22279
Week 37,2,13529.6,33764
Week 38,2,15752.8,39314
Week 39,3,20528.8,51233
Week 40,1,4517.6,11274
Week 41,3,19840.0,49513
Week 42,3,14474.4,36122
Week 43,2,10336.8,25796
Week 44,1,5704.0,14235
Week 45,2,14608.8,36458
Week 46,2,15377.6,38377
Week 47,2,13694.4,34176
Week 48,1,8273.6,20648
Week 49,2,9927.2,24774
Week 50,1,4953.6,12362
Week 51,4,15326.4,38248
Week 52,1,5558.4,13872
Week 53,1,4151.2,10360
Week 54,1,5413.6,13510
Week 55,2,16687.2,41645
Week 56,1,4524.8,11292
Week 57,1,11015.2,27490
Week 58,2,6385.6,15935
Week 59,1,3972.8,9914
Week 60,1,5996.0,14964
Week 61,2,15108.0,37704
Week 62,2,8672.8,21644
Week 63,1,4299.2,10729
