Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,2604.0,1736
Week 2,1,4010.4,2674
Week 3,1,3704.0,2470
Week 4,1,4729.6,3154
Week 5,1,3999.2,2667
Week 6,1,4684.8,3124
Week 7,1,13344.0,8899
Week 8,1,15626.4,10422
Week 9,1,9392.0,6264
Week 10,1,10968.8,7315
Week 11,1,11360.0,7576
Week 12,1,3702.4,2469
Week 13,1,5930.4,3955
Week 14,1,12825.6,8554
Week 15,1,5187.2,3459
Week 16,1,15568.8,10383
Week 17,1,2122.4,1415
Week 18,1,5225.6,3485
Week 19,1,4628.8,3087
Week 20,1,10801.6,7204
Week 21,1,1235.2,823
Week 22,1,10328.0,6888
Week 23,1,7706.4,5139
Week 24,1,10990.4,7330
Week 25,3,41708.0,27816
Week 26,1,6956.8,4639
Week 27,2,25132.0,16761
Week 28,4,39049.6,26042
Week 29,3,28028.0,18692
Week 30,1,15524.0,10353
Week 31,4,40259.2,26850
Week 32,3,61036.8,40707
Week 33,2,30210.4,20148
Week 34,1,3909.6,2607
Week 35,2,12467.2,8314
Week 36,1,4770.4,3181
Week 37,1,1783.2,1189
Week 38,2,27388.8,18266
Week 39,2,20200.8,13472
Week 40,3,25410.4,16945
Week 41,1,9852.8,6571
Week 42,2,26996.0,18004
Week 43,1,15171.2,10118
Week 44,1,9995.2,6666
Week 45,1,6436.0,4292
Week 46,4,50313.6,33555
Week 47,1,34572.0,23057
Week 48,1,8172.8,5450
Week 49,1,10908.8,7275
Week 50,1,7340.8,4895
Week 51,1,44040.8,29373
Week 52,1,16896.0,11268
Week 53,3,35776.8,23860
Week 54,4,40024.0,26693
Week 55,2,20586.4,13729
Week 56,2,70726.4,47170
Week 57,3,72464.0,48328
Week 58,6,99360.0,66266
Week 59,2,9451.2,6302
Week 60,5,112995.2,75360
Week 61,1,17293.6,11533
Week 62,4,88396.0,58954
