Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,6740.0,9750
Week 2,2,5926.4,8573
Week 3,7,49545.6,71676
Week 4,4,23890.4,34562
Week 5,5,30363.2,43925
Week 6,2,11352.0,16422
Week 7,3,14097.6,20394
Week 8,5,34891.2,50476
Week 9,5,22272.8,32220
Week 10,4,35544.8,51422
Week 11,8,116881.6,169093
Week 12,2,8284.8,11985
Week 13,8,54263.2,78500
Week 14,6,41509.6,60050
Week 15,8,60476.8,87491
Week 16,4,41771.2,60430
Week 17,8,74609.6,107936
Week 18,8,103760.8,150111
Week 19,4,48262.4,69822
Week 20,6,83860.0,121320
Week 21,14,133244.0,192761
Week 22,1,8362.4,12098
Week 23,4,40708.8,58893
Week 24,14,117604.0,170136
Week 25,4,41192.0,59591
Week 26,4,29543.2,42740
Week 27,11,84683.2,122510
Week 28,10,86879.2,125686
Week 29,15,123076.8,178052
Week 30,3,22155.2,32051
Week 31,22,166260.8,240525
Week 32,6,61742.4,89322
Week 33,11,81585.6,118029
Week 34,3,21386.4,30939
Week 35,7,69129.6,100011
Week 36,10,109812.8,158865
Week 37,1,14007.2,20264
Week 38,7,97494.4,141045
Week 39,7,66325.6,95953
Week 40,4,66393.6,96053
Week 41,4,41855.2,60551
Week 42,6,58472.8,84591
Week 43,8,68063.2,98466
Week 44,5,51015.2,73802
Week 45,5,34104.0,49338
Week 46,4,44322.4,64121
Week 47,7,78090.4,112973
Week 48,8,91880.8,132924
Week 49,4,26339.2,38104
Week 50,3,36078.4,52194
Week 51,3,46375.2,67092
Week 52,5,63649.6,92081
Week 53,4,40313.6,58321
Week 54,3,54056.0,78203
Week 55,3,43552.0,63006
Week 56,5,53208.8,76977
Week 57,3,25946.4,37536
Week 58,1,6560.8,9491
Week 59,2,20030.4,28978
Week 60,5,40634.4,58785
Week 61,5,45121.6,65276
Week 62,8,90696.0,131210
Week 63,2,8267.2,11960
Week 64,3,19461.6,28155
Week 65,7,72935.2,105514
Week 66,5,45067.2,65197
Week 67,6,64452.8,93243
Week 68,4,43717.6,63245
Week 69,7,70982.4,102689
Week 70,3,20960.0,30322
Week 71,8,61423.2,88860
Week 72,6,55234.4,79907
Week 73,6,56091.2,81146
Week 74,7,87842.4,127082
Week 75,3,30918.4,44730
Week 76,6,79683.2,115279
Week 77,4,34835.2,50396
Week 78,7,91355.2,132163
Week 79,5,32156.8,46519
Week 80,5,69216.8,100136
Week 81,6,54511.2,78860
Week 82,3,20141.6,29138
Week 83,4,33184.0,48007
Week 84,4,28012.8,40526
Week 85,4,23665.6,34236
Week 86,4,36015.2,52102
Week 87,2,15282.4,22108
Week 88,3,28219.2,40825
Week 89,4,37572.0,54355
Week 90,6,54720.8,79164
Week 91,1,10494.4,15182
Week 92,4,39746.4,57500
Week 93,2,19660.0,28442
Week 94,6,56632.8,81928
Week 95,4,27765.6,40167
Week 96,5,31186.4,45116
Week 97,3,24526.4,35481
Week 98,4,27283.2,39470
Week 99,6,48623.2,70342
Week 100,8,67294.4,97353
Week 101,5,42458.4,61423
Week 102,3,24143.2,34927
Week 103,6,43878.4,63477
Week 104,4,30044.8,43465
Week 105,3,29166.4,42194
Week 106,1,7391.2,10693
Week 107,3,27049.6,39132
Week 108,1,4946.4,7156
Week 109,2,7716.8,11163
Week 110,1,6505.6,9411
Week 111,4,27667.2,40025
Week 112,4,38657.6,55925
Week 113,5,40399.2,58444
Week 114,4,35977.6,52048
Week 115,6,31791.2,45992
Week 116,2,13564.8,19623
Week 117,4,23258.4,33647
Week 118,9,53728.8,77727
Week 119,3,22121.6,32003
Week 120,7,34876.0,50453
Week 121,3,17236.0,24935
Week 122,7,46174.4,66800
Week 123,7,62522.4,90449
Week 124,4,16331.2,23625
Week 125,5,20407.2,29521
Week 126,3,27529.6,39826
Week 127,3,25429.6,36788
Week 128,1,6561.6,9492
Week 129,3,11348.8,16416
Week 130,5,23817.6,34455
Week 131,9,47995.2,69433
Week 132,9,53683.2,77661
Week 133,3,21507.2,31114
Week 134,5,40384.8,58424
Week 135,4,28118.4,40678
Week 136,6,38341.6,55467
Week 137,11,66326.4,95953
Week 138,4,19622.4,28387
Week 139,11,73637.6,106529
Week 140,5,35389.6,51198
Week 141,5,37616.0,54418
Week 142,7,49876.8,72155
Week 143,6,37424.0,54140
Week 144,8,95364.0,137964
Week 145,9,92065.6,133191
Week 146,9,99046.4,143289
Week 147,10,93547.2,135333
Week 148,10,115105.6,166523
Week 149,13,113363.2,164002
Week 150,9,95522.4,138191
Week 151,3,16404.8,23732
Week 152,3,44256.8,64027
Week 153,4,29248.8,42314
Week 154,5,39796.8,57573
Week 155,3,22243.2,32179
Week 156,1,8447.2,12220
Week 157,3,20506.4,29666
Week 158,6,49017.6,70913
Week 159,2,12328.0,17834
Week 160,4,41993.6,60752
Week 161,4,41705.6,60336
Week 162,1,7058.4,10211
Week 163,4,32842.4,47513
Week 164,6,71194.4,102996
