Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,14110.4,18245
Week 2,6,36824.8,47616
Week 3,1,7812.8,10102
Week 4,4,36343.2,46994
Week 5,4,29242.4,37813
Week 6,9,70504.0,91166
Week 7,1,14399.2,18619
Week 8,8,62225.6,80463
Week 9,4,16643.2,21520
Week 10,1,17476.8,22599
Week 11,1,4249.6,5495
Week 12,5,34072.8,44058
Week 13,1,4502.4,5822
Week 14,4,24972.0,32290
Week 15,4,40910.4,52900
Week 16,2,11588.0,14984
Week 17,2,13152.8,17008
Week 18,3,8983.2,11615
Week 19,6,26676.0,34492
Week 20,3,30133.6,38965
Week 21,2,15099.2,19524
Week 22,1,2532.0,3274
Week 23,7,32573.6,42119
Week 24,7,44041.6,56948
Week 25,3,15596.0,20167
Week 26,2,7425.6,9601
Week 27,3,29332.0,37928
Week 28,5,19988.0,25845
Week 29,5,37466.4,48447
Week 30,3,33640.0,43499
Week 31,2,8835.2,11424
Week 32,2,25564.0,33056
Week 33,1,2768.8,3580
Week 34,4,29895.2,38656
Week 35,2,22796.0,29477
Week 36,1,5014.4,6484
Week 37,1,3911.2,5057
Week 38,3,17193.6,22232
Week 39,3,13640.8,17638
Week 40,5,41772.0,54014
Week 41,6,29217.6,37778
Week 42,2,8645.6,11179
Week 43,1,9216.0,11917
Week 44,21,196945.6,254664
Week 45,2,27384.0,35410
Week 46,4,41472.0,53626
Week 47,2,12013.6,15535
Week 48,2,9766.4,12628
Week 49,1,2771.2,3583
Week 50,1,1650.4,2134
Week 51,2,20436.8,26426
Week 52,2,11992.8,15507
Week 53,2,3975.2,5139
Week 54,5,37143.2,48028
Week 55,1,3414.4,4415
Week 56,4,17111.2,22125
Week 57,4,20864.0,26978
Week 58,1,4220.8,5458
Week 59,1,15275.2,19752
Week 60,3,11730.4,15167
Week 61,11,54213.6,70099
Week 62,1,6193.6,8009
Week 63,9,93982.4,121526
Week 64,3,17278.4,22342
Week 65,5,54527.2,70507
Week 66,5,44804.0,57934
Week 67,2,30022.4,38822
Week 68,8,85487.2,110542
Week 69,5,33523.2,43347
Week 70,6,36799.2,47584
Week 71,2,19626.4,25379
Week 72,2,8744.8,11307
Week 73,3,30251.2,39117
Week 74,5,66334.4,85775
Week 75,1,5476.0,7081
Week 76,5,34774.4,44964
Week 77,13,100546.4,130011
Week 78,1,13727.2,17750
Week 79,10,110521.6,142915
Week 80,6,46108.8,59621
Week 81,1,7292.0,9429
Week 82,1,7741.6,10010
Week 83,22,225352.8,291395
Week 84,1,9640.0,12465
Week 85,1,3830.4,4953
Week 86,15,196446.4,254023
Week 87,12,113835.2,147198
Week 88,7,49744.0,64322
Week 89,2,13887.2,17956
Week 90,11,101186.4,130839
Week 91,3,17872.8,23110
Week 92,4,30304.8,39185
Week 93,2,11571.2,14962
Week 94,4,33279.2,43032
Week 95,5,35328.0,45680
Week 96,3,23529.6,30424
Week 97,3,20376.0,26347
Week 98,1,4400.8,5690
Week 99,2,8843.2,11434
Week 100,2,7598.4,9825
Week 101,4,26780.0,34627
Week 102,1,4222.4,5460
Week 103,1,21241.6,27468
Week 104,2,8359.2,10808
Week 105,1,7639.2,9878
Week 106,1,11904.8,15394
Week 107,6,50950.4,65880
Week 108,2,40370.4,52203
Week 109,2,11201.6,14484
Week 110,2,7229.6,9347
Week 111,1,4552.8,5887
Week 112,2,9794.4,12664
Week 113,1,34662.4,44822
Week 114,2,34328.0,44389
Week 115,4,44518.4,57566
Week 116,3,28762.4,37191
Week 117,2,8577.6,11091
Week 118,4,40309.6,52123
Week 119,2,14744.8,19066
Week 120,7,87664.8,113359
Week 121,4,43024.8,55635
Week 122,5,45128.8,58355
Week 123,5,42400.0,54826
Week 124,2,18507.2,23932
Week 125,10,73686.4,95279
Week 126,3,17224.8,22273
Week 127,10,101897.6,131761
Week 128,2,10641.6,13760
Week 129,8,52653.6,68083
Week 130,3,15161.6,19604
Week 131,2,27704.0,35823
Week 132,1,4200.8,5432
Week 133,1,4168.8,5390
Week 134,3,22311.2,28850
Week 135,4,28403.2,36727
Week 136,4,20871.2,26986
Week 137,2,11114.4,14372
Week 138,3,19937.6,25781
Week 139,2,17158.4,22187
Week 140,8,51938.4,67159
Week 141,3,24977.6,32297
Week 142,1,8316.8,10754
Week 143,4,23793.6,30767
Week 144,1,4096.0,5296
Week 145,2,7844.0,10142
Week 146,2,8254.4,10673
Week 147,2,20568.0,26596
Week 148,1,11995.2,15511
Week 149,1,2472.8,3197
Week 150,2,20507.2,26518
Week 151,2,10181.6,13165
Week 152,2,12950.4,16746
Week 153,1,8264.8,10687
Week 154,3,20015.2,25880
Week 155,2,6166.4,7973
Week 156,3,14586.4,18861
Week 157,3,17788.8,23002
Week 158,1,3799.2,4912
Week 159,1,4959.2,6412
Week 160,1,20481.6,26485
Week 161,2,14049.6,18167
Week 162,1,4132.8,5344
Week 163,2,9434.4,12199
Week 164,2,13917.6,17996
Week 165,1,7632.8,9870
Week 166,2,52022.4,67270
Week 167,5,98550.4,127436
Week 168,1,4455.2,5761
Week 169,3,24950.4,32262
Week 170,1,3466.4,4482
Week 171,3,28733.6,37154
Week 172,1,5100.0,6594
Week 173,4,38895.2,50294
Week 174,2,15180.0,19628
Week 175,4,35283.2,45623
Week 176,1,2264.0,2927
Week 177,1,8899.2,11507
Week 178,1,11380.0,14715
Week 179,1,11145.6,14412
Week 180,1,1790.4,2315
Week 181,1,15267.2,19742
Week 182,2,14302.4,18494
Week 183,1,4580.8,5923
Week 184,2,21142.4,27339
Week 185,1,10333.6,13362
Week 186,1,3848.8,4976
Week 187,1,2211.2,2859
Week 188,1,2800.0,3620
Week 189,1,3888.0,5027
Week 190,1,7496.0,9693
Week 191,2,18678.4,24152
Week 192,1,4276.0,5529
Week 193,3,12587.2,16275
Week 194,1,2212.0,2860
Week 195,2,10359.2,13395
Week 196,1,2212.8,2861
Week 197,1,4938.4,6385
Week 198,3,13108.8,16950
Week 199,1,17193.6,22233
Week 200,2,14374.4,18587
Week 201,2,18950.4,24504
Week 202,1,3131.2,4049
Week 203,1,4507.2,5828
Week 204,1,3084.8,3989
Week 205,1,4436.8,5737
Week 206,1,7547.2,9759
Week 207,1,4640.0,6000
Week 208,2,11392.0,14731
Week 209,3,18347.2,23724
Week 210,1,1524.8,1971
Week 211,2,21150.4,27350
Week 212,1,4166.4,5387
Week 213,1,4166.4,5387
Week 214,1,8332.8,10775
Week 215,1,11737.6,15178
Week 216,1,16665.6,21550
Week 217,1,20724.8,26799
Week 218,1,5731.2,7411
Week 219,1,5731.2,7411
Week 220,1,3041.6,3933
Week 221,1,3455.2,4468
Week 222,1,5038.4,6515
Week 223,1,4808.0,6217
Week 224,1,1208.8,1563
Week 225,2,5228.0,6760
Week 226,1,6220.8,8044
Week 227,1,10665.6,13791
Week 228,1,2083.2,2693
