Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,11596.8,22554
Week 2,1,5116.8,9951
Week 3,6,25328.0,49259
Week 4,6,31443.2,61153
Week 5,6,35855.2,69733
Week 6,1,4781.6,9300
Week 7,7,40154.4,78096
Week 8,20,107042.4,208185
Week 9,3,15384.0,29920
Week 10,4,20967.2,40778
Week 11,3,15749.6,30631
Week 12,4,18541.6,36060
Week 13,2,11596.8,22554
Week 14,6,23638.4,45973
Week 15,9,43968.0,85512
Week 16,1,5488.0,10673
Week 17,5,27259.2,53016
Week 18,9,49271.2,95825
Week 19,1,4225.6,8218
Week 20,5,29703.2,57768
Week 21,1,6191.2,12041
Week 22,11,49363.2,96003
Week 23,2,8927.2,17362
Week 24,5,21129.6,41094
Week 25,3,21356.8,41537
Week 26,7,39580.8,76981
Week 27,19,78450.4,152575
Week 28,10,60532.8,117728
Week 29,15,86500.0,168232
Week 30,2,10351.2,20131
Week 31,1,5615.2,10921
Week 32,4,30832.0,59965
Week 33,2,9996.0,19441
Week 34,2,9744.0,18950
Week 35,4,19901.6,38706
Week 36,9,46716.0,90857
Week 37,2,11373.6,22121
Week 38,6,34301.6,66712
Week 39,17,97132.8,188910
Week 40,4,25116.0,48847
Week 41,8,44676.0,86889
Week 42,2,12809.6,24913
Week 43,5,29855.2,58066
Week 44,7,42855.2,83348
Week 45,7,43140.0,83901
Week 46,1,4915.2,9559
Week 47,6,30951.2,60195
Week 48,11,59824.8,116351
Week 49,5,27639.2,53754
Week 50,2,10144.0,19729
Week 51,3,16493.6,32078
Week 52,16,91716.8,178376
Week 53,5,27996.8,54450
Week 54,25,145437.6,282854
Week 55,10,55573.6,108082
Week 56,4,23764.8,46220
Week 57,10,63644.0,123779
Week 58,6,36172.0,70349
Week 59,6,38822.4,75504
Week 60,4,24119.2,46908
Week 61,7,42296.0,82259
Week 62,10,67904.8,132068
Week 63,5,27388.0,53265
Week 64,3,18844.8,36650
Week 65,11,62455.2,121469
Week 66,6,33307.2,64780
Week 67,12,66664.8,129653
Week 68,7,38563.2,74999
Week 69,13,67985.6,132223
Week 70,11,64698.4,125830
Week 71,12,62623.2,121793
Week 72,11,60109.6,116905
Week 73,4,19547.2,38017
Week 74,22,97788.0,190180
Week 75,29,161268.8,313644
Week 76,13,106536.0,207202
Week 77,11,96145.6,186994
Week 78,11,87332.0,169850
Week 79,13,97621.6,189865
Week 80,35,159952.8,311083
Week 81,3,45220.8,87950
Week 82,14,58348.0,113478
Week 83,25,133003.2,258676
Week 84,14,65103.2,126616
Week 85,8,43915.2,85410
Week 86,12,73312.8,142586
Week 87,13,80833.6,157212
Week 88,14,76410.4,148608
Week 89,15,81806.4,159103
Week 90,13,74885.6,145644
Week 91,15,89844.0,174735
Week 92,11,65978.4,128318
Week 93,12,71054.4,138190
Week 94,5,29463.2,57303
Week 95,16,95505.6,185745
Week 96,8,47082.4,91568
Week 97,8,46916.0,91245
Week 98,4,22981.6,44696
Week 99,5,31738.4,61727
Week 100,20,127840.0,248631
Week 101,3,17600.8,34230
Week 102,6,35862.4,69748
Week 103,6,37460.8,72856
Week 104,11,70383.2,136887
Week 105,8,49794.4,96846
Week 106,27,169930.4,330498
Week 107,4,25115.2,48846
Week 108,5,29638.4,57643
Week 109,8,48283.2,93905
Week 110,9,55109.6,107182
Week 111,8,47264.0,91924
Week 112,18,98528.8,191625
Week 113,15,92912.8,180704
Week 114,14,85587.2,166457
Week 115,2,12630.4,24565
Week 116,16,91908.8,178753
Week 117,11,63698.4,123887
Week 118,5,30908.8,60114
Week 119,7,41804.8,81305
Week 120,11,69579.2,135322
Week 121,20,103726.4,201733
Week 122,5,30444.0,59210
Week 123,5,29658.4,57682
Week 124,10,62664.8,121873
Week 125,11,54923.2,106818
Week 126,9,54993.6,106955
Week 127,8,34959.2,67990
Week 128,16,97353.6,189336
Week 129,13,68912.8,134025
Week 130,11,67710.4,131688
Week 131,2,10643.2,20700
Week 132,16,97394.4,189421
