Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,3,54942.4,72632
Week 2,7,80912.8,106964
Week 3,5,90932.0,120209
Week 4,6,94919.2,125480
Week 5,12,182152.8,240801
Week 6,4,55196.8,72968
Week 7,10,85959.2,113635
Week 8,8,94800.0,125321
Week 9,3,23258.4,30747
Week 10,3,17753.6,23469
Week 11,3,69754.4,92214
Week 12,8,118790.4,157036
Week 13,7,80758.4,106760
Week 14,5,47788.0,63174
Week 15,10,181528.8,239976
Week 16,5,64316.8,85024
Week 17,3,58220.0,76965
Week 18,6,109395.2,144618
Week 19,2,41344.8,54657
Week 20,4,50947.2,67349
Week 21,3,34017.6,44970
Week 22,3,61337.6,81087
Week 23,3,62655.2,82828
Week 24,2,32770.4,43321
Week 25,15,220252.0,291163
Week 26,4,40738.4,53855
Week 27,7,145538.4,192398
Week 28,2,30699.2,40584
Week 29,7,128715.2,170158
Week 30,3,55177.6,72943
Week 31,3,55608.0,73512
Week 32,9,126160.8,166779
Week 33,3,48506.4,64124
Week 34,2,46488.0,61456
Week 35,13,181002.4,239279
Week 36,2,50538.4,66811
Week 37,5,54171.2,71612
Week 38,3,56989.6,75339
Week 39,9,132690.4,175411
Week 40,4,74328.0,98259
Week 41,3,58842.4,77788
Week 42,1,17416.8,23024
Week 43,1,9343.2,12351
Week 44,4,41198.4,54462
Week 45,2,33483.2,44263
Week 46,1,21023.2,27792
Week 47,7,89130.4,117827
Week 48,2,6055.2,8004
Week 49,1,5279.2,6979
Week 50,3,24236.0,32039
Week 51,1,25520.8,33738
Week 52,1,24788.0,32769
Week 53,2,26727.2,35333
Week 54,1,11863.2,15683
Week 55,2,17440.0,23055
Week 56,9,76513.6,101145
Week 57,3,99890.4,132054
Week 58,5,159686.4,211103
Week 59,8,166324.8,219877
Week 60,1,16938.4,22392
Week 61,2,58599.2,77467
Week 62,3,121645.6,160814
Week 63,2,63170.4,83510
Week 64,7,116612.8,154159
Week 65,2,43588.8,57623
Week 66,15,224464.0,296735
Week 67,1,21288.8,28143
Week 68,4,109709.6,145034
Week 69,5,178905.6,236510
Week 70,2,29908.0,39537
Week 71,3,18290.4,24178
Week 72,10,142175.2,187952
Week 73,2,60626.4,80147
Week 74,5,78749.6,104105
Week 75,2,33212.0,43905
Week 76,3,18931.2,25026
Week 77,1,16730.4,22117
Week 78,7,80074.4,105855
Week 79,4,93847.2,124064
Week 80,7,169162.4,223629
Week 81,4,72575.2,95942
Week 82,8,166638.4,220292
Week 83,2,39784.0,52593
Week 84,5,117140.8,154857
Week 85,4,64928.0,85832
Week 86,7,100752.8,133191
Week 87,3,37912.0,50118
Week 88,4,40795.2,53929
Week 89,2,23464.0,31019
Week 90,4,54551.2,72115
Week 91,1,10228.0,13521
Week 92,3,82032.0,108446
Week 93,2,26436.8,34949
Week 94,3,18277.6,24161
Week 95,1,7953.6,10514
Week 96,2,9637.6,12739
Week 97,6,60551.2,80045
Week 98,10,141367.2,186882
Week 99,2,33816.0,44703
Week 100,6,245427.2,324451
Week 101,6,184296.0,243636
Week 102,15,415620.8,549443
Week 103,2,58054.4,76747
Week 104,2,36043.2,47648
Week 105,6,166890.4,220625
Week 106,6,34632.8,45781
Week 107,3,107221.6,141745
Week 108,12,232607.2,307501
Week 109,7,39666.4,52435
Week 110,5,51319.2,67840
Week 111,1,9785.6,12936
Week 112,4,50374.4,66593
Week 113,6,40987.2,54183
Week 114,5,52023.2,68771
Week 115,5,27008.0,35702
Week 116,5,40144.8,53069
Week 117,3,12614.4,16675
Week 118,5,30640.0,40503
Week 119,1,19237.6,25432
Week 120,5,49658.4,65646
Week 121,1,23048.8,30470
Week 122,2,30925.6,40882
Week 123,2,40528.0,53577
Week 124,2,42425.6,56086
Week 125,3,32446.4,42893
Week 126,2,30904.8,40855
Week 127,3,45456.8,60092
Week 128,1,7990.4,10563
Week 129,4,83556.0,110459
Week 130,9,188974.4,249818
Week 131,3,88820.0,117419
Week 132,5,111368.8,147227
Week 133,7,148471.2,196276
Week 134,6,148952.8,196912
Week 135,8,140041.6,185130
Week 136,5,94837.6,125372
Week 137,1,6507.2,8602
Week 138,5,72338.4,95628
Week 139,5,61631.2,81475
Week 140,7,98345.6,130010
Week 141,3,13092.8,17307
Week 142,1,21668.8,28646
Week 143,6,73402.4,97034
Week 144,2,55677.6,73605
Week 145,9,124352.0,164389
Week 146,2,32317.6,42722
Week 147,5,66629.6,88081
Week 148,8,118800.8,157051
Week 149,7,178096.8,235440
Week 150,6,113326.4,149814
Week 151,6,156278.4,206596
Week 152,8,162797.6,215214
Week 153,2,62141.6,82150
Week 154,6,122028.8,161319
Week 155,4,52710.4,69681
Week 156,2,60578.4,80084
Week 157,4,20598.4,27229
Week 158,2,22559.2,29822
Week 159,3,21144.0,27950
Week 160,9,82999.2,109719
Week 161,5,79116.0,104589
Week 162,3,11655.2,15407
Week 163,2,24384.0,32235
Week 164,7,38816.0,51311
Week 165,6,53628.0,70893
Week 166,4,27583.2,36463
Week 167,12,148213.6,195932
Week 168,11,106824.0,141216
Week 169,5,70054.4,92609
Week 170,8,100601.6,132991
Week 171,8,116900.0,154538
Week 172,7,66852.8,88376
Week 173,5,59557.6,78733
Week 174,2,40506.4,53548
Week 175,1,25422.4,33608
Week 176,8,76647.2,101325
Week 177,3,21434.4,28335
Week 178,6,27632.8,36527
Week 179,1,12177.6,16098
Week 180,2,16332.0,21590
Week 181,3,15515.2,20509
Week 182,5,99164.8,131093
Week 183,8,75203.2,99415
Week 184,6,75566.4,99896
Week 185,4,43043.2,56901
Week 186,5,78707.2,104049
Week 187,6,72952.0,96439
Week 188,3,30776.8,40686
Week 189,5,46829.6,61907
Week 190,3,33073.6,43721
Week 191,3,53428.8,70631
Week 192,5,67932.0,89803
Week 193,1,23291.2,30790
Week 194,1,15224.8,20127
Week 195,4,61901.6,81832
Week 196,3,87847.2,116132
Week 197,5,85067.2,112456
Week 198,6,132592.8,175284
Week 199,6,65837.6,87035
Week 200,5,73344.8,96960
Week 201,3,57820.0,76436
Week 202,7,94089.6,124383
Week 203,3,73336.8,96950
Week 204,4,37507.2,49582
Week 205,4,28961.6,38285
Week 206,1,11048.8,14606
Week 207,3,16006.4,21159
Week 208,2,63850.4,84410
Week 209,3,15892.8,21008
Week 210,4,42797.6,56576
Week 211,4,32891.2,43481
Week 212,1,27820.8,36779
Week 213,5,106358.4,140604
Week 214,9,155128.0,205075
Week 215,3,28319.2,37436
Week 216,5,89476.0,118284
Week 217,5,59547.2,78719
Week 218,4,27509.6,36366
Week 219,4,42568.0,56273
Week 220,7,104692.0,138399
Week 221,7,91212.8,120579
Week 222,2,33147.2,43820
Week 223,7,151819.2,200701
Week 224,6,82176.0,108633
Week 225,5,56044.0,74087
Week 226,3,23618.4,31222
Week 227,3,46539.2,61523
Week 228,3,22196.0,29341
Week 229,7,140022.4,185106
Week 230,2,37403.2,49446
Week 231,8,107196.8,141709
Week 232,5,83752.8,110719
Week 233,6,123516.8,163288
Week 234,7,123948.0,163857
Week 235,4,69550.4,91944
Week 236,3,51930.4,68651
Week 237,7,101301.6,133917
Week 238,4,51404.8,67956
Week 239,3,51992.0,68732
Week 240,4,52628.8,69573
Week 241,4,57478.4,75985
Week 242,7,82508.0,109071
Week 243,5,76287.2,100850
Week 244,7,92630.4,122454
Week 245,4,62110.4,82108
Week 246,11,203129.6,268532
Week 247,8,129712.8,171477
Week 248,4,102179.2,135078
Week 249,5,135148.0,178664
Week 250,5,81024.8,107111
Week 251,4,48959.2,64721
Week 252,4,62501.6,82625
Week 253,5,55539.2,73420
Week 254,5,51490.4,68068
Week 255,9,88876.0,117488
Week 256,5,79994.4,105750
Week 257,4,31000.0,40980
Week 258,4,45220.8,59780
Week 259,5,65273.6,86289
Week 260,5,61612.0,81449
Week 261,6,41500.0,54861
Week 262,4,48043.2,63511
Week 263,8,55699.2,73631
Week 264,9,71005.6,93865
Week 265,5,26946.4,35620
Week 266,2,6392.0,8449
Week 267,4,17605.6,23273
Week 268,7,46635.2,61648
Week 269,5,43979.2,58139
Week 270,6,79076.8,104537
Week 271,9,140848.8,186198
Week 272,7,121285.6,160336
Week 273,8,134972.0,178429
Week 274,7,119050.4,157381
Week 275,6,61550.4,81367
Week 276,7,102028.0,134878
Week 277,8,65888.0,87099
Week 278,5,97628.8,129063
Week 279,6,118158.4,156202
Week 280,4,71675.2,94752
Week 281,8,138008.8,182443
Week 282,14,232044.8,306755
Week 283,14,208200.0,275235
Week 284,10,171772.0,227078
Week 285,12,143688.0,189949
Week 286,13,215809.6,285295
Week 287,13,230430.4,304622
Week 288,10,182584.8,241374
Week 289,13,138268.0,182784
Week 290,12,137516.0,181790
Week 291,10,121413.6,160506
Week 292,10,85253.6,112699
Week 293,11,160728.0,212475
Week 294,14,180132.0,238129
Week 295,11,117513.6,155347
Week 296,14,224073.6,296217
Week 297,4,30671.2,40545
Week 298,24,386385.6,510792
Week 299,16,299614.4,396081
Week 300,10,170177.6,224971
Week 301,10,156216.8,206513
Week 302,14,215912.8,285430
Week 303,4,83984.0,111025
Week 304,8,123990.4,163911
Week 305,4,75980.0,100443
Week 306,4,50528.0,66796
Week 307,4,84334.4,111489
Week 308,2,59797.6,79051
Week 309,2,79656.8,105305
Week 310,2,52407.2,69281
Week 311,1,18896.0,24980
Week 312,1,16398.4,21678
Week 313,3,32213.6,42584
Week 314,1,16194.4,21408
Week 315,3,53811.2,71137
Week 316,3,17510.4,23146
Week 317,2,10367.2,13705
Week 318,1,7434.4,9828
Week 319,1,13496.8,17842
Week 320,2,22668.8,29967
Week 321,2,51709.6,68359
Week 322,3,49460.8,65385
Week 323,5,94271.2,124625
Week 324,4,75332.8,99588
Week 325,2,62314.4,82378
Week 326,2,66697.6,88173
Week 327,3,52853.6,69871
Week 328,6,218730.4,289159
Week 329,7,181988.8,240585
Week 330,7,248888.8,329028
Week 331,5,181219.2,239569
Week 332,3,81190.4,107332
Week 333,4,77579.2,102559
Week 334,2,59646.4,78852
Week 335,3,59161.6,78211
Week 336,1,16026.4,21186
Week 337,3,46859.2,61946
Week 338,5,87899.2,116200
Week 339,3,33150.4,43823
Week 340,1,5152.0,6810
Week 341,1,6348.0,8392
Week 342,2,5011.2,6623
Week 343,4,42097.6,55651
Week 344,9,82324.8,108830
Week 345,5,64026.4,84641
Week 346,4,27500.8,36354
Week 347,4,15588.8,20606
Week 348,5,20732.8,27406
Week 349,5,21637.6,28602
Week 350,4,11011.2,14555
Week 351,2,15525.6,20524
Week 352,7,32668.8,43184
Week 353,5,51266.4,67771
Week 354,5,15904.0,21024
Week 355,4,37655.2,49777
Week 356,5,22492.0,29732
Week 357,3,13242.4,17505
Week 358,4,12342.4,16315
Week 359,2,17951.2,23730
Week 360,3,28173.6,37244
Week 361,3,36931.2,48822
Week 362,8,71963.2,95131
Week 363,5,138395.2,182955
Week 364,8,145264.8,192035
Week 365,8,122525.6,161974
Week 366,7,139595.2,184541
Week 367,9,148715.2,196598
Week 368,9,170828.8,225834
Week 369,9,128148.0,169409
Week 370,8,163665.6,216362
Week 371,8,152819.2,202023
Week 372,8,185132.0,244740
Week 373,8,171800.0,227115
Week 374,10,230956.0,305317
Week 375,10,179500.0,237293
Week 376,10,160804.0,212577
Week 377,12,189730.4,250817
Week 378,9,186326.4,246318
Week 379,12,251914.4,333023
Week 380,11,169487.2,224057
Week 381,8,166951.2,220705
Week 382,9,200908.0,265594
Week 383,7,157839.2,208660
Week 384,8,165893.6,219307
Week 385,3,50741.6,67079
