Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,26452.0,34215
Week 2,6,90660.0,117264
Week 3,1,6638.4,8586
Week 4,6,69292.0,89625
Week 5,6,83086.4,107469
Week 6,9,83516.8,108024
Week 7,2,11650.4,15068
Week 8,8,78132.8,101061
Week 9,5,54348.8,70296
Week 10,2,12698.4,16425
Week 11,6,40714.4,52662
Week 12,5,64092.0,82900
Week 13,7,59498.4,76956
Week 14,12,78296.8,101271
Week 15,1,9954.4,12875
Week 16,8,48730.4,63028
Week 17,8,41192.0,53277
Week 18,4,21860.8,28274
Week 19,2,11492.8,14865
Week 20,6,26120.8,33785
Week 21,10,63235.2,81790
Week 22,2,6438.4,8327
Week 23,6,33963.2,43927
Week 24,4,23451.2,30332
Week 25,6,38724.8,50087
Week 26,6,40561.6,52463
Week 27,4,21731.2,28108
Week 28,10,56062.4,72511
Week 29,8,65934.4,85281
Week 30,12,91073.6,117795
Week 31,3,17905.6,23160
Week 32,4,45466.4,58809
Week 33,9,79425.6,102732
Week 34,8,62806.4,81237
Week 35,4,37459.2,48451
Week 36,10,65268.8,84419
Week 37,5,40624.8,52546
Week 38,2,23357.6,30212
Week 39,6,34356.0,44435
Week 40,8,34156.8,44179
Week 41,1,6361.6,8228
Week 42,6,16931.2,21897
Week 43,6,28807.2,37260
Week 44,6,28657.6,37065
Week 45,2,11899.2,15391
Week 46,4,17770.4,22985
Week 47,4,11862.4,15341
Week 48,3,11359.2,14691
Week 49,1,6040.0,7812
Week 50,6,34980.0,45243
Week 51,10,34228.8,44269
Week 52,4,20728.0,26810
Week 53,2,12345.6,15968
Week 54,2,13924.8,18011
Week 55,5,16812.0,21743
Week 56,1,12432.8,16081
Week 57,2,24845.6,32136
Week 58,2,6318.4,8172
Week 59,5,28493.6,36854
Week 60,2,19657.6,25426
Week 61,4,25228.8,32631
Week 62,3,41100.0,53161
Week 63,3,40116.8,51889
Week 64,2,6200.0,8019
Week 65,7,26704.8,34539
Week 66,4,13393.6,17323
Week 67,5,11688.8,15117
Week 68,5,18852.8,24382
Week 69,4,12630.4,16335
Week 70,8,40872.0,52863
Week 71,8,50339.2,65110
Week 72,4,32556.8,42109
Week 73,9,58115.2,75167
Week 74,8,64648.8,83619
Week 75,8,49483.2,64002
Week 76,6,42260.0,54660
Week 77,7,58383.2,75514
Week 78,12,92363.2,119466
Week 79,4,38427.2,49703
Week 80,14,126720.0,163905
Week 81,3,36801.6,47602
Week 82,14,118058.4,152700
Week 83,7,80857.6,104585
Week 84,11,96452.0,124755
Week 85,2,11319.2,14640
Week 86,2,6361.6,8228
Week 87,6,67226.4,86955
Week 88,16,144639.2,187082
Week 89,10,88208.0,114091
Week 90,2,23834.4,30829
Week 91,5,48494.4,62725
Week 92,17,194095.2,251051
Week 93,7,56236.0,72738
Week 94,10,133529.6,172715
Week 95,11,66576.8,86111
Week 96,6,83018.4,107380
Week 97,14,158900.8,205530
Week 98,9,65502.4,84723
Week 99,6,80632.8,104295
Week 100,5,87873.6,113662
Week 101,4,30833.6,39882
Week 102,3,48807.2,63131
Week 103,18,195588.0,252983
Week 104,6,55587.2,71898
Week 105,8,80948.8,104703
Week 106,8,77868.0,100717
Week 107,1,11764.8,15217
Week 108,9,101263.2,130978
Week 109,5,31660.8,40951
Week 110,3,64760.0,83765
Week 111,2,23098.4,29877
Week 112,9,108924.8,140889
Week 113,7,50840.0,65757
Week 114,3,45384.0,58703
Week 115,6,33022.4,42712
Week 116,4,22984.0,29728
Week 117,5,31720.8,41028
Week 118,6,50643.2,65503
Week 119,16,175388.8,226855
Week 120,1,7100.8,9184
Week 121,3,27427.2,35476
