Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,7832.8,17293
Week 2,1,4192.8,9257
Week 3,2,7155.2,15797
Week 4,2,8159.2,18013
Week 5,2,6974.4,15398
Week 6,2,6975.2,15400
Week 7,2,6667.2,14719
Week 8,1,3862.4,8527
Week 9,1,4362.4,9631
Week 10,1,4404.8,9725
Week 11,1,5951.2,13139
Week 12,1,5724.8,12639
Week 13,2,10874.4,24008
Week 14,1,5058.4,11168
Week 15,2,9672.0,21353
Week 16,2,9757.6,21542
Week 17,1,6056.0,13371
Week 18,2,8460.0,18677
Week 19,2,6064.8,13390
Week 20,2,8559.2,18897
Week 21,2,8784.0,19393
Week 22,2,9686.4,21385
Week 23,1,4090.4,9031
Week 24,1,5734.4,12660
Week 25,1,5213.6,11511
Week 26,1,5220.8,11526
Week 27,1,4904.8,10829
Week 28,1,4035.2,8909
Week 29,2,8144.0,17980
Week 30,1,4184.8,9239
Week 31,2,10019.2,22120
Week 32,1,5277.6,11652
Week 33,2,9334.4,20608
Week 34,1,5314.4,11733
Week 35,1,4280.8,9451
Week 36,2,10481.6,23141
Week 37,2,10279.2,22695
Week 38,3,16629.6,36715
Week 39,1,8328.0,18387
Week 40,2,13972.0,30848
Week 41,1,4735.2,10454
Week 42,1,7251.2,16009
Week 43,2,12443.2,27473
Week 44,2,12817.6,28299
Week 45,3,11181.6,24687
Week 46,2,8260.8,18238
Week 47,12,71212.8,157224
Week 48,1,5005.6,11051
Week 49,2,7170.4,15830
Week 50,3,10288.8,22715
Week 51,2,8621.6,19034
Week 52,3,15036.0,33197
Week 53,3,16377.6,36158
Week 54,6,29633.6,65424
Week 55,1,5156.8,11385
Week 56,6,23888.0,52741
Week 57,2,7666.4,16926
Week 58,6,24761.6,54668
Week 59,6,30818.4,68041
Week 60,8,40197.6,88748
Week 61,6,32283.2,71275
Week 62,5,19488.0,43025
Week 63,7,27471.2,60649
Week 64,11,52426.4,115747
Week 65,6,32099.2,70869
Week 66,5,18485.6,40811
Week 67,5,24852.0,54868
Week 68,5,23161.6,51136
Week 69,3,12399.2,27375
Week 70,6,24720.0,54576
Week 71,4,18925.6,41785
Week 72,4,16740.0,36959
Week 73,6,26803.2,59176
Week 74,8,38706.4,85456
Week 75,10,43669.6,96414
Week 76,2,10051.2,22191
Week 77,3,17728.0,39140
Week 78,2,12997.6,28697
Week 79,2,10903.2,24072
Week 80,1,5164.0,11401
Week 81,1,7094.4,15663
Week 82,6,24973.6,55137
Week 83,6,27955.2,61721
Week 84,7,30814.4,68032
Week 85,8,41892.8,92491
Week 86,8,25581.6,56477
Week 87,3,11329.6,25013
Week 88,1,3371.2,7443
Week 89,5,11791.2,26030
Week 90,18,31030.4,68503
Week 91,5,18679.2,41239
Week 92,6,13585.6,29993
Week 93,3,16442.4,36301
Week 94,4,18042.4,39834
Week 95,3,17672.8,39018
Week 96,4,25788.8,56937
Week 97,3,15992.0,35307
Week 98,3,12784.0,28225
Week 99,2,14856.0,32799
Week 100,2,13683.2,30210
Week 101,2,10295.2,22730
Week 102,6,34603.2,76399
Week 103,10,51382.4,113441
Week 104,6,26918.4,59430
Week 105,5,22272.0,49171
Week 106,2,8512.0,18793
Week 107,7,37133.6,81983
Week 108,3,12156.0,26838
Week 109,1,4004.0,8840
Week 110,5,32875.2,72582
Week 111,3,13180.8,29101
Week 112,8,60097.6,132684
Week 113,5,27426.4,60552
Week 114,1,4317.6,9532
Week 115,7,37304.8,82362
Week 116,3,13184.8,29110
Week 117,2,8472.8,18706
Week 118,3,12856.0,28384
Week 119,3,11369.6,25101
Week 120,5,25234.4,55712
Week 121,3,15643.2,34537
Week 122,3,13604.0,30034
Week 123,3,13926.4,30746
Week 124,5,19606.4,43286
Week 125,2,9719.2,21458
Week 126,4,17807.2,39313
Week 127,3,13293.6,29350
Week 128,3,13442.4,29678
Week 129,4,18580.8,41023
Week 130,4,18019.2,39782
Week 131,3,14936.8,32978
Week 132,1,4308.8,9513
Week 133,3,13564.0,29947
Week 134,4,17056.8,37658
Week 135,2,8697.6,19202
Week 136,2,11349.6,25058
Week 137,1,6000.8,13249
Week 138,3,14375.2,31737
Week 139,3,13332.0,29434
Week 140,3,16591.2,36630
Week 141,6,26560.8,58640
Week 142,4,21928.8,48415
Week 143,5,22688.0,50089
Week 144,7,32562.4,71890
Week 145,7,30684.8,67746
Week 146,6,25582.4,56480
Week 147,6,28206.4,62274
Week 148,4,18127.2,40021
Week 149,5,22293.6,49218
Week 150,4,19185.6,42358
Week 151,6,25704.8,56750
Week 152,8,39901.6,88094
Week 153,1,4800.0,10597
Week 154,5,23704.8,52336
Week 155,2,10866.4,23991
Week 156,2,7802.4,17226
Week 157,1,4000.0,8831
Week 158,2,7979.2,17616
Week 159,1,3891.2,8591
Week 160,5,17153.6,37870
Week 161,3,12026.4,26551
Week 162,2,7927.2,17501
