Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,42745.6,89530
Week 2,1,16171.2,33870
Week 3,1,17885.6,37461
Week 4,2,18301.6,38332
Week 5,1,19030.4,39859
Week 6,1,12611.2,26414
Week 7,1,12177.6,25506
Week 8,1,6530.4,13677
Week 9,2,11336.8,23744
Week 10,2,25327.2,53047
Week 11,2,19184.0,40180
Week 12,1,7592.0,15901
Week 13,1,11696.0,24497
Week 14,1,9929.6,20797
Week 15,1,11337.6,23746
Week 16,8,96108.0,201296
Week 17,3,39206.4,82117
Week 18,2,22012.8,46105
Week 19,2,34232.0,71698
Week 20,1,16358.4,34262
Week 21,3,60460.8,126634
Week 22,1,4410.4,9237
Week 23,4,59776.0,125200
Week 24,2,10775.2,22567
Week 25,1,4904.8,10273
Week 26,1,10588.0,22176
Week 27,2,15777.6,33045
Week 28,2,20604.0,43154
Week 29,1,5324.8,11152
Week 30,4,20868.0,43706
Week 31,2,15772.8,33035
Week 32,2,21260.0,44528
Week 33,1,10651.2,22308
Week 34,2,11332.0,23733
Week 35,1,5604.8,11739
Week 36,1,5194.4,10879
Week 37,1,4838.4,10134
Week 38,5,43352.8,90799
Week 39,3,30483.2,63845
Week 40,1,13209.6,27667
Week 41,3,21016.0,44017
Week 42,1,4982.4,10435
Week 43,2,10178.4,21318
Week 44,5,78158.4,163701
Week 45,1,4936.0,10338
Week 46,2,10273.6,21518
Week 47,1,4936.0,10338
Week 48,1,5065.6,10609
Week 49,1,25703.2,53835
Week 50,2,32303.2,67658
Week 51,1,15410.4,32277
Week 52,2,31172.8,65291
Week 53,1,5136.8,10759
Week 54,3,43008.0,90079
Week 55,1,16342.4,34229
Week 56,5,26212.0,54899
Week 57,1,5285.6,11070
Week 58,1,5168.0,10824
Week 59,1,5168.0,10824
Week 60,1,3799.2,7957
Week 61,1,5509.6,11539
Week 62,1,5546.4,11616
Week 63,2,10202.4,21368
Week 64,1,4899.2,10261
Week 65,1,3987.2,8351
Week 66,2,17818.4,37320
Week 67,1,21014.4,44014
Week 68,1,14127.2,29589
Week 69,2,11867.2,24855
Week 70,1,6007.2,12582
Week 71,1,5085.6,10651
Week 72,1,5928.8,12417
Week 73,1,5385.6,11280
Week 74,2,10048.8,21046
Week 75,1,5384.0,11276
Week 76,2,37952.0,79490
Week 77,1,9096.0,19051
