Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,3,52097.6,77354
Week 2,2,17769.6,26384
Week 3,1,17364.8,25783
Week 4,4,66952.8,99411
Week 5,6,66453.6,98670
Week 6,2,40903.2,60733
Week 7,8,49725.6,73829
Week 8,1,5763.2,8557
Week 9,5,30333.6,45038
Week 10,4,58021.6,86151
Week 11,2,13781.6,20463
Week 12,2,17368.0,25787
Week 13,8,53052.8,78771
Week 14,5,69461.6,103136
Week 15,6,42660.0,63339
Week 16,1,17635.2,26185
Week 17,4,22902.4,34004
Week 18,5,40676.8,60396
Week 19,6,23293.6,34585
Week 20,2,27304.0,40541
Week 21,3,31819.2,47245
Week 22,3,12267.2,18212
Week 23,2,32897.6,48846
Week 24,7,45324.8,67297
Week 25,2,6557.6,9736
Week 26,5,35751.2,53081
Week 27,3,18987.2,28191
Week 28,2,5644.0,8379
Week 29,2,12184.0,18090
Week 30,4,24074.4,35744
Week 31,3,11210.4,16644
Week 32,3,11950.4,17743
Week 33,2,6696.8,9943
Week 34,8,38288.8,56848
Week 35,2,11657.6,17308
Week 36,4,16650.4,24721
Week 37,6,27741.6,41189
Week 38,6,28359.2,42107
Week 39,4,27055.2,40169
Week 40,8,45529.6,67599
Week 41,2,5679.2,8432
Week 42,9,34447.2,51144
Week 43,4,23413.6,34764
Week 44,3,16228.8,24095
Week 45,2,5484.8,8143
Week 46,2,5436.0,8070
Week 47,10,39413.6,58516
Week 48,8,36156.0,53681
Week 49,2,4580.0,6799
Week 50,4,11042.4,16394
Week 51,3,27556.8,40916
Week 52,1,10128.8,15039
Week 53,3,17880.0,26546
Week 54,2,15315.2,22739
Week 55,1,12700.8,18858
Week 56,1,5983.2,8884
Week 57,1,5221.6,7753
Week 58,2,17764.0,26376
Week 59,2,9116.8,13536
Week 60,1,9475.2,14069
Week 61,3,9838.4,14607
Week 62,1,4868.0,7228
Week 63,1,5478.4,8134
Week 64,2,9932.8,14747
Week 65,1,7473.6,11096
Week 66,2,16348.0,24273
Week 67,4,27083.2,40212
Week 68,1,4612.8,6849
Week 69,5,22148.0,32883
Week 70,2,5687.2,8443
Week 71,7,29424.8,43687
Week 72,4,23072.0,34256
Week 73,2,6116.0,9080
Week 74,5,36994.4,54928
Week 75,1,5819.2,8640
Week 76,8,33469.6,49694
Week 77,2,5907.2,8770
Week 78,5,41532.8,61667
Week 79,4,20600.0,30586
Week 80,6,30665.6,45528
Week 81,2,11089.6,16465
Week 82,2,5188.0,7702
Week 83,2,9717.6,14428
Week 84,16,88308.0,131113
Week 85,4,30558.4,45372
Week 86,2,5115.2,7594
Week 87,4,22301.6,33111
Week 88,4,13595.2,20184
Week 89,9,58305.6,86568
Week 90,5,44252.8,65705
Week 91,3,29870.4,44351
Week 92,3,21164.0,31423
Week 93,5,37181.6,55206
Week 94,8,53808.8,79893
Week 95,6,27240.0,40443
Week 96,7,40048.8,59461
Week 97,4,30941.6,45941
Week 98,2,23556.8,34977
Week 99,6,49002.4,72757
Week 100,8,87192.0,129462
Week 101,4,27591.2,40966
Week 102,6,75970.4,112800
Week 103,4,30565.6,45382
Week 104,1,10599.2,15737
Week 105,1,4667.2,6929
Week 106,6,34133.6,50679
Week 107,8,61931.2,91953
Week 108,4,34865.6,51768
Week 109,2,9496.8,14100
Week 110,2,10188.8,15127
Week 111,5,23504.0,34896
Week 112,1,9856.0,14634
Week 113,6,59583.2,88467
Week 114,4,30671.2,45540
Week 115,4,42719.2,63428
Week 116,8,61344.8,91083
Week 117,4,38495.2,57156
Week 118,9,92851.2,137863
Week 119,3,25267.2,37516
Week 120,5,22668.8,33657
Week 121,2,14152.8,21013
Week 122,3,30664.0,45530
Week 123,4,30160.8,44782
Week 124,12,106402.4,157983
Week 125,6,58604.0,87013
Week 126,2,18916.0,28086
Week 127,4,40468.8,60087
Week 128,3,25960.0,38544
Week 129,8,53086.4,78819
Week 130,6,49496.0,73490
Week 131,4,17104.0,25394
Week 132,3,38207.2,56730
Week 133,5,65386.4,97084
Week 134,3,38310.4,56883
Week 135,6,33092.8,49134
Week 136,3,18705.6,27773
Week 137,7,56732.0,84233
Week 138,2,29261.6,43448
Week 139,1,13606.4,20203
Week 140,3,16079.2,23873
Week 141,4,24051.2,35711
Week 142,4,44843.2,66582
Week 143,11,91347.2,135628
Week 144,6,46806.4,69497
Week 145,1,21033.6,31231
Week 146,2,23268.0,34548
Week 147,3,33253.6,49375
Week 148,5,55497.6,82402
Week 149,3,42096.0,62504
Week 150,1,7478.4,11104
Week 151,2,10240.0,15204
