Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,2,10623.2,13219
Week 2,2,11540.8,14361
Week 3,2,16059.2,19983
Week 4,2,15327.2,19073
Week 5,2,5066.4,6304
Week 6,2,4992.0,6211
Week 7,2,5031.2,6260
Week 8,2,5284.0,6575
Week 9,4,10175.2,12660
Week 10,2,4571.2,5688
Week 11,2,4915.2,6116
Week 12,1,4313.6,5367
Week 13,1,5775.2,7186
Week 14,2,4648.8,5784
Week 15,6,76427.2,95105
Week 16,3,26793.6,33342
Week 17,7,112183.2,139602
Week 18,2,5740.0,7142
Week 19,3,45130.4,56161
Week 20,2,5904.0,7346
Week 21,2,11854.4,14751
Week 22,3,23713.6,29509
Week 23,2,11478.4,14283
Week 24,3,38852.0,48347
Week 25,2,16987.2,21138
Week 26,4,34377.6,42778
Week 27,1,5652.0,7033
Week 28,1,9944.8,12375
Week 29,1,5461.6,6796
Week 30,2,5280.0,6570
Week 31,1,4880.0,6072
Week 32,2,11904.0,14812
Week 33,2,5215.2,6489
Week 34,2,10558.4,13138
Week 35,2,5452.0,6784
Week 36,2,4135.2,5145
Week 37,1,29337.6,36508
Week 38,2,16218.4,20182
Week 39,1,13204.8,16432
Week 40,2,24998.4,31108
Week 41,4,53788.8,66934
Week 42,2,7823.2,9735
Week 43,2,12936.0,16096
Week 44,2,39614.4,49296
Week 45,4,86329.6,107428
Week 46,4,85885.6,106875
Week 47,2,30337.6,37752
Week 48,1,11002.4,13691
Week 49,1,12266.4,15264
Week 50,1,13627.2,16958
Week 51,1,15408.8,19175
Week 52,1,9159.2,11397
Week 53,1,9179.2,11422
Week 54,1,4086.4,5085
Week 55,1,18784.0,23375
Week 56,1,22401.6,27877
Week 57,3,68036.8,84666
Week 58,1,19094.4,23761
Week 59,1,4422.4,5503
Week 60,1,12933.6,16094
Week 61,1,19692.0,24505
Week 62,1,5134.4,6389
Week 63,1,17850.4,22213
Week 64,1,10532.8,13107
Week 65,2,30640.8,38129
Week 66,1,13518.4,16822
Week 67,1,25381.6,31585
Week 68,1,21259.2,26455
Week 69,2,29938.4,37255
Week 70,1,19942.4,24816
Week 71,2,28511.2,35480
Week 72,1,14745.6,18349
Week 73,1,8014.4,9973
Week 74,1,4823.2,6002
Week 75,1,4397.6,5472
Week 76,1,4936.8,6143
Week 77,1,9060.8,11275
Week 78,2,30987.2,38561
Week 79,1,9927.2,12353
Week 80,1,4806.4,5981
Week 81,2,15038.4,18713
Week 82,1,26557.6,33049
Week 83,2,8883.2,11054
Week 84,1,5664.8,7049
