Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,5217.6,12953
Week 2,20,115729.6,287295
Week 3,6,38854.4,96455
Week 4,51,293279.2,728058
Week 5,18,97939.2,243130
Week 6,28,150800.0,374357
Week 7,30,163355.2,405527
Week 8,31,181257.6,449966
Week 9,18,99483.2,246963
Week 10,12,56431.2,140087
Week 11,16,89594.4,222415
Week 12,32,220618.4,547682
Week 13,34,208639.2,517945
Week 14,17,112971.2,280451
Week 15,17,110784.8,275020
Week 16,19,113418.4,281558
Week 17,19,115233.6,286064
Week 18,6,40275.2,99982
Week 19,16,91228.8,226473
Week 20,11,67225.6,166887
Week 21,12,65057.6,161504
Week 22,19,125172.8,310739
Week 23,20,112485.6,279242
Week 24,28,155556.0,386164
Week 25,10,63410.4,157415
Week 26,26,153368.0,380730
Week 27,30,170036.0,422111
Week 28,29,167216.8,415111
Week 29,32,173588.0,430926
Week 30,28,154995.2,384773
Week 31,22,127953.6,317642
Week 32,59,327116.0,812053
Week 33,14,89212.0,221468
Week 34,38,217209.6,539218
Week 35,15,82536.8,204894
Week 36,36,207563.2,515267
Week 37,33,176318.4,437705
Week 38,52,288526.4,716260
Week 39,42,244719.2,607511
Week 40,32,171620.8,426047
Week 41,14,76886.4,190867
Week 42,61,320536.8,795726
Week 43,8,50193.6,124605
Week 44,38,216041.6,536315
Week 45,14,82599.2,205051
Week 46,25,130444.8,323824
Week 47,21,139491.2,346282
Week 48,15,73783.2,183164
Week 49,22,128647.2,319364
Week 50,25,138816.8,344608
Week 51,27,156110.4,387539
Week 52,15,74599.2,185190
Week 53,11,55422.4,137584
Week 54,6,44495.2,110459
Week 55,25,138420.0,343625
Week 56,27,167938.4,416905
Week 57,14,74474.4,184879
Week 58,30,182896.8,454037
Week 59,15,89033.6,221025
Week 60,24,174083.2,432157
Week 61,21,128843.2,319851
Week 62,38,235084.0,583592
Week 63,20,126128.8,313110
Week 64,30,199275.2,494696
Week 65,19,128620.8,319300
Week 66,25,132886.4,329887
Week 67,17,97792.0,242765
Week 68,8,45985.6,114157
Week 69,23,145223.2,360514
Week 70,15,104912.0,260442
Week 71,38,230620.0,572510
Week 72,33,192600.8,478129
Week 73,30,177140.0,439745
Week 74,8,48900.0,121393
Week 75,22,144203.2,357983
Week 76,2,12026.4,29855
Week 77,32,187277.6,464914
Week 78,20,147360.8,365821
Week 79,13,80592.0,200068
Week 80,34,198392.0,492500
Week 81,1,11374.4,28237
Week 82,33,208252.0,516981
Week 83,14,81670.4,202744
Week 84,31,195980.8,486518
Week 85,4,20392.8,50624
