Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,3264.0,8531
Week 2,1,4448.0,11626
Week 3,1,11712.8,30615
Week 4,4,16472.0,43053
Week 5,1,4211.2,11007
Week 6,5,18223.2,47631
Week 7,6,28674.4,74948
Week 8,1,6724.0,17575
Week 9,1,4437.6,11599
Week 10,1,4461.6,11661
Week 11,1,4457.6,11651
Week 12,1,8767.2,22915
Week 13,1,4499.2,11760
Week 14,1,4492.0,11741
Week 15,1,4485.6,11724
Week 16,2,8752.0,22875
Week 17,1,13284.8,34724
Week 18,1,4447.2,11624
Week 19,1,4434.4,11590
Week 20,1,7621.6,19921
Week 21,1,21483.2,56153
Week 22,1,17784.0,46484
Week 23,2,22278.4,58231
Week 24,2,17808.8,46548
Week 25,1,6720.0,17564
Week 26,11,64195.2,167790
Week 27,3,19472.0,50895
Week 28,11,74097.6,193673
Week 29,11,71769.6,187588
Week 30,6,37041.6,96817
Week 31,7,49884.0,130386
Week 32,6,39852.8,104165
Week 33,12,85917.6,224567
Week 34,8,56001.6,146375
Week 35,10,65236.8,170512
Week 36,12,79988.0,209070
Week 37,4,24399.2,63774
Week 38,11,52615.2,137522
Week 39,20,108686.4,284077
Week 40,11,61072.0,159628
Week 41,10,53485.6,139800
Week 42,14,90452.0,236418
Week 43,13,73914.4,193194
Week 44,1,4665.6,12195
Week 45,2,9692.0,25333
