Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,2136.8,2231
Week 2,2,11163.2,11660
Week 3,1,4912.0,5130
Week 4,1,29621.6,30940
Week 5,1,5781.6,6039
Week 6,2,6795.2,7097
Week 7,1,3665.6,3828
Week 8,3,14868.0,15529
Week 9,7,32938.4,34401
Week 10,3,29228.8,30528
Week 11,1,3640.0,3802
Week 12,5,26576.0,27757
Week 13,10,53548.0,55927
Week 14,2,10664.8,11139
Week 15,1,13495.2,14096
Week 16,2,10768.0,11246
Week 17,2,16904.0,17656
Week 18,1,7281.6,7605
Week 19,7,109116.0,113972
Week 20,3,26484.8,27662
Week 21,2,7880.0,8229
Week 22,3,17164.8,17927
Week 23,2,12184.8,12726
Week 24,1,11953.6,12485
Week 25,4,45214.4,47225
Week 26,1,4343.2,4536
Week 27,3,18777.6,19612
Week 28,1,23442.4,24486
Week 29,3,18837.6,19675
Week 30,2,10892.0,11376
Week 31,2,8501.6,8879
Week 32,2,10524.8,10992
Week 33,6,50088.8,52315
Week 34,3,26736.0,27926
Week 35,1,4575.2,4778
Week 36,5,33019.2,34486
Week 37,1,5587.2,5835
Week 38,4,19996.8,20885
Week 39,5,40616.0,42423
Week 40,14,60022.4,62688
Week 41,5,21789.6,22757
Week 42,2,9841.6,10279
Week 43,8,27068.0,28268
Week 44,1,4056.0,4236
Week 45,5,19740.8,20617
Week 46,2,4870.4,5087
Week 47,2,4840.0,5054
Week 48,10,29542.4,30852
Week 49,4,10123.2,10572
Week 50,17,52915.2,55264
Week 51,2,4779.2,4991
Week 52,7,22673.6,23680
Week 53,4,37058.4,38707
Week 54,3,25840.8,26990
Week 55,5,14595.2,15242
Week 56,5,12980.0,13556
Week 57,7,24375.2,25457
Week 58,3,12463.2,13016
Week 59,4,14813.6,15471
Week 60,1,8128.8,8490
Week 61,1,6755.2,7055
Week 62,3,11068.8,11560
Week 63,1,6172.8,6447
Week 64,1,6477.6,6766
Week 65,7,21565.6,22522
Week 66,1,7064.0,7378
Week 67,2,4245.6,4434
Week 68,2,7051.2,7364
Week 69,2,9104.0,9509
Week 70,5,16639.2,17377
Week 71,7,32704.8,34158
Week 72,7,31324.8,32716
Week 73,13,48310.4,50456
Week 74,8,25854.4,27000
Week 75,10,59584.8,62234
Week 76,3,10367.2,10827
Week 77,14,52633.6,54970
Week 78,14,36050.4,37649
Week 79,12,46991.2,49077
Week 80,17,78297.6,81773
Week 81,14,64539.2,67408
Week 82,10,37336.0,38995
Week 83,6,37763.2,39441
Week 84,9,35615.2,37196
Week 85,7,36335.2,37949
Week 86,10,95620.8,99874
Week 87,11,31301.6,32691
Week 88,4,25750.4,26895
Week 89,6,19490.4,20356
Week 90,5,33385.6,34870
Week 91,6,59415.2,62057
Week 92,12,60752.8,63452
Week 93,13,103404.8,108001
Week 94,9,37784.0,39462
Week 95,12,67092.8,70073
Week 96,12,62524.0,65302
Week 97,9,71781.6,74974
Week 98,7,68963.2,72031
Week 99,9,56488.0,58999
Week 100,9,45224.0,47233
Week 101,10,39109.6,40847
Week 102,8,28686.4,29959
Week 103,11,49186.4,51372
Week 104,5,31830.4,33245
Week 105,12,52913.6,55264
Week 106,9,34163.2,35680
Week 107,4,12911.2,13484
Week 108,2,27696.8,28929
Week 109,2,4715.2,4924
Week 110,11,44418.4,46390
Week 111,9,107006.4,111766
Week 112,7,39806.4,41575
Week 113,5,45029.6,47031
Week 114,5,34248.8,35772
Week 115,13,48669.6,50830
Week 116,7,37630.4,39302
Week 117,2,24407.2,25493
Week 118,6,35325.6,36895
Week 119,8,23682.4,24733
Week 120,15,57259.2,59801
Week 121,9,35891.2,37484
Week 122,8,31924.0,33342
Week 123,7,20524.8,21436
Week 124,3,32772.8,34231
Week 125,14,61917.6,64667
Week 126,8,25331.2,26455
Week 127,1,11647.2,12165
