Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,6726.4,11903
Week 2,2,13850.4,24508
Week 3,3,5932.8,10497
Week 4,1,13881.6,24564
Week 5,1,9100.0,16103
Week 6,1,18823.2,33309
Week 7,5,15665.6,27720
Week 8,3,11080.8,19607
Week 9,1,7088.8,12544
Week 10,3,10824.0,19153
Week 11,1,15879.2,28099
Week 12,2,5540.0,9802
Week 13,3,15705.6,27791
Week 14,4,21682.4,38366
Week 15,4,17287.2,30589
Week 16,3,14381.6,25449
Week 17,3,10837.6,19176
Week 18,1,4144.0,7333
Week 19,3,5642.4,9983
Week 20,3,4533.6,8021
Week 21,2,13274.4,23489
Week 22,3,4780.0,8457
Week 23,5,16310.4,28861
Week 24,3,5420.8,9592
Week 25,1,6367.2,11267
Week 26,2,5721.6,10124
Week 27,2,6228.8,11021
Week 28,1,2871.2,5080
Week 29,2,24027.2,42517
Week 30,1,10348.8,18313
Week 31,3,5682.4,10055
Week 32,1,9768.0,17285
Week 33,2,20802.4,36811
Week 34,5,32080.0,56766
Week 35,2,12032.8,21292
Week 36,3,16358.4,28946
Week 37,2,17812.8,31520
Week 38,4,51448.8,91041
Week 39,2,14187.2,25105
Week 40,13,38624.0,68343
Week 41,3,25292.0,44756
Week 42,4,35772.0,63299
Week 43,1,1836.8,3250
Week 44,3,24272.0,42951
Week 45,1,10332.8,18284
Week 46,6,36264.0,64170
Week 47,1,10996.8,19459
Week 48,2,18633.6,32973
Week 49,3,9143.2,16179
Week 50,7,24004.0,42472
Week 51,5,23674.4,41892
Week 52,5,13678.4,24202
Week 53,5,36580.8,64731
Week 54,1,10897.6,19284
Week 55,10,57590.4,101907
Week 56,2,19024.0,33664
Week 57,3,9692.8,17151
Week 58,10,50214.4,88855
Week 59,3,16868.0,29848
Week 60,3,35628.8,63047
