Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Week 1,1,3946.4,4874
Week 2,1,12936.8,15979
Week 3,3,25624.8,31649
Week 4,1,5188.0,6408
Week 5,1,21537.6,26602
Week 6,2,24024.8,29674
Week 7,2,25276.0,31219
Week 8,1,22822.4,28189
Week 9,1,11168.8,13795
Week 10,1,8333.6,10293
Week 11,1,4313.6,5328
Week 12,1,16639.2,20552
Week 13,7,100428.8,124044
Week 14,7,176388.8,217868
Week 15,4,53174.4,65678
Week 16,5,98789.6,122020
Week 17,3,72174.4,89147
Week 18,6,102593.6,126718
Week 19,3,71536.8,88360
Week 20,6,115864.8,143111
Week 21,2,50585.6,62482
Week 22,3,24539.2,30310
Week 23,2,31629.6,39067
Week 24,2,14880.8,18380
Week 25,1,42512.0,52509
Week 26,3,63073.6,77906
Week 27,1,3302.4,4079
Week 28,2,57950.4,71578
Week 29,3,31969.6,39487
Week 30,2,52465.6,64804
Week 31,8,193528.0,239038
Week 32,3,80695.2,99671
Week 33,2,36751.2,45393
Week 34,1,8659.2,10695
Week 35,1,11388.8,14067
Week 36,1,8972.0,11082
Week 37,1,31776.0,39249
Week 38,1,11310.4,13970
Week 39,1,25249.6,31187
Week 40,1,8767.2,10829
Week 41,4,39991.2,49394
Week 42,1,35252.8,43543
Week 43,2,48132.0,59451
Week 44,1,22205.6,27427
Week 45,2,10788.8,13325
Week 46,2,30860.0,38117
Week 47,1,16927.2,20908
Week 48,2,9320.0,11510
Week 49,2,9593.6,11849
Week 50,5,46256.0,57132
Week 51,5,49227.2,60802
Week 52,1,5118.4,6322
Week 53,2,16355.2,20201
Week 54,1,17032.8,21038
Week 55,2,13650.4,16859
Week 56,3,33969.6,41957
Week 57,2,18289.6,22590
Week 58,1,5337.6,6592
Week 59,4,79552.8,98259
Week 60,2,26481.6,32708
Week 61,1,17060.0,21072
Week 62,1,17357.6,21439
Week 63,4,53689.6,66314
Week 64,2,27483.2,33946
Week 65,1,16738.4,20674
Week 66,3,17736.0,21906
Week 67,1,5324.0,6576
Week 68,2,10189.6,12585
Week 69,1,5130.4,6336
Week 70,2,9417.6,11631
Week 71,1,8186.4,10111
Week 72,1,23815.2,29416
Week 73,2,30959.2,38239
Week 74,2,9971.2,12316
Week 75,1,26419.2,32632
Week 76,2,15030.4,18564
Week 77,2,42227.2,52157
Week 78,4,55281.6,68280
Week 79,2,40851.2,50457
Week 80,3,40000.8,49407
Week 81,2,38252.8,47248
Week 82,1,19536.8,24131
Week 83,2,35680.0,44070
Week 84,1,6985.6,8628
Week 85,2,21752.0,26866
Week 86,1,7932.0,9797
Week 87,1,6868.0,8483
Week 88,2,21281.6,26285
Week 89,1,8544.0,10553
Week 90,1,16846.4,20808
Week 91,5,63814.4,78819
Week 92,2,52892.8,65331
Week 93,2,26268.0,32445
Week 94,1,26347.2,32543
Week 95,1,8685.6,10728
Week 96,2,52373.6,64690
Week 97,2,52009.6,64241
Week 98,2,43323.2,53511
Week 99,1,3240.8,4002
Week 100,1,16764.8,20707
Week 101,2,73688.0,91016
Week 102,1,33896.0,41867
Week 103,7,166388.8,205516
Week 104,2,31134.4,38455
Week 105,2,27209.6,33608
Week 106,1,23325.6,28811
