Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,7,73896.8,80228
Month 2,7,59771.2,64892
Month 3,7,42739.2,46400
Month 4,1,5246.4,5696
Month 5,4,22085.6,23977
Month 6,2,29259.2,31767
Month 7,9,124387.2,135048
Month 8,12,49948.0,54226
Month 9,3,9690.4,10519
Month 10,9,108937.6,118275
Month 11,11,146043.2,158561
Month 12,13,172840.8,187653
Month 13,10,91145.6,98955
Month 14,8,88733.6,96338
Month 15,8,75610.4,82088
Month 16,9,42746.4,46407
Month 17,7,52535.2,57037
Month 18,11,124655.2,135337
Month 19,10,196340.0,213168
Month 20,29,343502.4,372943
Month 21,11,184995.2,200851
Month 22,17,283519.2,307819
Month 23,14,226593.6,246014
Month 24,27,376287.2,408534
Month 25,9,150536.0,163439
Month 26,9,93436.0,101442
Month 27,12,118176.0,128304
Month 28,10,110647.2,120129
Month 29,8,57709.6,62655
Month 30,6,65119.2,70699
Month 31,6,83069.6,90190
Month 32,7,89363.2,97021
Month 33,8,130191.2,141350
Month 34,5,74992.0,81420
Month 35,2,22187.2,24088
Month 36,2,39969.6,43395
Month 37,1,16601.6,18025
Month 38,6,83432.0,90583
Month 39,8,132356.8,143702
Month 40,10,107212.8,116398
Month 41,10,118586.4,128747
Month 42,12,191307.2,207706
Month 43,7,65366.4,70968
Month 44,9,92664.0,100604
Month 45,13,211287.2,229395
Month 46,9,90795.2,98575
Month 47,6,88883.2,96500
Month 48,2,31199.2,33873
Month 49,3,43348.8,47064
Month 50,10,153612.8,166780
Month 51,4,56043.2,60846
Month 52,3,24695.2,26811
Month 53,11,115447.2,125341
Month 54,13,219690.4,238522
Month 55,12,260033.6,282323
Month 56,9,204879.2,222441
Month 57,14,185396.8,201287
Month 58,6,81041.6,87986
Month 59,5,69916.0,75907
Month 60,5,69888.8,75878
Month 61,4,44674.4,48502
Month 62,6,83035.2,90152
Month 63,7,97603.2,105969
Month 64,5,73332.8,79618
Month 65,2,13681.6,14854
Month 66,4,69443.2,75395
Month 67,4,79166.4,85953
Month 68,6,47629.6,51709
Month 69,5,68648.0,74532
Month 70,2,32858.4,35675
Month 71,10,175804.0,190872
Month 72,10,151552.8,164542
Month 73,9,121331.2,131730
Month 74,10,161915.2,175793
Month 75,14,183915.2,199678
Month 76,10,166142.4,180382
Month 77,11,188400.0,204547
Month 78,9,108654.4,117967
Month 79,9,146330.4,158872
Month 80,10,165738.4,179944
Month 81,9,142027.2,154199
Month 82,8,129374.4,140464
Month 83,2,35836.0,38908
Month 84,6,111915.2,121509
Month 85,8,137592.8,149386
Month 86,6,123736.8,134343
Month 87,7,125509.6,136266
Month 88,10,206087.2,223751
Month 89,7,111976.8,121575
Month 90,5,104762.4,113742
Month 91,4,80831.2,87759
Month 92,4,85467.2,92792
Month 93,6,77281.6,83906
Month 94,2,29847.2,32405
Month 95,1,21040.8,22844
Month 96,1,19200.0,20846
Month 97,1,9451.2,10261
Month 98,2,8880.0,9641
Month 99,3,54851.2,59553
Month 100,7,114400.0,124205
Month 101,4,87714.4,95233
Month 102,2,34059.2,36979
