Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,3,38308.0,25010
Month 2,31,511900.0,334187
Month 3,35,633440.0,413539
Month 4,46,922560.0,602292
Month 5,26,447509.6,292156
Month 6,36,674800.8,440542
Month 7,34,574743.2,375216
Month 8,44,711688.0,464620
Month 9,51,841723.2,549515
Month 10,38,701936.0,458259
Month 11,46,915106.4,597427
Month 12,60,1141110.4,744973
Month 13,74,1184842.4,773515
Month 14,34,689839.2,450364
Month 15,21,423238.4,276312
Month 16,15,215375.2,140605
Month 17,38,665577.6,434518
Month 18,47,947796.0,618768
Month 19,48,1054202.4,688239
Month 20,30,501970.4,327708
Month 21,34,696881.6,454964
Month 22,67,1310692.8,855685
Month 23,66,1355000.0,884606
Month 24,87,1494059.2,975389
Month 25,64,1191632.8,777953
Month 26,94,1524935.2,995538
Month 27,89,1324748.8,864850
Month 28,55,813144.8,530853
Month 29,69,790822.4,516274
Month 30,35,410231.2,267811
Month 31,28,325515.2,212506
Month 32,55,615196.0,401621
Month 33,40,523467.2,341734
Month 34,44,560277.6,365768
Month 35,24,362816.8,236863
Month 36,4,51583.2,33675
Month 37,4,59531.2,38865
Month 38,6,178996.0,116860
Month 39,25,290080.0,189372
Month 40,23,394000.8,257222
Month 41,27,286790.4,187228
Month 42,31,422190.4,275624
Month 43,28,456268.8,297871
Month 44,23,485418.4,316906
Month 45,23,345062.4,225268
Month 46,23,396577.6,258901
Month 47,37,614676.8,401286
Month 48,15,294304.8,192136
Month 49,15,305348.8,199347
Month 50,30,717428.0,468375
Month 51,18,402502.4,262774
Month 52,28,584253.6,381430
Month 53,29,441332.0,288119
