Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,10540.0,18495
Month 2,2,10223.2,17939
Month 3,3,20644.8,36226
Month 4,4,22858.4,40111
Month 5,7,24526.4,43035
Month 6,2,10102.4,17726
Month 7,2,10284.0,18046
Month 8,11,44440.0,77978
Month 9,7,42372.0,74352
Month 10,13,55471.2,97339
Month 11,29,109670.4,192427
Month 12,3,20083.2,35241
Month 13,5,28648.0,50270
Month 14,1,4760.8,8354
Month 15,4,13991.2,24550
Month 16,7,39236.0,68848
Month 17,10,49129.6,86210
Month 18,14,76222.4,133747
Month 19,5,19572.8,34345
Month 20,4,18998.4,33337
