Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,1,5932.8,10292
Month 2,6,41241.6,71543
Month 3,2,8812.8,15287
Month 4,2,13007.2,22564
Month 5,3,13884.0,24084
Month 6,9,71730.4,124432
Month 7,4,23480.8,40733
Month 8,5,81018.4,140547
Month 9,3,29065.6,50421
Month 10,2,13845.6,24018
Month 11,1,11012.8,19104
Month 12,2,10469.6,18161
Month 13,3,33420.0,57975
Month 14,5,39730.4,68920
Month 15,2,46457.6,80593
Month 16,3,48971.2,84953
Month 17,2,44000.0,76330
Month 18,1,12780.8,22171
Month 19,1,16434.4,28510
Month 20,2,27465.6,47646
Month 21,1,18343.2,31821
Month 22,2,21540.8,37367
Month 23,2,30727.2,53304
Month 24,3,30904.8,53611
Month 25,1,9195.2,15951
Month 26,3,46240.8,80216
Month 27,5,62012.0,107575
Month 28,6,55681.6,96592
Month 29,3,28887.2,50111
Month 30,2,21560.8,37402
Month 31,2,20944.8,36334
Month 32,4,34804.0,60375
Month 33,1,9788.0,16980
Month 34,1,10754.4,18656
Month 35,3,30490.4,52892
Month 36,6,69266.4,120159
Month 37,1,7808.8,13546
Month 38,3,40336.0,69973
Month 39,4,40241.6,69808
Month 40,13,279982.4,485703
Month 41,9,188218.4,326515
Month 42,7,159035.2,275889
Month 43,5,73525.6,127548
Month 44,6,106564.8,184864
Month 45,2,13795.2,23931
Month 46,4,39232.8,68058
Month 47,2,29048.0,50391
Month 48,6,71328.0,123736
Month 49,3,26911.2,46683
Month 50,13,144110.4,249994
Month 51,9,106478.4,184714
Month 52,8,105392.8,182830
Month 53,2,20413.6,35412
Month 54,5,52285.6,90702
Month 55,2,23743.2,41188
Month 56,2,12030.4,20869
Month 57,8,47975.2,83223
Month 58,2,5046.4,8753
Month 59,3,24544.0,42576
Month 60,1,2772.0,4808
Month 61,4,33290.4,57751
Month 62,6,173208.0,300476
Month 63,4,97364.8,168906
Month 64,5,38002.4,65922
Month 65,13,168062.4,291545
Month 66,3,33589.6,58270
Month 67,5,55780.0,96764
Month 68,8,104561.6,181388
Month 69,12,146514.4,254164
Month 70,9,151496.0,262809
Month 71,11,149106.4,258661
Month 72,15,310735.2,539051
Month 73,8,149743.2,259768
Month 74,2,11560.0,20053
Month 75,4,79319.2,137600
Month 76,6,69301.6,120220
