Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,41,363611.2,757704
Month 2,33,295259.2,615277
Month 3,57,527589.6,1099414
Month 4,24,216972.0,452133
Month 5,43,396455.2,826152
Month 6,56,516944.8,1077234
Month 7,47,434651.2,905743
Month 8,44,391548.0,815925
Month 9,25,225893.6,470728
Month 10,32,291845.6,608160
Month 11,21,200366.4,417533
Month 12,53,481388.0,1003138
Month 13,31,268277.6,559046
Month 14,43,390781.6,814330
Month 15,71,643482.4,1340917
Month 16,38,350249.6,729865
Month 17,79,718273.6,1496772
Month 18,88,786167.2,1638253
Month 19,39,524819.2,1093649
Month 20,52,469274.4,977894
Month 21,54,474376.8,988523
Month 22,32,285873.6,595712
Month 23,45,418261.6,871590
Month 24,43,401573.6,836817
Month 25,63,534168.0,1113124
Month 26,49,449881.6,937485
Month 27,56,501288.8,1044603
Month 28,43,360628.8,751489
Month 29,63,874480.0,1822299
Month 30,53,521477.6,1086684
Month 31,11,126811.2,264256
Month 32,12,112403.2,234229
Month 33,30,292776.0,610101
Month 34,34,288165.6,600493
Month 35,23,234728.8,489140
Month 36,28,304708.8,634967
Month 37,42,435935.2,908423
Month 38,33,322579.2,672206
Month 39,50,642161.6,1338175
Month 40,23,220511.2,459514
Month 41,45,443156.0,923471
Month 42,46,428722.4,893391
Month 43,40,381249.6,794464
Month 44,25,245518.4,511623
Month 45,28,291811.2,608091
Month 46,7,69118.4,144033
