Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,1,5384.0,8075
Month 2,3,12274.4,18409
Month 3,3,8932.0,13395
Month 4,1,3356.8,5034
Month 5,2,4948.8,7422
Month 6,1,2534.4,3801
Month 7,12,41920.0,62870
Month 8,24,80565.6,120832
Month 9,1,3500.0,5249
Month 10,1,2513.6,3770
Month 11,2,12879.2,19317
Month 12,2,5456.8,8184
Month 13,1,3690.4,5535
Month 14,3,9550.4,14322
Month 15,4,17407.2,26106
Month 16,9,29612.8,44412
Month 17,19,86891.2,130316
Month 18,6,26615.2,39916
Month 19,5,22447.2,33667
Month 20,8,27597.6,41389
Month 21,2,17590.4,26383
Month 22,3,8752.0,13126
Month 23,1,4230.4,6345
Month 24,3,75860.8,113781
Month 25,1,11034.4,16550
Month 26,2,32942.4,49408
Month 27,2,13660.0,20487
Month 28,4,21513.6,32265
Month 29,2,4785.6,7176
Month 30,1,6577.6,9865
Month 31,1,11336.8,17003
Month 32,4,33210.4,49810
Month 33,2,13504.8,20255
Month 34,3,25437.6,38152
Month 35,7,37645.6,56459
Month 36,2,17016.0,25521
Month 37,3,25025.6,37534
Month 38,1,10731.2,16095
Month 39,2,14112.0,21166
Month 40,2,38926.4,58384
Month 41,1,6106.4,9158
Month 42,3,35029.6,52539
