Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,16852.8,37685
Month 2,1,4212.8,9420
Month 3,1,4212.8,9420
Month 4,3,32847.2,73451
Month 5,4,32847.2,73450
Month 6,4,56024.8,125281
Month 7,15,196086.4,438483
Month 8,11,196629.6,439696
Month 9,3,58451.2,130706
Month 10,1,6278.4,14039
Month 11,3,18835.2,42117
Month 12,1,7245.6,16202
Month 13,1,5616.8,12560
Month 14,3,24537.6,54870
Month 15,6,101006.4,225866
Month 16,11,103896.0,232326
Month 17,13,133343.2,298174
Month 18,9,109626.4,245140
Month 19,1,5616.8,12560
Month 20,1,6018.4,13458
Month 21,2,15646.4,34987
Month 22,2,10832.0,24221
Month 23,1,3404.8,7613
Month 24,3,24761.6,55370
Month 25,1,6258.4,13994
Month 26,3,17652.0,39472
Month 27,3,49863.2,111502
Month 28,3,49416.0,110503
Month 29,8,102449.6,229093
Month 30,5,48159.2,107691
Month 31,6,77380.0,173033
Month 32,7,99044.8,221480
Month 33,9,77514.4,173331
Month 34,4,78653.6,175882
Month 35,2,43448.8,97159
Month 36,2,7419.2,16590
Month 37,1,1717.6,3840
Month 38,2,5071.2,11339
Month 39,4,12053.6,26953
Month 40,1,4084.0,9132
Month 41,5,38548.0,86198
Month 42,1,5616.8,12560
Month 43,4,53357.6,119315
Month 44,3,35304.8,78946
Month 45,2,12965.6,28992
Month 46,2,13640.0,30501
