Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,18,277227.2,366485
Month 2,37,462588.0,611525
Month 3,17,229556.8,303466
Month 4,25,327368.0,432769
Month 5,17,306931.2,405754
Month 6,20,309024.0,408517
Month 7,23,394591.2,521638
Month 8,21,338561.6,447567
Month 9,25,389189.6,514497
Month 10,17,283277.6,374482
Month 11,1,9343.2,12351
Month 12,6,74681.6,98725
Month 13,8,110153.6,145619
Month 14,2,6055.2,8004
Month 15,1,5279.2,6979
Month 16,3,24236.0,32039
Month 17,2,50308.8,66507
Month 18,2,26727.2,35333
Month 19,12,105816.8,139883
Month 20,3,99890.4,132054
Month 21,16,401548.8,530839
Month 22,13,341032.8,450839
Month 23,21,359447.2,475179
Month 24,5,178905.6,236510
Month 25,12,119184.8,157556
Month 26,12,243776.8,322268
Month 27,20,363726.4,480836
Month 28,21,411157.6,543539
Month 29,18,244388.0,323070
Month 30,11,180766.4,238970
Month 31,12,84246.4,111366
Month 32,13,203302.4,268758
Month 33,12,429723.2,568087
Month 34,21,528083.2,698115
Month 35,32,562653.6,743810
Month 36,16,152466.4,201552
Month 37,15,119176.0,157542
Month 38,14,112150.4,148256
Month 39,7,136928.0,181015
Month 40,9,116798.4,154403
Month 41,28,621190.4,821199
Month 42,19,383832.0,507414
Month 43,14,154209.6,203859
Month 44,14,192776.8,254843
Month 45,18,278976.8,368797
Month 46,27,566502.4,748901
Month 47,22,460256.8,608448
Month 48,9,64301.6,85001
Month 49,9,82999.2,109719
Month 50,23,207599.2,274435
Month 51,35,375287.2,496112
Month 52,25,321300.0,424746
Month 53,14,164010.4,216816
Month 54,12,71657.6,94724
Month 55,24,298482.4,394582
Month 56,21,256834.4,339525
Month 57,13,211583.2,279705
Month 58,16,320068.0,423121
Month 59,23,360063.2,475993
Month 60,13,119484.0,157951
Month 61,12,129472.0,171156
Month 62,18,317626.4,419894
Month 63,19,235276.8,311026
Month 64,17,267362.4,353444
Month 65,22,305710.4,404136
Month 66,20,306818.4,405602
Month 67,23,425992.0,563154
Month 68,20,284033.6,375483
Month 69,23,308904.0,408360
Month 70,27,497132.0,657195
Month 71,18,327633.6,433121
Month 72,24,275900.0,364726
Month 73,13,141494.4,187049
Month 74,23,206854.4,273452
Month 75,20,121949.6,161207
Month 76,34,431825.6,570858
Month 77,28,417600.8,552055
Month 78,23,353350.4,467116
Month 79,58,893713.6,1181460
Month 80,51,779188.8,1030065
Month 81,41,492815.2,651480
Month 82,67,938776.0,1241030
Month 83,50,841921.6,1112995
Month 84,24,418816.8,553664
Month 85,6,191861.6,253637
Month 86,6,83702.4,110650
Month 87,7,48808.8,64521
Month 88,12,218110.4,288336
Month 89,11,257198.4,340010
Month 90,27,886128.0,1171447
Month 91,11,238303.2,315034
Month 92,11,167908.8,221969
Month 93,1,5152.0,6810
Month 94,7,53456.8,70666
Month 95,22,189440.8,250431
Month 96,16,68907.2,91087
Month 97,21,137494.4,181756
Month 98,17,119839.2,158419
Month 99,19,275463.2,364152
Month 100,23,407385.6,538550
Month 101,27,447692.0,591841
Month 102,32,673416.8,890240
Month 103,51,947316.8,1252322
Month 104,40,789260.8,1043379
Month 105,18,374474.4,495046
