Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,12,217864.8,471624
Month 2,8,51561.6,111614
Month 3,2,55737.6,120659
Month 4,9,116968.8,253207
Month 5,5,69308.8,150036
Month 6,6,125862.4,272462
Month 7,11,223674.4,484201
Month 8,10,163880.0,354760
Month 9,11,263676.8,570796
Month 10,11,230850.4,499737
Month 11,5,118123.2,255709
Month 12,9,150112.0,324955
Month 13,4,94620.0,204830
Month 14,2,26705.6,57811
Month 15,2,28085.6,60798
Month 16,2,27396.0,59306
Month 17,1,14067.2,30452
Month 18,1,28056.0,60735
Month 19,5,108688.8,235286
Month 20,6,147788.8,319927
Month 21,5,102852.0,222650
Month 22,7,157092.0,340067
Month 23,7,97879.2,211884
Month 24,5,83912.8,181650
Month 25,11,194937.6,421992
Month 26,12,267677.6,579457
Month 27,6,98452.0,213125
Month 28,6,196420.0,425204
Month 29,4,124678.4,269899
Month 30,6,136110.4,294646
Month 31,4,55733.6,120650
Month 32,7,126459.2,273753
Month 33,3,110918.4,240112
Month 34,1,14316.8,30992
Month 35,2,25568.0,55349
Month 36,3,60309.6,130556
Month 37,1,31378.4,67927
Month 38,4,89741.6,194270
Month 39,3,55565.6,120286
Month 40,4,41451.2,89731
Month 41,7,158940.8,344071
Month 42,8,91175.2,197372
Month 43,4,45516.0,98530
Month 44,9,145466.4,314899
Month 45,7,172211.2,372796
Month 46,3,45150.4,97738
Month 47,1,15168.8,32837
Month 48,1,18560.0,40178
Month 49,1,8050.4,17427
Month 50,1,12056.0,26098
Month 51,1,15207.2,32920
Month 52,2,23214.4,50253
Month 53,5,70888.0,153455
Month 54,3,43187.2,93489
Month 55,1,15856.0,34324
Month 56,1,13146.4,28459
Month 57,1,11383.2,24642
Month 58,1,11031.2,23880
Month 59,2,23762.4,51440
Month 60,6,78031.2,168918
Month 61,1,15211.2,32928
Month 62,3,33508.8,72537
Month 63,1,13497.6,29219
Month 64,1,11132.8,24100
Month 65,1,11214.4,24276
Month 66,4,56840.0,123045
Month 67,1,13400.0,29008
