Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,8,53550.4,66636
Month 2,4,10058.4,12515
Month 3,8,20490.4,25495
Month 4,2,4571.2,5688
Month 5,2,4915.2,6116
Month 6,1,4313.6,5367
Month 7,1,5775.2,7186
Month 8,2,4648.8,5784
Month 9,9,103220.8,128447
Month 10,7,112183.2,139602
Month 11,5,50870.4,63303
Month 12,2,5904.0,7346
Month 13,5,35568.0,44260
Month 14,5,50330.4,62630
Month 15,6,51364.8,63916
Month 16,3,21058.4,26204
Month 17,3,10160.0,12642
Month 18,2,11904.0,14812
Month 19,6,21225.6,26411
Month 20,2,4135.2,5145
Month 21,1,29337.6,36508
Month 22,2,16218.4,20182
Month 23,1,13204.8,16432
Month 24,2,24998.4,31108
Month 25,4,53788.8,66934
Month 26,2,7823.2,9735
Month 27,4,52550.4,65392
Month 28,4,86329.6,107428
Month 29,6,116223.2,144627
Month 30,1,12266.4,15264
Month 31,4,47374.4,58952
Month 32,1,4086.4,5085
Month 33,5,109222.4,135918
Month 34,4,47452.8,59049
Month 35,4,53209.6,66214
Month 36,4,69540.8,86536
Month 37,6,99651.2,124006
Month 38,2,22760.0,28322
Month 39,6,54205.6,67453
Month 40,5,56329.6,70096
Month 41,3,14548.0,18103
