Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,4,28818.4,48618
Month 2,3,13160.8,22202
Month 3,8,36294.4,61228
Month 4,22,182512.8,307907
Month 5,11,116686.4,196859
Month 6,7,39204.8,66140
Month 7,10,39836.0,67201
Month 8,1,16849.6,28427
Month 9,5,31760.8,53582
Month 10,2,13838.4,23346
Month 11,3,25536.8,43082
Month 12,3,50267.2,84805
Month 13,17,141127.2,238087
Month 14,17,160262.4,270371
Month 15,18,144932.8,244509
Month 16,10,96682.4,163110
Month 17,9,118956.0,200686
Month 18,13,191044.8,322307
Month 19,15,201185.6,339415
Month 20,4,79376.8,133914
Month 21,9,205858.4,347300
Month 22,10,173393.6,292529
Month 23,14,339095.2,572084
Month 24,12,290020.8,489291
Month 25,4,115289.6,194504
Month 26,2,34472.8,58158
Month 27,1,7935.2,13387
Month 28,2,11737.6,19802
Month 29,1,10356.8,17473
Month 30,1,8769.6,14795
Month 31,1,10620.8,17918
Month 32,7,74648.8,125937
Month 33,1,7088.8,11959
Month 34,1,7082.4,11948
Month 35,3,36607.2,61759
Month 36,2,17185.6,28993
Month 37,6,58570.4,98811
Month 38,2,13596.0,22937
Month 39,7,41023.2,69208
Month 40,6,30037.6,50674
Month 41,5,48608.0,82003
Month 42,8,45428.8,76639
Month 43,2,6772.8,11426
Month 44,2,10968.8,18505
Month 45,5,66984.0,113007
Month 46,1,6005.6,10132
Month 47,3,33400.8,56349
Month 48,4,56862.4,95931
Month 49,2,18176.0,30664
Month 50,14,269131.2,454045
Month 51,5,145175.2,244923
Month 52,8,201418.4,339810
Month 53,13,440631.2,743388
Month 54,12,235729.6,397697
Month 55,5,123476.0,208314
Month 56,7,149978.4,253026
Month 57,7,176708.0,298123
Month 58,11,178856.0,301744
Month 59,13,206763.2,348825
Month 60,17,112651.2,190044
Month 61,15,116484.0,196514
Month 62,10,76745.6,129473
Month 63,8,159757.6,269523
Month 64,17,341752.0,576564
Month 65,2,39670.4,66927
Month 66,10,147905.6,249530
Month 67,4,28964.8,48865
Month 68,2,16311.2,27518
Month 69,2,12554.4,21180
