Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,15,271791.2,648831
Month 2,7,140721.6,335935
Month 3,10,106516.8,254279
Month 4,9,131554.4,314049
Month 5,15,247213.6,590156
Month 6,17,216304.8,516367
Month 7,6,72666.4,173470
Month 8,5,60972.0,145555
Month 9,10,121273.6,289506
Month 10,6,89367.2,213340
Month 11,5,47533.6,113472
Month 12,5,40828.0,97465
Month 13,2,12889.6,30770
Month 14,1,17448.8,41654
Month 15,2,11882.4,28365
Month 16,3,39320.8,93867
Month 17,2,19503.2,46559
Month 18,5,60637.6,144754
Month 19,8,159261.6,380196
Month 20,8,116588.0,278322
Month 21,13,166942.4,398529
Month 22,3,26502.4,63266
Month 23,12,144914.4,345942
Month 24,4,49973.6,119298
Month 25,15,158797.6,379086
Month 26,5,53576.8,127899
Month 27,8,93636.8,223531
Month 28,7,107335.2,256234
Month 29,8,106092.0,253265
Month 30,5,49636.0,118492
Month 31,10,168498.4,402245
Month 32,8,123932.0,295854
Month 33,9,114800.8,274055
Month 34,13,143084.0,341574
Month 35,2,20547.2,49050
Month 36,5,122743.2,293017
Month 37,12,247249.6,590242
Month 38,8,141396.8,337547
Month 39,11,223850.4,534383
Month 40,5,69512.8,165943
Month 41,8,82294.4,196455
Month 42,7,46837.6,111811
Month 43,5,64567.2,154136
Month 44,3,16075.2,38375
Month 45,4,38880.8,92817
Month 46,2,23633.6,56418
Month 47,4,60612.8,144696
Month 48,8,192721.6,460073
Month 49,2,11859.2,28310
