Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,3,24420.8,45288
Month 2,13,147702.4,273914
Month 3,11,186461.6,345793
Month 4,7,126598.4,234778
Month 5,9,87222.4,161754
Month 6,14,105396.0,195450
Month 7,14,138704.8,257226
Month 8,19,359324.0,666369
Month 9,41,822281.6,1524926
Month 10,14,419840.8,778601
Month 11,4,130228.8,241511
Month 12,3,26223.2,48631
Month 13,6,72036.8,133592
Month 14,4,56084.8,104009
Month 15,4,88217.6,163601
Month 16,9,192790.4,357531
Month 17,11,303205.6,562298
Month 18,16,437143.2,810686
Month 19,11,263204.0,488114
Month 20,15,371567.2,689075
Month 21,14,290630.4,538975
Month 22,3,52373.6,97128
Month 23,2,38383.2,71182
Month 24,3,81148.8,150491
Month 25,2,37280.0,69136
Month 26,8,169861.6,315011
Month 27,24,511221.6,948062
Month 28,13,287943.2,533993
Month 29,22,419166.4,777344
Month 30,17,320207.2,593826
Month 31,10,186857.6,346528
Month 32,15,199798.4,370527
Month 33,14,344736.0,639317
Month 34,18,349645.6,648418
Month 35,10,165783.2,307446
Month 36,11,249693.6,463059
Month 37,17,273696.0,507567
Month 38,12,177861.6,329844
Month 39,19,280442.4,520079
Month 40,5,83648.0,155126
Month 41,14,259544.8,481326
Month 42,13,250643.2,464818
Month 43,18,433492.0,803916
Month 44,9,188580.0,349722
Month 45,16,298001.6,552645
Month 46,14,113251.2,210021
Month 47,13,220050.4,408082
Month 48,13,195964.8,363414
Month 49,15,276365.6,512520
Month 50,11,171984.8,318946
Month 51,14,274124.8,508366
Month 52,8,85286.4,158162
Month 53,14,294136.8,545477
Month 54,5,47900.0,88830
Month 55,5,32011.2,59363
Month 56,4,26702.4,49518
Month 57,5,62163.2,115281
Month 58,4,31163.2,57791
Month 59,2,7745.6,14364
Month 60,4,24893.6,46164
Month 61,3,13563.2,25152
Month 62,3,11763.2,21814
Month 63,3,19268.0,35731
Month 64,3,17916.0,33225
Month 65,4,25368.8,47045
Month 66,5,30037.6,55704
Month 67,5,30238.4,56076
Month 68,3,22476.0,41682
Month 69,5,45394.4,84183
Month 70,3,84462.4,156636
Month 71,1,27669.6,51314
