Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,15,86102.4,124561
Month 2,10,55812.8,80741
Month 3,17,114304.8,165360
Month 4,29,259820.0,375877
Month 5,27,311347.2,450425
Month 6,27,264851.2,383155
Month 7,38,318282.4,460454
Month 8,46,373235.2,539950
Month 9,31,281914.4,407844
Month 10,23,286076.0,413866
Month 11,25,224824.0,325248
Month 12,24,250457.6,362335
Month 13,16,217479.2,314627
Month 14,14,149298.4,215988
Month 15,19,179752.8,260046
Month 16,22,206883.2,299294
Month 17,22,197083.2,285116
Month 18,25,262251.2,379398
Month 19,24,275082.4,397960
Month 20,19,146167.2,211457
Month 21,13,115937.6,167725
Month 22,17,157264.8,227511
Month 23,18,136733.6,197806
Month 24,23,187027.2,270567
Month 25,18,145539.2,210547
Month 26,7,39902.4,57724
Month 27,17,142517.6,206177
Month 28,21,123915.2,179263
Month 29,24,160808.8,232637
Month 30,16,96259.2,139252
Month 31,26,136844.8,197965
Month 32,18,128352.0,185683
Month 33,34,211605.6,306124
Month 34,35,350740.0,507413
Month 35,47,458266.4,662969
Month 36,11,93205.6,134840
Month 37,12,90993.6,131638
Month 38,17,152103.2,220046
Month 39,15,155103.2,224387
Month 40,14,68858.4,99612
Month 41,14,149568.8,216379
Month 42,6,96370.4,139420
Month 43,12,106069.6,153451
Month 44,15,111265.6,160964
Month 45,17,82176.0,118880
Month 46,18,60724.0,87845
Month 47,34,164458.4,237908
Month 48,29,159741.6,231088
Month 49,28,161225.6,233240
Month 50,19,124029.6,179429
Month 51,44,327220.0,473379
Month 52,34,248724.8,359824
Month 53,38,309248.0,447381
Month 54,26,210904.0,305112
Month 55,30,200941.6,290696
Month 56,32,209520.0,303105
Month 57,38,256907.2,371660
Month 58,51,435572.0,630127
Month 59,35,262008.8,379039
Month 60,31,209304.0,302793
Month 61,14,100929.6,146013
Month 62,23,165140.8,238904
Month 63,13,78696.8,113846
Month 64,10,59250.4,85716
