Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,8,41682.4,94280
Month 2,11,46628.8,105466
Month 3,6,32025.6,72438
Month 4,6,35082.4,79353
Month 5,12,58140.8,131507
Month 6,14,65785.6,148802
Month 7,12,51799.2,117162
Month 8,11,66111.2,149537
Month 9,4,20960.0,47410
Month 10,15,68822.4,155668
Month 11,34,170439.2,385514
Month 12,14,71360.8,161409
Month 13,50,241493.6,546223
Month 14,5,29570.4,66885
Month 15,10,45238.4,102323
Month 16,13,66372.0,150126
Month 17,20,91342.4,206602
Month 18,6,33116.0,74903
Month 19,28,145812.0,329810
Month 20,46,213442.4,482779
Month 21,26,113603.2,256956
Month 22,13,59897.6,135480
Month 23,43,208056.8,470600
Month 24,47,224677.6,508196
Month 25,55,250553.6,566723
Month 26,37,174776.8,395323
Month 27,28,128703.2,291108
Month 28,35,165345.6,373994
Month 29,32,147681.6,334037
Month 30,31,122524.0,277130
Month 31,34,137216.0,310365
Month 32,22,90546.4,204802
Month 33,3,13089.6,29607
Month 34,30,116696.8,263946
Month 35,23,109093.6,246757
Month 36,24,109593.6,247885
Month 37,37,164671.2,372466
Month 38,20,98024.0,221719
Month 39,20,98222.4,222167
Month 40,32,152940.8,345934
Month 41,9,50646.4,114558
Month 42,2,8149.6,18433
