Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,27617.6,23401
Month 2,1,13736.0,11639
Month 3,9,104264.8,88344
Month 4,5,40006.4,33897
Month 5,5,81274.4,68866
Month 6,4,38435.2,32566
Month 7,8,76964.8,65215
Month 8,6,44926.4,38067
Month 9,1,10606.4,8987
Month 10,6,39397.6,33383
Month 11,5,84294.4,71427
Month 12,7,113601.6,96259
Month 13,9,121459.2,102916
Month 14,4,66622.4,56452
Month 15,2,21923.2,18576
Month 16,1,9576.0,8114
Month 17,1,4350.4,3686
Month 18,1,12435.2,10537
Month 19,2,30452.8,25803
Month 20,2,30452.8,25803
Month 21,4,37522.4,31793
Month 22,4,59096.0,50075
Month 23,4,15840.8,13421
Month 24,8,55540.0,47059
Month 25,2,7974.4,6756
Month 26,3,18847.2,15969
Month 27,4,25687.2,21764
Month 28,6,30493.6,25835
Month 29,1,5398.4,4574
Month 30,1,17584.8,14900
Month 31,1,5861.6,4966
Month 32,1,4902.4,4154
Month 33,1,6951.2,5890
Month 34,6,139066.4,117836
Month 35,3,57803.2,48979
Month 36,3,19613.6,16619
Month 37,1,5076.8,4301
Month 38,1,13600.0,11524
Month 39,4,82959.2,70294
Month 40,1,11911.2,10093
Month 41,1,9880.0,8371
Month 42,2,20872.8,17686
