Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,1,10971.2,19015
Month 2,3,70186.4,121646
Month 3,7,79170.4,137217
Month 4,11,170488.0,295489
Month 5,16,158500.8,274709
Month 6,13,86662.4,150200
Month 7,8,72135.2,125023
Month 8,11,87326.4,151352
Month 9,18,174628.0,302661
Month 10,4,46545.6,80672
Month 11,10,137449.6,238224
Month 12,8,56124.0,97270
Month 13,8,99902.4,173149
Month 14,18,188488.0,326682
Month 15,7,113574.4,196845
Month 16,8,133106.4,230698
Month 17,4,51222.4,88778
Month 18,3,56948.0,98702
Month 19,9,148349.6,257118
Month 20,9,140483.2,243485
Month 21,7,108791.2,188556
Month 22,5,77184.8,133777
Month 23,3,46231.2,80128
Month 24,5,85871.2,148831
Month 25,3,40480.0,70159
Month 26,3,44361.6,76887
Month 27,3,18983.2,32901
Month 28,1,5126.4,8885
Month 29,5,23394.4,40545
Month 30,2,8083.2,14009
Month 31,1,20391.2,35342
Month 32,3,43380.8,75187
Month 33,2,25540.0,44265
Month 34,1,9776.8,16945
