Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,1,6726.4,11903
Month 2,6,33664.8,59569
Month 3,1,9100.0,16103
Month 4,9,45569.6,80636
Month 5,1,7088.8,12544
Month 6,6,32243.2,57054
Month 7,14,69056.8,122195
Month 8,3,10837.6,19176
Month 9,4,9786.4,17316
Month 10,3,4533.6,8021
Month 11,13,39785.6,70399
Month 12,1,6367.2,11267
Month 13,2,5721.6,10124
Month 14,2,6228.8,11021
Month 15,1,2871.2,5080
Month 16,2,24027.2,42517
Month 17,4,16031.2,28368
Month 18,1,9768.0,17285
Month 19,2,20802.4,36811
Month 20,7,44112.8,78058
Month 21,5,34171.2,60466
Month 22,6,65636.0,116146
Month 23,13,38624.0,68343
Month 24,9,72445.6,128195
Month 25,15,100097.6,177126
Month 26,17,61356.8,108566
Month 27,18,124092.8,219586
Month 28,13,59907.2,106006
Month 29,6,52496.8,92895
