Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,13,53163.2,89908
Month 2,13,63146.4,106793
Month 3,9,40275.2,68113
Month 4,13,58904.8,99618
Month 5,11,88628.8,149891
Month 6,3,37248.8,62996
Month 7,7,62771.2,106159
Month 8,4,20775.2,35134
Month 9,6,20842.4,35248
Month 10,9,53972.8,91278
Month 11,12,94471.2,159771
Month 12,14,120870.4,204418
Month 13,12,89863.2,151976
Month 14,7,81410.4,137684
Month 15,5,68238.4,115408
Month 16,4,28616.0,48396
Month 17,6,61960.8,104789
Month 18,10,59204.0,100126
Month 19,14,106643.2,180358
Month 20,7,49336.0,83438
Month 21,4,25970.4,43920
Month 22,8,84774.4,143372
Month 23,8,101587.2,171809
Month 24,14,198536.0,335772
Month 25,9,111405.6,188411
Month 26,6,64411.2,108934
Month 27,21,261719.2,442628
Month 28,18,228336.8,386171
Month 29,11,112568.0,190378
Month 30,10,102356.0,173107
Month 31,8,58249.6,98511
Month 32,2,8617.6,14574
Month 33,9,78968.8,133553
Month 34,15,186752.8,315842
Month 35,6,55433.6,93751
Month 36,7,82091.2,138836
Month 37,6,78393.6,132583
Month 38,6,65060.0,110031
Month 39,9,69109.6,116879
Month 40,10,85048.0,143834
Month 41,10,113904.0,192637
Month 42,6,26248.8,44392
Month 43,7,36138.4,61116
Month 44,11,69682.4,117846
Month 45,16,107109.6,181145
Month 46,11,71288.8,120562
Month 47,7,57591.2,97399
Month 48,5,30184.8,51048
Month 49,11,52273.6,88405
Month 50,5,38807.2,65631
Month 51,3,30063.2,50844
Month 52,5,32700.0,55303
Month 53,3,40655.2,68757
Month 54,1,18864.0,31904
Month 55,1,14085.6,23822
Month 56,27,407208.0,688690
Month 57,9,130798.4,221210
Month 58,14,182781.6,309125
Month 59,8,86728.0,146676
Month 60,1,8958.4,15151
Month 61,3,63268.8,107004
Month 62,1,5766.4,9752
Month 63,1,3809.6,6443
Month 64,1,20152.8,34083
Month 65,3,43912.8,74267
Month 66,2,25240.8,42688
Month 67,2,15692.0,26538
Month 68,2,28548.8,48282
Month 69,1,20071.2,33945
Month 70,1,18502.4,31292
Month 71,4,32081.6,54256
