Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,22,369684.0,663136
Month 2,27,471229.6,845287
Month 3,21,373271.2,669570
Month 4,23,371179.2,665818
Month 5,25,314060.8,563357
Month 6,24,269785.6,483934
Month 7,25,360796.8,647191
Month 8,21,307076.0,550829
Month 9,36,470733.6,844393
Month 10,23,325618.4,584089
Month 11,26,381716.8,684713
Month 12,25,286128.8,513249
Month 13,31,423087.2,758927
Month 14,21,253040.0,453895
Month 15,16,172755.2,309881
Month 16,12,108822.4,195201
Month 17,26,305499.2,547998
Month 18,19,265408.8,476085
Month 19,16,204049.6,366020
Month 20,46,509057.6,913133
Month 21,18,221231.2,396839
Month 22,29,315508.0,565949
Month 23,23,367515.2,659243
Month 24,26,445373.6,798906
Month 25,36,618136.0,1108807
Month 26,22,420226.4,753798
Month 27,25,383729.6,688331
Month 28,20,335957.6,602636
Month 29,38,740370.4,1328069
Month 30,34,638720.8,1145730
Month 31,16,315473.6,565894
Month 32,8,147614.4,264790
Month 33,22,337537.6,605471
Month 34,39,720720.0,1292824
Month 35,25,396656.0,711514
Month 36,13,256160.8,459500
Month 37,30,619852.8,1111886
Month 38,19,223501.6,400913
Month 39,13,123845.6,222149
Month 40,19,206779.2,370915
Month 41,9,58463.2,104868
