Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,9900.8,12798
Month 2,2,8662.4,11197
Month 3,1,5218.4,6746
Month 4,8,50496.0,65276
Month 5,2,25852.0,33420
Month 6,4,27504.8,35555
Month 7,9,42057.6,54367
Month 8,14,58092.8,75093
Month 9,3,34652.0,44796
Month 10,15,205640.0,265837
Month 11,8,88407.2,114287
Month 12,12,118280.0,152903
Month 13,1,9039.2,11685
Month 14,5,38370.4,49601
Month 15,3,40787.2,52727
Month 16,9,137934.4,178313
Month 17,1,14331.2,18527
Month 18,4,24276.0,31382
Month 19,1,17890.4,23128
Month 20,2,26999.2,34903
Month 21,6,54772.8,70805
Month 22,3,28304.0,36589
Month 23,5,87898.4,113630
Month 24,10,128561.6,166196
Month 25,6,91328.8,118064
Month 26,10,139827.2,180760
Month 27,7,45192.8,58421
Month 28,11,180317.6,233105
Month 29,4,92312.0,119337
Month 30,1,4752.0,6143
Month 31,3,67983.2,87885
Month 32,7,69761.6,90181
Month 33,9,156232.8,201970
Month 34,1,15109.6,19533
Month 35,7,49380.0,63833
Month 36,1,25829.6,33391
Month 37,6,129096.0,166889
Month 38,8,136868.8,176938
Month 39,8,133548.0,172643
Month 40,5,38883.2,50265
Month 41,13,267444.8,345740
Month 42,15,398400.8,515037
Month 43,14,270711.2,349963
Month 44,4,65409.6,84558
Month 45,5,30671.2,39649
Month 46,8,82007.2,106012
Month 47,9,134176.0,173454
Month 48,3,30017.6,38805
Month 49,11,110435.2,142762
Month 50,7,53376.0,69000
Month 51,2,8108.8,10482
Month 52,2,6881.6,8895
Month 53,4,34272.0,44304
Month 54,1,10016.8,12949
Month 55,5,42880.0,55432
Month 56,3,17244.8,22292
Month 57,4,44028.8,56917
Month 58,5,40927.2,52907
Month 59,3,33294.4,43040
Month 60,6,113124.0,146241
Month 61,6,108528.8,140300
Month 62,1,14558.4,18820
Month 63,2,31385.6,40573
Month 64,3,62948.8,81377
Month 65,1,15376.0,19877
Month 66,1,27043.2,34960
Month 67,1,7725.6,9987
Month 68,1,16324.0,21103
Month 69,7,106640.0,137857
Month 70,4,54718.4,70736
Month 71,2,39959.2,51658
Month 72,4,107236.8,138631
Month 73,3,52140.8,67405
