Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,1,4800.0,13190
Month 2,8,44045.6,121038
Month 3,18,99923.2,274588
Month 4,26,128834.4,354031
Month 5,13,64898.4,178342
Month 6,11,51175.2,140626
Month 7,32,173855.2,477751
Month 8,101,526812.0,1447677
Month 9,94,461976.0,1269497
Month 10,51,256156.8,703914
Month 11,10,48915.2,134418
Month 12,70,345456.0,949304
Month 13,93,446052.0,1225742
Month 14,20,103245.6,283718
Month 15,44,204124.0,560926
Month 16,23,116930.4,321321
Month 17,20,91166.4,250525
Month 18,12,61048.0,167760
Month 19,9,42133.6,115782
Month 20,1,4566.4,12548
Month 21,5,20260.8,55676
Month 22,2,10944.0,30075
Month 23,8,42450.4,116655
Month 24,7,29635.2,81436
Month 25,7,28021.6,77002
Month 26,10,50054.4,137548
Month 27,7,33750.4,92745
Month 28,4,26000.8,71450
Month 29,9,43570.4,119732
Month 30,11,57788.0,158801
Month 31,9,42724.8,117408
Month 32,18,85861.6,235947
Month 33,8,35395.2,97263
Month 34,2,7407.2,20355
Month 35,11,51067.2,140331
Month 36,9,40425.6,111088
Month 37,10,48640.0,133662
Month 38,13,51383.2,141199
Month 39,11,39652.0,108959
Month 40,11,49532.8,136115
Month 41,17,80663.2,221662
Month 42,17,77387.2,212658
Month 43,14,62999.2,173121
Month 44,15,71803.2,197312
Month 45,4,13583.2,37326
Month 46,11,32183.2,88436
Month 47,18,34484.8,94759
Month 48,3,25752.8,70769
Month 49,6,31757.6,87270
Month 50,12,44047.2,121041
Month 51,4,5828.8,16016
Month 52,4,30185.6,82951
Month 53,2,8424.0,23148
Month 54,3,8148.0,22389
Month 55,2,3244.8,8916
Month 56,2,5037.6,13843
Month 57,2,4641.6,12755
Month 58,2,9171.2,25203
Month 59,3,14213.6,39058
Month 60,5,23572.0,64775
Month 61,4,23590.4,64827
Month 62,3,14628.0,40198
Month 63,6,13829.6,38001
Month 64,5,12780.0,35119
Month 65,6,18524.0,50902
Month 66,7,16948.8,46573
Month 67,5,16992.0,46693
Month 68,9,24862.4,68319
Month 69,8,22457.6,61712
Month 70,11,35648.0,97958
Month 71,25,83629.6,229810
Month 72,45,124656.0,342540
Month 73,59,189849.6,521691
Month 74,22,74872.0,205744
Month 75,36,94488.8,259645
Month 76,51,126536.0,347712
Month 77,1,5421.6,14899
