Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,2,25900.8,43673
Month 2,4,29555.2,49835
Month 3,1,28869.6,48679
Month 4,5,134088.8,226098
Month 5,3,51686.4,87152
Month 6,6,101508.0,171161
Month 7,4,101388.0,170958
Month 8,5,38077.6,64204
Month 9,1,11828.8,19945
Month 10,3,17851.2,30099
Month 11,2,21114.4,35602
Month 12,9,95129.6,160402
Month 13,9,134922.4,227502
Month 14,12,170076.0,286778
Month 15,19,227758.4,384035
Month 16,11,160231.2,270176
Month 17,10,108818.4,183485
Month 18,18,188860.8,318448
Month 19,4,26300.0,44345
Month 20,5,30992.8,52257
Month 21,12,62468.0,105328
Month 22,16,122817.6,207088
Month 23,11,122255.2,206139
Month 24,21,231484.8,390317
Month 25,25,342251.2,577091
Month 26,28,283475.2,477983
Month 27,11,112156.8,189113
Month 28,4,56231.2,94815
Month 29,7,183254.4,308999
Month 30,15,191987.2,323723
Month 31,11,96649.6,162965
Month 32,12,225104.8,379564
Month 33,36,504972.0,851466
Month 34,47,810864.0,1367255
Month 35,8,175769.6,296378
Month 36,15,336668.0,567678
Month 37,4,50390.4,84966
Month 38,13,300550.4,506782
Month 39,19,415225.6,700143
Month 40,12,230291.2,388311
Month 41,26,439780.0,741543
Month 42,18,352898.4,595049
Month 43,21,570206.4,961470
Month 44,21,430186.4,725370
Month 45,24,398654.4,672199
Month 46,18,266383.2,449166
Month 47,35,617564.0,1041319
Month 48,33,544737.6,918517
Month 49,20,331896.0,559631
Month 50,10,46958.4,79176
Month 51,7,58397.6,98466
Month 52,4,30715.2,51791
Month 53,8,76328.0,128699
Month 54,9,67712.8,114172
Month 55,12,107584.0,181402
Month 56,19,246911.2,416331
Month 57,21,145230.4,244874
Month 58,11,147356.8,248468
Month 59,16,213828.8,360550
Month 60,19,249229.6,420242
Month 61,12,161689.6,272634
Month 62,26,415615.2,700797
Month 63,11,109168.0,184073
Month 64,6,84558.4,142580
