Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,5,19180.8,42347
Month 2,9,32638.4,72057
Month 3,2,8767.2,19356
Month 4,4,22550.4,49786
Month 5,6,30544.0,67434
Month 6,4,14524.8,32067
Month 7,7,31120.0,68706
Month 8,4,21073.6,46526
Month 9,4,16364.0,36128
Month 10,2,10019.2,22120
Month 11,4,19926.4,43993
Month 12,5,25041.6,55287
Month 13,4,24957.6,55102
Month 14,4,25958.4,57311
Month 15,7,36442.4,80459
Month 16,14,79473.6,175462
Month 17,1,5005.6,11051
Month 18,8,32615.2,72006
Month 19,11,54512.8,120352
Month 20,7,29044.8,64126
Month 21,8,32428.0,71594
Month 22,20,103299.2,228064
Month 23,29,131484.8,290290
Month 24,18,78898.4,174190
Month 25,6,24720.0,54576
Month 26,14,62468.8,137920
Month 27,20,92427.2,204061
Month 28,8,46792.8,103310
Month 29,6,24973.6,55137
Month 30,6,27955.2,61721
Month 31,15,72707.2,160523
Month 32,11,36911.2,81490
Month 33,24,46192.8,101976
Month 34,11,32264.8,71232
Month 35,14,77946.4,172090
Month 36,10,57315.2,126541
Month 37,18,96280.8,212570
Month 38,11,49190.4,108601
Month 39,13,64896.0,143277
Month 40,14,94318.4,208238
Month 41,9,47583.2,105053
Month 42,12,58962.4,130178
Month 43,11,49460.0,109197
Month 44,16,72499.2,160061
Month 45,14,63124.0,139364
Month 46,4,18019.2,39782
Month 47,3,14936.8,32978
Month 48,10,43627.2,96320
Month 49,3,17350.4,38307
Month 50,4,19116.0,42204
Month 51,20,96360.0,212741
Month 52,26,117036.0,258390
Month 53,19,85311.2,188347
Month 54,18,87075.2,192244
Month 55,9,33024.0,72908
Month 56,5,19953.6,44052
