Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,3,10338.4,11683
Month 2,5,15743.2,17793
Month 3,1,5083.2,5745
Month 4,2,8512.8,9621
Month 5,2,3621.6,4093
Month 6,1,5077.6,5739
Month 7,2,7612.0,8603
Month 8,1,5020.8,5675
Month 9,10,70075.2,79202
Month 10,11,55987.2,63277
Month 11,6,55965.6,63255
Month 12,7,92727.2,104807
Month 13,8,175433.6,198290
Month 14,2,11671.2,13191
Month 15,5,56009.6,63304
Month 16,8,67993.6,76851
Month 17,15,105482.4,119220
Month 18,18,162681.6,183870
Month 19,10,72480.0,81919
Month 20,9,99544.0,112511
Month 21,11,119224.0,134755
Month 22,10,68310.4,77207
Month 23,11,133841.6,151274
Month 24,18,203503.2,230010
Month 25,12,98676.8,111529
Month 26,30,416107.2,470311
Month 27,4,27260.0,30810
Month 28,11,75319.2,85128
Month 29,5,51927.2,58691
Month 30,11,85340.0,96454
Month 31,11,60744.8,68653
Month 32,7,66231.2,74857
Month 33,6,19575.2,22123
Month 34,6,31351.2,35433
Month 35,10,73442.4,83007
Month 36,19,235725.6,266430
Month 37,1,5916.8,6687
Month 38,2,13370.4,15112
Month 39,2,9477.6,10711
Month 40,4,46512.0,52571
Month 41,12,157405.6,177911
Month 42,10,105930.4,119728
Month 43,17,92900.8,104997
Month 44,9,41218.4,46585
Month 45,15,121724.8,137576
Month 46,9,74968.8,84734
Month 47,3,22034.4,24905
Month 48,2,4496.8,5082
Month 49,12,102723.2,116103
Month 50,5,74357.6,84044
Month 51,6,86545.6,97820
Month 52,1,6635.2,7499
Month 53,2,38338.4,43333
Month 54,2,8895.2,10053
Month 55,1,17606.4,19900
Month 56,2,17660.0,19960
Month 57,3,49238.4,55653
Month 58,3,40125.6,45352
Month 59,1,4888.0,5524
Month 60,3,9899.2,11188
Month 61,4,40824.0,46141
Month 62,8,75628.0,85478
Month 63,7,98195.2,110987
Month 64,4,81928.0,92602
Month 65,1,22008.0,24875
Month 66,1,11040.0,12478
Month 67,1,3524.0,3983
Month 68,4,36347.2,41081
Month 69,1,13468.8,15223
