Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,3,16713.6,32505
Month 2,19,97408.0,189445
Month 3,30,162580.8,316201
Month 4,13,66855.2,130023
Month 5,30,149624.8,290999
Month 6,6,33928.8,65986
Month 7,19,85611.2,166500
Month 8,54,286420.8,557053
Month 9,9,56794.4,110458
Month 10,17,87735.2,170634
Month 11,37,214036.0,416271
Month 12,19,115850.4,225315
Month 13,25,133474.4,259588
Month 14,49,281644.8,547758
Month 15,30,179154.4,348430
Month 16,29,180552.8,351150
Month 17,36,200990.4,390901
Month 18,47,255416.8,496751
Month 19,75,425695.2,827918
Month 20,66,445717.6,866867
Month 21,61,300369.6,584180
Month 22,64,368263.2,716228
Month 23,46,275325.6,535471
Month 24,36,212485.6,413254
Month 25,34,213041.6,414336
Month 26,52,327568.8,637087
Month 27,15,93576.0,181993
Month 28,31,187102.4,363894
Month 29,43,253213.6,492468
Month 30,39,228320.8,444059
Month 31,36,203749.6,396265
Month 32,43,237199.2,461318
Month 33,40,233976.8,455049
Month 34,18,108037.6,210121
