Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,3,13033.6,16798
Month 2,2,10551.2,13599
Month 3,5,15741.6,20287
Month 4,10,44852.0,57807
Month 5,9,65807.2,84817
Month 6,2,36060.8,46479
Month 7,13,175091.2,225678
Month 8,4,17983.2,23178
Month 9,8,49570.4,63890
Month 10,11,28921.6,37272
Month 11,1,5888.0,7589
Month 12,1,5323.2,6861
Month 13,1,5490.4,7076
Month 14,10,113567.2,146377
Month 15,4,26611.2,34299
Month 16,2,12004.0,15472
Month 17,15,69498.4,89568
Month 18,5,22248.8,28675
Month 19,8,34183.2,44056
Month 20,2,10578.4,13634
Month 21,5,24105.6,31068
Month 22,6,24366.4,31403
Month 23,1,5167.2,6660
Month 24,3,13485.6,17381
Month 25,3,14872.0,19168
Month 26,1,4014.4,5174
Month 27,3,21604.0,27845
Month 28,4,21656.0,27912
Month 29,13,72680.8,93676
Month 30,18,102888.0,132608
Month 31,1,8420.8,10853
Month 32,2,19646.4,25322
Month 33,5,23101.6,29775
Month 34,1,3213.6,4142
Month 35,3,54693.6,70495
Month 36,3,29500.0,38022
Month 37,1,4358.4,5617
