Arrival Date,Shipments,"Weight (kg, 0.8 Markdown)",Quantity of Synthetic Product
Month 1,1,3946.4,4874
Month 2,1,12936.8,15979
Month 3,5,52350.4,64659
Month 4,4,49300.8,60893
Month 5,1,22822.4,28189
Month 6,1,11168.8,13795
Month 7,3,29286.4,36173
Month 8,18,329992.0,407590
Month 9,14,273557.6,337885
Month 10,14,262526.4,324263
Month 11,7,141656.8,174968
Month 12,7,103661.6,128038
Month 13,15,363440.0,448906
Month 14,1,8659.2,10695
Month 15,2,20360.8,25149
Month 16,1,31776.0,39249
Month 17,3,45327.2,55986
Month 18,5,75244.0,92937
Month 19,2,48132.0,59451
Month 20,8,90101.6,111287
Month 21,11,94730.4,117004
Month 22,4,31820.0,39302
Month 23,3,30683.2,37897
Month 24,5,52259.2,64547
Month 25,8,128432.0,158631
Month 26,1,17357.6,21439
Month 27,10,115647.2,142840
Month 28,4,20644.0,25497
Month 29,2,9417.6,11631
Month 30,6,72932.0,90082
Month 31,11,179809.6,222090
Month 32,6,97790.4,120786
Month 33,3,42665.6,52698
Month 34,2,21752.0,26866
Month 35,2,14800.0,18280
Month 36,5,52216.0,64493
Month 37,9,163778.4,202291
Month 38,3,61059.2,75418
Month 39,4,95332.8,117752
Month 40,2,20005.6,24709
Month 41,12,305107.2,376854
Month 42,3,50535.2,62419
